,1,2,3,4,5,6,7
2192,2020-10-22 8,12,22,31,13,56,0.7
2193,2020-10-22 9,12,24,40,12,58,0.7
2194,2020-10-22 10,12,22,45,18,73,0.6
2195,2020-10-22 11,13,20,53,17,89,0.6
2196,2020-10-22 12,12,17,66,13,107,0.6
2197,2020-10-22 13,12,14,58,17,108,0.5
2198,2020-10-22 14,12,14,53,9,101,0.5
2199,2020-10-22 15,11,18,47,9,102,0.5
2200,2020-10-22 16,12,24,46,14,97,0.5
2201,2020-10-22 17,13,31,47,10,92,0.6
2202,2020-10-22 18,14,36,58,15,78,0.6
2203,2020-10-22 19,13,34,62,19,74,0.6
2204,2020-10-22 20,13,32,51,16,76,0.5
2205,2020-10-22 21,12,25,55,15,87,0.4
2206,2020-10-22 22,12,26,50,15,88,0.5
2207,2020-10-22 23,13,26,52,14,91,0.5
2208,2020-10-23 0,14,25,53,12,92,0.5
2209,2020-10-23 1,14,22,63,22,98,0.5
2210,2020-10-23 2,14,24,66,20,98,0.5
2211,2020-10-23 3,14,26,70,29,97,0.5
2212,2020-10-23 4,15,25,72,22,100,0.5
2213,2020-10-23 5,14,27,72,28,97,0.5
2214,2020-10-23 6,14,28,70,29,92,0.5
2215,2020-10-23 7,14,36,69,25,85,0.6
2216,2020-10-23 8,13,29,64,17,91,0.5
2217,2020-10-23 9,12,24,65,22,98,0.5
2218,2020-10-23 10,12,22,70,22,105,0.5
2219,2020-10-23 11,11,21,70,18,115,0.5
2220,2020-10-23 12,11,16,73,17,123,0.4
2221,2020-10-23 13,10,17,66,22,129,0.4
2222,2020-10-23 14,11,20,72,22,128,0.4
2223,2020-10-23 15,11,26,74,27,120,0.5
2224,2020-10-23 16,11,38,80,28,103,0.5
2225,2020-10-23 17,12,48,94,40,86,0.6
2226,2020-10-23 18,13,54,112,37,71,0.6
2227,2020-10-23 19,12,64,102,32,53,0.6
2228,2020-10-23 20,12,38,104,32,79,0.5
2229,2020-10-23 21,11,33,90,28,88,0.5
2230,2020-10-23 22,12,30,86,26,91,0.5
2231,2020-10-23 23,12,28,90,28,92,0.5
2232,2020-10-24 0,14,24,90,31,95,0.4
2233,2020-10-24 1,13,23,89,32,94,0.5
2234,2020-10-24 2,13,22,91,26,95,0.5
2235,2020-10-24 3,13,21,79,29,95,0.5
2236,2020-10-24 4,13,20,76,22,96,0.4
2237,2020-10-24 5,13,26,72,24,86,0.5
2238,2020-10-24 6,14,31,77,26,80,0.5
2239,2020-10-24 7,14,35,76,24,80,0.5
2240,2020-10-24 8,13,37,75,28,79,0.5
2241,2020-10-24 9,13,34,74,27,81,0.5
2242,2020-10-24 10,13,32,74,22,86,0.5
2243,2020-10-24 11,13,29,74,25,95,0.5
2244,2020-10-24 12,13,28,73,22,110,0.5
2245,2020-10-24 13,12,23,79,27,122,0.5
2246,2020-10-24 14,11,21,68,23,127,0.4
2247,2020-10-24 15,11,26,62,18,129,0.5
2248,2020-10-24 16,12,34,70,20,117,0.5
2249,2020-10-24 17,12,49,72,25,92,0.6
2250,2020-10-24 18,12,53,95,42,75,0.6
2251,2020-10-24 19,12,54,83,30,62,0.6
2252,2020-10-24 20,12,37,81,25,73,0.5
2253,2020-10-24 21,13,48,73,25,57,0.6
2254,2020-10-24 22,13,54,79,33,44,0.6
2255,2020-10-24 23,13,58,85,30,41,0.6
2256,2020-10-25 0,14,52,82,29,47,0.6
2257,2020-10-25 1,16,63,81,26,32,0.6
2258,2020-10-25 2,14,70,79,27,25,0.6
2259,2020-10-25 3,17,78,77,29,21,0.6
2260,2020-10-25 4,17,64,76,24,32,0.6
2261,2020-10-25 5,15,61,83,27,31,0.6
2262,2020-10-25 6,14,70,76,22,23,0.6
2263,2020-10-25 7,14,71,75,28,24,0.6
2264,2020-10-25 8,15,58,77,31,42,0.6
2265,2020-10-25 9,17,44,75,27,66,0.6
2266,2020-10-25 10,18,39,73,19,76,0.6
2267,2020-10-25 11,19,32,73,24,97,0.6
2268,2020-10-25 12,20,31,84,21,111,0.6
2269,2020-10-25 13,20,31,82,21,137,0.6
2270,2020-10-25 14,21,27,87,30,167,0.6
2271,2020-10-25 15,19,27,87,29,192,0.6
2272,2020-10-25 16,18,29,92,33,193,0.6
2273,2020-10-25 17,18,33,93,36,189,0.7
2274,2020-10-25 18,17,50,111,44,145,0.9
2275,2020-10-25 19,17,62,128,50,99,0.9
2276,2020-10-25 20,15,78,141,62,51,0.8
2277,2020-10-25 21,15,71,108,43,45,0.8
2278,2020-10-25 22,15,105,101,37,17,0.9
2279,2020-10-25 23,16,94,126,47,18,0.9
2280,2020-10-26 0,15,64,125,47,60,0.8
2281,2020-10-26 1,11,46,98,37,62,0.7
2282,2020-10-26 2,12,44,83,33,52,0.7
2283,2020-10-26 3,11,39,84,32,52,0.7
2284,2020-10-26 4,10,39,80,35,52,0.6
2285,2020-10-26 5,10,42,73,27,44,0.6
2286,2020-10-26 6,10,41,75,22,38,0.7
2287,2020-10-26 7,10,42,71,30,34,0.8
2288,2020-10-26 8,11,58,76,36,40,0.8
2289,2020-10-26 9,13,65,103,41,57,0.8
2290,2020-10-26 10,16,66,111,39,88,0.8
2291,2020-10-26 11,19,51,116,44,137,0.8
2292,2020-10-26 12,18,41,113,47,174,0.7
2293,2020-10-26 13,16,35,106,43,197,0.7
2294,2020-10-26 14,14,29,95,36,218,0.6
2295,2020-10-26 15,14,26,93,36,217,0.6
2296,2020-10-26 16,14,29,80,32,224,0.6
2297,2020-10-26 17,14,34,84,39,208,0.6
2298,2020-10-26 18,14,53,90,38,166,0.8
2299,2020-10-26 19,14,92,108,49,99,1.2
2300,2020-10-26 20,15,101,133,57,57,1.2
2301,2020-10-26 21,16,127,174,91,30,1.4
2302,2020-10-26 22,17,165,171,87,6,1.7
2303,2020-10-26 23,18,137,194,84,4,1.4
2304,2020-10-27 0,16,96,169,73,20,1.0
2305,2020-10-27 1,13,65,135,64,38,0.8
2306,2020-10-27 2,12,51,109,49,47,0.7
2307,2020-10-27 3,11,58,101,41,37,0.8
2308,2020-10-27 4,12,68,107,41,18,0.8
2309,2020-10-27 5,11,48,91,39,25,0.7
2310,2020-10-27 6,11,53,72,22,18,0.7
2311,2020-10-27 7,12,54,75,31,19,0.7
2312,2020-10-27 8,14,60,73,28,35,0.8
2313,2020-10-27 9,16,65,96,42,67,0.9
2314,2020-10-27 10,20,58,104,42,110,0.8
2315,2020-10-27 11,19,38,103,47,145,0.7
2316,2020-10-27 12,16,25,90,40,171,0.6
2317,2020-10-27 13,16,23,88,32,188,0.6
2318,2020-10-27 14,15,22,90,39,190,0.6
2319,2020-10-27 15,10,20,78,32,190,0.5
2320,2020-10-27 16,10,20,76,29,191,0.5
2321,2020-10-27 17,11,29,70,29,163,0.6
2322,2020-10-27 18,12,54,83,37,103,0.7
2323,2020-10-27 19,12,61,97,41,80,0.8
2324,2020-10-27 20,12,69,94,47,59,0.9
2325,2020-10-27 21,14,101,114,52,35,0.9
2326,2020-10-27 22,12,57,118,47,86,0.7
2327,2020-10-27 23,11,58,99,33,54,0.6
2328,2020-10-28 0,12,63,78,26,34,0.6
2329,2020-10-28 1,11,53,72,26,39,0.6
2330,2020-10-28 2,10,54,64,21,31,0.6
2331,2020-10-28 3,10,43,64,25,31,0.6
2332,2020-10-28 4,9,59,65,20,15,0.6
2333,2020-10-28 5,10,80,79,33,3,0.7
2334,2020-10-28 6,11,84,76,29,6,0.8
2335,2020-10-28 7,13,70,99,40,29,0.8
2336,2020-10-28 8,15,46,99,47,61,0.7
2337,2020-10-28 9,15,34,74,38,80,0.6
2338,2020-10-28 10,14,33,76,38,92,0.6
2339,2020-10-28 11,14,26,83,34,116,0.6
2340,2020-10-28 12,13,32,82,33,114,0.6
2341,2020-10-28 13,12,31,82,29,113,0.6
2342,2020-10-28 14,11,34,70,30,104,0.6
2343,2020-10-28 15,12,48,67,33,103,0.7
2344,2020-10-28 16,13,76,82,41,91,0.8
2345,2020-10-28 17,16,101,100,52,54,0.9
2346,2020-10-28 18,13,134,120,71,7,1.1
2347,2020-10-28 19,12,128,111,64,4,1.1
2348,2020-10-28 20,11,94,106,64,18,1.0
2349,2020-10-28 21,12,114,98,60,5,1.1
2350,2020-10-28 22,12,84,102,65,17,0.9
2351,2020-10-28 23,14,58,69,54,24,0.8
2352,2020-10-29 0,14,54,53,43,28,0.8
2353,2020-10-29 1,11,42,54,45,38,0.8
2354,2020-10-29 2,10,51,66,43,27,0.8
2355,2020-10-29 3,10,53,65,47,22,0.9
2356,2020-10-29 4,10,57,71,61,18,0.9
2357,2020-10-29 5,10,66,80,49,13,0.8
2358,2020-10-29 6,11,65,74,52,13,0.8
2359,2020-10-29 7,11,48,70,49,29,0.8
2360,2020-10-29 8,10,54,70,45,27,0.8
2361,2020-10-29 9,11,38,64,44,55,0.8
2362,2020-10-29 10,11,46,57,42,44,0.8
2363,2020-10-29 11,10,32,56,42,70,0.8
2364,2020-10-29 12,10,46,55,40,51,0.8
2365,2020-10-29 13,9,51,53,51,49,0.9
2366,2020-10-29 14,9,45,49,46,60,0.8
2367,2020-10-29 15,9,47,45,39,59,0.8
2368,2020-10-29 16,9,53,47,39,53,0.8
2369,2020-10-29 17,10,54,55,40,49,0.9
2370,2020-10-29 18,9,53,51,44,43,0.9
2371,2020-10-29 19,9,47,49,32,41,0.9
2372,2020-10-29 20,9,42,49,30,38,0.9
2373,2020-10-29 21,10,33,43,29,43,0.8
2374,2020-10-29 22,10,32,33,23,42,0.8
2375,2020-10-29 23,9,34,24,22,38,0.8
2376,2020-10-30 0,10,38,29,19,33,0.8
2377,2020-10-30 1,10,36,29,27,34,0.8
2378,2020-10-30 2,10,32,34,26,38,0.7
2379,2020-10-30 3,10,27,41,28,44,0.7
2380,2020-10-30 4,11,27,37,29,43,0.7
2381,2020-10-30 5,10,33,45,31,34,0.7
2382,2020-10-30 6,11,40,51,32,26,0.7
2383,2020-10-30 7,11,44,56,37,25,0.7
2384,2020-10-30 8,11,47,59,39,24,0.8
2385,2020-10-30 9,11,37,69,40,38,0.7
2386,2020-10-30 10,11,42,62,36,36,0.8
2387,2020-10-30 11,11,34,70,47,46,0.7
2388,2020-10-30 12,10,32,59,35,55,0.7
2389,2020-10-30 13,11,31,60,31,69,0.7
2390,2020-10-30 14,11,29,61,36,99,0.7
2391,2020-10-30 15,11,28,63,33,117,0.7
2392,2020-10-30 16,11,37,61,33,121,0.7
2393,2020-10-30 17,11,42,75,40,91,0.7
2394,2020-10-30 18,11,52,68,40,71,0.8
2395,2020-10-30 19,13,81,95,54,33,1.0
2396,2020-10-30 20,16,110,123,62,6,1.1
2397,2020-10-30 21,15,105,133,68,7,1.1
2398,2020-10-30 22,19,108,139,68,5,1.1
2399,2020-10-30 23,14,105,131,72,4,1.1
2400,2020-10-31 0,12,68,132,70,15,0.8
2401,2020-10-31 1,13,44,74,47,31,0.7
2402,2020-10-31 2,12,43,63,33,28,0.6
2403,2020-10-31 3,12,39,58,32,32,0.7
2404,2020-10-31 4,13,60,58,32,12,0.7
2405,2020-10-31 5,13,66,65,37,8,0.7
2406,2020-10-31 6,12,68,59,42,5,0.7
2407,2020-10-31 7,13,64,58,39,7,0.8
2408,2020-10-31 8,13,62,87,45,13,0.8
2409,2020-10-31 9,12,60,84,46,22,0.8
2410,2020-10-31 10,13,55,88,48,37,0.8
2411,2020-10-31 11,14,41,91,45,63,0.7
2412,2020-10-31 12,14,36,75,34,82,0.7
2413,2020-10-31 13,14,38,71,36,98,0.7
2414,2020-10-31 14,15,32,70,41,133,0.7
2415,2020-10-31 15,16,32,77,46,156,0.7
2416,2020-10-31 16,16,53,89,49,136,0.8
2417,2020-10-31 17,16,60,104,58,134,0.8
2418,2020-10-31 18,15,68,108,62,118,1.0
2419,2020-10-31 19,17,88,120,67,79,1.1
2420,2020-10-31 20,13,92,135,76,32,1.1
2421,2020-10-31 21,12,74,128,72,26,1.1
2422,2020-10-31 22,13,53,114,68,43,0.9
2423,2020-10-31 23,14,39,103,54,68,0.6
2424,2020-11-1 0,17,38,83,38,68,0.6
2425,2020-11-1 1,13,35,71,30,70,0.6
2426,2020-11-1 2,12,30,58,27,73,0.6
2427,2020-11-1 3,11,32,58,28,67,0.6
2428,2020-11-1 4,11,26,62,24,67,0.6
2429,2020-11-1 5,12,31,58,30,57,0.6
2430,2020-11-1 6,13,47,58,31,36,0.6
2431,2020-11-1 7,13,58,68,27,26,0.7
2432,2020-11-1 8,15,45,65,27,46,0.7
2433,2020-11-1 9,20,59,76,31,49,0.7
2434,2020-11-1 10,17,42,93,39,99,0.7
2435,2020-11-1 11,15,43,103,49,137,0.7
2436,2020-11-1 12,15,38,107,51,186,0.8
2437,2020-11-1 13,14,33,110,55,211,0.7
2438,2020-11-1 14,13,30,102,55,228,0.7
2439,2020-11-1 15,13,31,96,54,239,0.7
2440,2020-11-1 16,13,38,108,52,246,0.8
2441,2020-11-1 17,13,64,106,59,226,0.8
2442,2020-11-1 18,13,85,134,71,176,1.0
2443,2020-11-1 19,15,81,148,82,142,1.1
2444,2020-11-1 20,14,100,181,107,90,1.2
2445,2020-11-1 21,14,79,188,109,101,1.2
2446,2020-11-1 22,12,92,184,110,53,1.3
2447,2020-11-1 23,17,150,178,115,16,1.4
2448,2020-11-2 0,16,99,176,103,29,1.1
2449,2020-11-2 1,12,80,147,81,24,1.1
2450,2020-11-2 2,11,84,141,81,15,1.0
2451,2020-11-2 3,11,77,127,77,12,1.0
2452,2020-11-2 4,11,70,121,72,23,0.9
2453,2020-11-2 5,12,47,107,67,41,0.7
2454,2020-11-2 6,12,55,76,52,31,0.7
2455,2020-11-2 7,13,59,86,47,30,0.8
2456,2020-11-2 8,14,50,85,49,51,0.8
2457,2020-11-2 9,13,34,86,51,76,0.7
2458,2020-11-2 10,13,28,76,38,92,0.7
2459,2020-11-2 11,13,29,70,41,107,0.7
2460,2020-11-2 12,12,21,78,36,141,0.7
2461,2020-11-2 13,13,21,77,41,163,0.7
2462,2020-11-2 14,13,16,78,44,156,0.6
2463,2020-11-2 15,14,21,70,33,147,0.7
2464,2020-11-2 16,11,21,86,46,118,0.7
2465,2020-11-2 17,12,24,80,36,90,0.7
2466,2020-11-2 18,11,33,69,36,70,0.7
2467,2020-11-2 19,12,28,75,40,66,0.7
2468,2020-11-2 20,11,23,63,34,67,0.7
2469,2020-11-2 21,12,29,58,33,59,0.7
2470,2020-11-2 22,12,31,53,25,55,0.8
2471,2020-11-2 23,11,31,57,25,53,0.8
2472,2020-11-3 0,11,28,44,23,54,0.7
2473,2020-11-3 1,11,26,45,25,54,0.7
2474,2020-11-3 2,11,27,40,18,56,0.7
2475,2020-11-3 3,11,25,40,15,60,0.7
2476,2020-11-3 4,11,27,31,14,58,0.7
2477,2020-11-3 5,11,28,34,19,56,0.7
2478,2020-11-3 6,11,32,30,19,48,0.7
2479,2020-11-3 7,11,36,26,14,47,0.7
2480,2020-11-3 8,11,31,37,11,57,0.8
2481,2020-11-3 9,11,30,38,14,64,0.8
2482,2020-11-3 10,10,23,49,17,82,0.7
2483,2020-11-3 11,10,24,42,13,97,0.7
2484,2020-11-3 12,10,23,39,13,115,0.7
2485,2020-11-3 13,10,21,47,18,131,0.7
2486,2020-11-3 14,11,22,45,20,134,0.7
2487,2020-11-3 15,11,27,45,25,120,0.7
2488,2020-11-3 16,12,31,55,33,109,0.7
2489,2020-11-3 17,11,35,62,30,96,0.7
2490,2020-11-3 18,12,41,68,34,87,0.8
2491,2020-11-3 19,12,30,80,32,93,0.8
2492,2020-11-3 20,12,38,75,33,71,0.8
2493,2020-11-3 21,12,44,81,40,56,0.8
2494,2020-11-3 22,12,39,90,46,53,0.8
2495,2020-11-3 23,11,27,78,39,62,0.7
2496,2020-11-4 0,11,35,71,43,53,0.7
2497,2020-11-4 1,11,34,66,41,53,0.7
2498,2020-11-4 2,12,34,65,40,54,0.7
2499,2020-11-4 3,11,35,70,38,55,0.7
2500,2020-11-4 4,12,31,67,38,61,0.7
2501,2020-11-4 5,12,31,68,45,61,0.7
2502,2020-11-4 6,12,34,61,37,61,0.7
2503,2020-11-4 7,13,46,68,35,54,0.7
2504,2020-11-4 8,13,44,70,40,64,0.7
2505,2020-11-4 9,13,40,85,47,72,0.7
2506,2020-11-4 10,13,35,81,38,82,0.7
2507,2020-11-4 11,13,32,72,34,93,0.7
2508,2020-11-4 12,13,32,77,31,97,0.7
2509,2020-11-4 13,12,36,74,35,100,0.7
2510,2020-11-4 14,13,36,76,38,107,0.7
2511,2020-11-4 15,13,33,81,34,119,0.7
2512,2020-11-4 16,13,38,79,31,114,0.7
2513,2020-11-4 17,12,37,78,30,112,0.7
2514,2020-11-4 18,16,34,75,31,60,1.3
2515,2020-11-4 19,12,73,75,31,47,1.1
2516,2020-11-4 20,12,82,119,53,39,1.0
2517,2020-11-4 21,12,80,116,51,32,1.0
2518,2020-11-4 22,12,86,112,54,23,1.1
2519,2020-11-4 23,16,76,124,65,30,1.1
2520,2020-11-5 0,19,71,120,59,32,1.0
2521,2020-11-5 1,17,84,117,54,26,1.0
2522,2020-11-5 2,12,37,104,43,65,0.7
2523,2020-11-5 3,11,43,75,29,49,0.7
2524,2020-11-5 4,11,65,77,28,24,0.9
2525,2020-11-5 5,11,91,98,43,6,0.9
2526,2020-11-5 6,12,91,107,41,7,0.9
2527,2020-11-5 7,12,67,121,50,28,0.9
2528,2020-11-5 8,14,52,101,37,52,0.8
2529,2020-11-5 9,21,49,94,34,72,0.8
2530,2020-11-5 10,23,53,107,40,98,0.9
2531,2020-11-5 11,18,43,122,54,139,0.9
2532,2020-11-5 12,16,32,109,52,166,0.8
2533,2020-11-5 13,19,32,103,48,195,0.8
2534,2020-11-5 14,18,32,113,52,214,0.8
2535,2020-11-5 15,19,30,114,55,203,0.8
2536,2020-11-5 16,20,34,101,50,194,0.8
2537,2020-11-5 17,18,41,106,49,188,0.9
2538,2020-11-5 18,16,49,102,50,169,1.0
2539,2020-11-5 19,15,72,108,48,134,1.0
2540,2020-11-5 20,15,62,113,57,115,1.1
2541,2020-11-5 21,16,100,163,83,66,1.4
2542,2020-11-5 22,15,152,149,79,9,1.4
2543,2020-11-5 23,12,109,152,77,23,1.1
2544,2020-11-6 0,11,52,112,55,54,0.8
2545,2020-11-6 1,14,48,88,37,49,0.7
2546,2020-11-6 2,12,54,75,35,37,0.7
2547,2020-11-6 3,12,49,74,25,38,0.7
2548,2020-11-6 4,13,56,66,29,28,0.7
2549,2020-11-6 5,13,53,73,29,23,0.7
2550,2020-11-6 6,11,54,68,35,19,0.7
2551,2020-11-6 7,12,94,81,31,6,1.0
2552,2020-11-6 8,18,90,132,62,30,1.1
2553,2020-11-6 9,24,105,145,73,62,1.1
2554,2020-11-6 10,23,129,176,94,74,1.2
2555,2020-11-6 11,18,57,161,91,121,0.9
2556,2020-11-6 12,17,46,101,52,151,0.9
2557,2020-11-6 13,15,31,94,42,187,0.8
2558,2020-11-6 14,16,24,86,37,205,0.8
2559,2020-11-6 15,18,26,77,34,216,0.8
2560,2020-11-6 16,17,31,78,39,197,0.8
2561,2020-11-6 17,17,40,81,37,169,0.8
2562,2020-11-6 18,16,50,86,42,122,1.0
2563,2020-11-6 19,18,77,99,44,68,1.1
2564,2020-11-6 20,19,92,123,53,42,1.1
2565,2020-11-6 21,20,113,118,53,18,1.1
2566,2020-11-6 22,19,121,129,54,7,1.1
2567,2020-11-6 23,17,88,125,55,30,1.0
2568,2020-11-7 0,16,70,99,45,36,1.0
2569,2020-11-7 1,17,80,89,45,30,1.0
2570,2020-11-7 2,18,65,92,53,38,1.0
2571,2020-11-7 3,18,43,90,45,55,0.8
2572,2020-11-7 4,17,33,74,36,68,0.8
2573,2020-11-7 5,18,29,63,31,76,0.8
2574,2020-11-7 6,18,33,61,31,72,0.9
2575,2020-11-7 7,19,35,71,39,75,0.9
2576,2020-11-7 8,20,33,77,38,85,0.9
2577,2020-11-7 9,20,33,88,42,96,0.9
2578,2020-11-7 10,20,30,91,40,115,0.9
2579,2020-11-7 11,19,30,90,39,138,0.9
2580,2020-11-7 12,18,26,87,40,162,0.8
2581,2020-11-7 13,17,22,80,32,178,0.8
2582,2020-11-7 14,16,21,78,37,182,0.8
2583,2020-11-7 15,16,22,66,33,176,0.8
2584,2020-11-7 16,17,26,71,34,175,0.8
2585,2020-11-7 17,17,32,75,33,155,0.8
2586,2020-11-7 18,17,40,82,37,120,0.9
2587,2020-11-7 19,17,42,88,43,98,0.9
2588,2020-11-7 20,16,42,74,31,83,0.9
2589,2020-11-7 21,15,49,71,34,69,0.9
2590,2020-11-7 22,17,49,80,38,70,0.9
2591,2020-11-7 23,16,45,90,41,72,0.9
2592,2020-11-8 0,16,37,76,34,81,0.8
2593,2020-11-8 1,17,34,67,34,78,0.8
2594,2020-11-8 2,17,32,71,32,81,0.8
2595,2020-11-8 3,16,27,69,28,95,0.8
2596,2020-11-8 4,15,26,65,33,102,0.8
2597,2020-11-8 5,15,25,69,31,104,0.8
2598,2020-11-8 6,16,30,69,29,95,0.8
2599,2020-11-8 7,16,36,65,32,83,0.8
2600,2020-11-8 8,17,33,66,36,89,0.8
2601,2020-11-8 9,16,28,73,33,105,0.7
2602,2020-11-8 10,16,23,69,23,118,0.6
2603,2020-11-8 11,15,24,65,25,131,0.6
2604,2020-11-8 12,14,21,70,20,152,0.6
2605,2020-11-8 13,14,19,67,18,162,0.6
2606,2020-11-8 14,14,19,63,17,167,0.6
2607,2020-11-8 15,14,19,58,22,163,0.6
2608,2020-11-8 16,14,22,55,17,157,0.6
2609,2020-11-8 17,14,27,62,22,146,0.6
2610,2020-11-8 18,16,35,70,24,140,0.8
2611,2020-11-8 19,16,30,87,32,130,0.7
2612,2020-11-8 20,17,33,81,23,114,0.7
2613,2020-11-8 21,16,44,81,29,91,0.7
2614,2020-11-8 22,15,46,86,26,84,0.7
2615,2020-11-8 23,15,38,82,33,93,0.6
2616,2020-11-9 0,18,31,70,26,98,0.6
2617,2020-11-9 1,15,24,65,18,105,0.5
2618,2020-11-9 2,15,23,67,22,104,0.5
2619,2020-11-9 3,15,23,63,27,103,0.5
2620,2020-11-9 4,15,23,65,23,106,0.5
2621,2020-11-9 5,15,24,69,20,105,0.5
2622,2020-11-9 6,15,36,70,19,87,0.5
2623,2020-11-9 7,16,42,68,16,83,0.5
2624,2020-11-9 8,17,40,75,17,89,0.5
2625,2020-11-9 9,16,31,87,24,106,0.5
2626,2020-11-9 10,16,29,84,19,118,0.5
2627,2020-11-9 11,16,29,92,17,127,0.5
2628,2020-11-9 12,15,29,89,23,142,0.5
2629,2020-11-9 13,15,26,91,21,160,0.5
2630,2020-11-9 14,14,24,88,19,170,0.5
2631,2020-11-9 15,14,25,86,21,164,0.4
2632,2020-11-9 16,14,30,83,21,165,0.4
2633,2020-11-9 17,15,35,88,30,151,0.5
2634,2020-11-9 18,16,39,94,32,126,0.5
2635,2020-11-9 19,17,48,92,29,102,0.6
2636,2020-11-9 20,18,64,96,37,77,0.6
2637,2020-11-9 21,18,66,103,33,72,0.6
2638,2020-11-9 22,18,64,110,37,71,0.6
2639,2020-11-9 23,16,44,102,34,92,0.5
2640,2020-11-10 0,17,41,88,36,96,0.5
2641,2020-11-10 1,17,35,83,26,105,0.5
2642,2020-11-10 2,17,29,86,29,110,0.5
2643,2020-11-10 3,16,25,82,27,113,0.5
2644,2020-11-10 4,17,25,82,31,112,0.5
2645,2020-11-10 5,17,26,86,27,111,0.5
2646,2020-11-10 6,17,29,78,29,109,0.5
2647,2020-11-10 7,17,39,76,30,102,0.5
2648,2020-11-10 8,17,41,84,26,101,0.5
2649,2020-11-10 9,17,44,90,31,100,0.6
2650,2020-11-10 10,17,37,94,35,112,0.5
2651,2020-11-10 11,16,34,86,31,123,0.5
2652,2020-11-10 12,16,29,88,30,146,0.5
2653,2020-11-10 13,16,29,90,28,168,0.5
2654,2020-11-10 14,16,28,89,33,183,0.5
2655,2020-11-10 15,15,29,90,32,189,0.5
2656,2020-11-10 16,15,30,90,32,181,0.5
2657,2020-11-10 17,14,36,86,28,159,0.5
2658,2020-11-10 18,14,55,87,32,115,0.6
2659,2020-11-10 19,17,87,103,38,67,0.7
2660,2020-11-10 20,17,113,128,49,36,0.8
2661,2020-11-10 21,18,126,143,55,21,0.8
2662,2020-11-10 22,19,125,131,44,16,0.8
2663,2020-11-10 23,18,118,128,45,14,0.7
2664,2020-11-11 0,15,81,124,44,35,0.6
2665,2020-11-11 1,14,67,86,33,46,0.5
2666,2020-11-11 2,14,60,76,35,51,0.5
2667,2020-11-11 3,14,49,80,34,64,0.5
2668,2020-11-11 4,14,41,76,25,74,0.5
2669,2020-11-11 5,15,44,74,31,73,0.5
2670,2020-11-11 6,15,49,80,29,66,0.5
2671,2020-11-11 7,15,61,84,37,58,0.5
2672,2020-11-11 8,15,51,85,36,71,0.5
2673,2020-11-11 9,16,43,92,34,81,0.5
2674,2020-11-11 10,14,29,86,33,98,0.4
2675,2020-11-11 11,14,26,81,23,110,0.4
2676,2020-11-11 12,14,28,67,21,116,0.4
2677,2020-11-11 13,14,26,67,21,126,0.4
2678,2020-11-11 14,12,23,60,21,137,0.4
2679,2020-11-11 15,12,25,60,19,145,0.4
2680,2020-11-11 16,12,27,56,20,145,0.4
2681,2020-11-11 17,13,34,55,19,128,0.4
2682,2020-11-11 18,12,64,69,27,79,0.6
2683,2020-11-11 19,14,97,89,38,43,0.6
2684,2020-11-11 20,16,135,104,44,13,0.8
2685,2020-11-11 21,16,140,124,46,7,0.8
2686,2020-11-11 22,17,113,122,43,22,0.7
2687,2020-11-11 23,17,134,113,42,4,0.7
2688,2020-11-12 0,16,121,120,40,7,0.8
2689,2020-11-12 1,14,123,121,47,4,0.9
2690,2020-11-12 2,14,117,124,44,4,0.9
2691,2020-11-12 3,15,111,117,48,4,0.8
2692,2020-11-12 4,13,94,101,44,11,0.6
2693,2020-11-12 5,13,60,79,32,42,0.5
2694,2020-11-12 6,13,67,63,28,36,0.5
2695,2020-11-12 7,15,65,77,33,45,0.5
2696,2020-11-12 8,15,48,78,33,68,0.5
2697,2020-11-12 9,15,37,76,26,85,0.5
2698,2020-11-12 10,14,36,69,27,92,0.5
2699,2020-11-12 11,14,36,67,22,100,0.4
2700,2020-11-12 12,13,30,66,23,111,0.4
2701,2020-11-12 13,13,27,60,18,126,0.4
2702,2020-11-12 14,13,25,56,18,148,0.4
2703,2020-11-12 15,13,26,56,18,155,0.4
2704,2020-11-12 16,13,28,52,25,140,0.4
2705,2020-11-12 17,14,39,46,17,124,0.4
2706,2020-11-12 18,15,68,61,24,94,0.7
2707,2020-11-12 19,16,103,97,37,45,0.8
2708,2020-11-12 20,17,137,122,52,13,0.9
2709,2020-11-12 21,17,135,124,49,7,0.8
2710,2020-11-12 22,17,124,111,40,9,0.7
2711,2020-11-12 23,18,126,96,35,4,0.8
2712,2020-11-13 0,16,119,107,36,5,0.7
2713,2020-11-13 1,14,92,87,36,21,0.6
2714,2020-11-13 2,13,73,70,32,35,0.5
2715,2020-11-13 3,14,60,64,25,48,0.5
2716,2020-11-13 4,15,44,60,23,62,0.5
2717,2020-11-13 5,16,40,59,27,64,0.4
2718,2020-11-13 6,15,34,54,21,69,0.4
2719,2020-11-13 7,16,37,41,16,71,0.4
2720,2020-11-13 8,15,42,56,18,70,0.5
2721,2020-11-13 9,16,39,68,23,81,0.5
2722,2020-11-13 10,15,34,71,26,94,0.5
2723,2020-11-13 11,13,26,70,22,107,0.4
2724,2020-11-13 12,13,24,53,17,114,0.4
2725,2020-11-13 13,12,22,51,17,129,0.4
2726,2020-11-13 14,12,23,44,16,140,0.4
2727,2020-11-13 15,12,25,45,15,137,0.4
2728,2020-11-13 16,12,29,48,24,125,0.4
