,place,1,2,3,4,5,6,7,8,9,10,11,12
18199,A,2021-5-19 3,3,10,18,7,28,0.4,29.2,78,1005.6,1.7,244.4
18200,A,2021-5-19 4,3,11,17,5,28,0.4,29.1,79,1005.6,1.4,269
18201,A,2021-5-19 5,2,11,17,9,26,0.5,28.9,80,1005.7,1.4,268.2
18202,A,2021-5-19 6,2,13,16,7,23,0.5,28.9,81,1006.1,1.2,292.6
18203,A,2021-5-19 7,3,12,11,9,30,0.5,29.9,76,1006.6,2,242.7
18204,A,2021-5-19 8,4,14,28,7,38,0.6,30.4,72,1006.8,2.4,227.2
18205,A,2021-5-19 9,4,12,22,9,49,0.5,31.4,66,1006.8,2.3,234.5
18206,A,2021-5-19 10,4,10,25,9,68,0.5,32.7,61,1006.4,2.1,255.7
18207,A,2021-5-19 11,3,9,32,9,90,0.4,33.1,60,1005.6,2.3,204.4
18208,A,2021-5-19 12,3,6,32,7,79,0.4,34,55,1004.8,2.7,244.1
18209,A,2021-5-19 13,3,5,29,7,69,0.4,34,55,1004,2.9,246.8
18210,A,2021-5-19 14,3,6,21,7,71,0.4,34.4,53,1003.4,2.6,273.7
18211,A,2021-5-19 15,3,8,39,9,71,0.4,33.9,55,1002.8,2.6,249.1
18212,A,2021-5-19 16,3,8,25,9,71,0.4,33.8,56,1002.6,2.6,252.4
18213,A,2021-5-19 17,3,12,38,7,62,0.4,32.8,58,1002.8,2.9,248.9
18214,A,2021-5-19 18,3,11,26,7,56,0.4,32.3,59,1003.1,3.7,242.4
18215,A,2021-5-19 19,3,9,36,7,50,0.4,31.2,65,1003.6,2.7,261.2
18216,A,2021-5-19 20,2,10,22,7,41,0.4,30.5,69,1004.4,2.2,255.3
18217,A,2021-5-19 21,2,10,23,14,39,0.4,30.1,72,1005.3,2.7,242.1
18218,A,2021-5-19 22,2,10,19,12,39,0.4,30,73,1005.7,2.2,252.6
18219,A,2021-5-19 23,3,11,22,9,34,0.5,29.9,74,1005.5,2.7,239.7
18220,A,2021-5-20 0,3,10,22,14,34,0.4,29.8,75,1005.3,1.8,252.5
18221,A,2021-5-20 1,3,9,19,5,35,0.4,29.8,75,1005.2,2.1,241.4
18222,A,2021-5-20 2,3,10,22,12,34,0.4,29.7,76,1004.9,2.1,234.5
18223,A,2021-5-20 3,2,8,21,12,36,0.4,29.4,77,1004.6,2.1,244
18224,A,2021-5-20 4,2,8,20,9,37,0.4,29.2,78,1004.4,1.9,260.8
18225,A,2021-5-20 5,2,10,18,7,34,0.4,29.3,78,1005.4,1.7,233.7
18226,A,2021-5-20 6,2,13,11,5,30,0.4,29.3,76,1005.9,1.9,228.2
18227,A,2021-5-20 7,2,14,18,5,30,0.4,29.9,72,1006.4,1.7,237.8
18228,A,2021-5-20 8,4,14,26,9,34,0.5,30.7,67,1006.8,1.8,232.9
18229,A,2021-5-20 9,5,12,26,12,41,0.4,31.6,63,1006.6,1.8,239.8
18230,A,2021-5-20 10,4,11,34,12,56,0.4,32.5,60,1006.5,2,232.7
18231,A,2021-5-20 11,4,10,29,9,67,0.4,33.4,57,1005.9,2.4,229.5
18232,A,2021-5-20 12,3,6,29,7,66,0.4,33.9,55,1005.3,2.4,251.7
18233,A,2021-5-20 13,4,5,22,7,61,0.4,35,50,1004.8,2.4,245.9
18234,A,2021-5-20 14,4,7,33,7,53,0.4,34.7,48,1004.5,2.6,235.6
18235,A,2021-5-20 15,3,10,22,5,52,0.3,34,52,1004.2,2,246.3
18236,A,2021-5-20 16,3,12,26,5,48,0.4,33.1,58,1004,2.1,268.8
18237,A,2021-5-20 17,3,13,29,5,38,0.4,32.4,61,1004.2,2.8,240.5
18238,A,2021-5-20 18,2,13,35,7,32,0.4,31.6,65,1004.4,2.8,241.8
18239,A,2021-5-20 19,3,14,28,5,27,0.4,31,68,1004.6,2.3,253.6
18240,A,2021-5-20 20,3,16,27,5,22,0.4,30.7,69,1005.3,2,236.5
18241,A,2021-5-20 21,2,15,29,7,23,0.4,30.4,73,1005.9,1.8,243.7
18242,A,2021-5-20 22,3,11,19,12,27,0.4,30.2,75,1006.4,2.2,242.5
18243,A,2021-5-20 23,2,11,22,7,26,0.4,30.2,75,1006.6,2.3,235.5
18244,A,2021-5-21 0,2,12,21,5,24,0.4,30,77,1006.2,2.3,234.2
18245,A,2021-5-21 1,2,10,20,19,25,0.4,29.8,78,1005.6,2.5,227.2
18246,A,2021-5-21 2,2,8,24,5,24,0.3,29.6,79,1005.3,2.1,239.2
18247,A,2021-5-21 3,2,12,16,7,21,0.4,29.4,79,1005.4,1.6,243.7
18248,A,2021-5-21 4,2,10,12,7,23,0.4,29.4,78,1005.3,2.1,233.4
18249,A,2021-5-21 5,2,14,11,5,18,0.4,29.2,79,1005.5,1.8,234.9
18250,A,2021-5-21 6,3,15,14,2,17,0.4,29.4,79,1005.7,2.5,226.4
18251,A,2021-5-21 7,3,13,11,2,22,0.4,30.3,74,1006.2,2,237.1
18252,A,2021-5-21 8,3,11,18,2,27,0.5,31.4,68,1006.8,2,235.4
18253,A,2021-5-21 9,3,15,25,5,36,0.5,31.9,65,1007.2,1.8,239.4
18254,A,2021-5-21 10,4,16,28,5,52,0.5,32.6,62,1006.9,1.8,232.1
18255,A,2021-5-21 11,4,8,15,5,68,0.4,33.6,57,1006.3,3.1,228.9
18256,A,2021-5-21 12,3,6,15,2,65,0.4,34.5,52,1005.3,2.8,229.8
18257,A,2021-5-21 13,3,6,22,2,66,0.4,35.3,51,1004.2,2.2,236.5
18258,A,2021-5-21 14,3,7,26,5,68,0.4,35.1,52,1003.4,2.5,236.7
18259,A,2021-5-21 15,2,7,20,5,67,0.3,35,52,1002.7,2.4,233.5
18260,A,2021-5-21 16,3,8,18,2,64,0.4,34.9,52,1002.4,2.3,231.7
18261,A,2021-5-21 17,2,10,30,0,54,0.4,34.4,54,1002.5,2.9,235.8
18262,A,2021-5-21 18,2,13,36,2,43,0.4,33,60,1002.9,2.7,245
18263,A,2021-5-21 19,2,14,30,7,35,0.4,31.8,65,1003.3,2.5,253.9
18264,A,2021-5-21 20,2,12,27,5,32,0.4,31.1,69,1003.8,2.1,275
18265,A,2021-5-21 21,2,10,18,5,32,0.4,30.6,72,1004.6,2.3,256.8
18266,A,2021-5-21 22,2,13,17,2,25,0.4,30.3,73,1005.1,2.1,252.6
18267,A,2021-5-21 23,3,11,19,0,23,0.5,30,74,1005.6,2.1,248.7
18268,A,2021-5-22 0,3,13,22,0,20,0.5,29.9,76,1005.7,1.4,269.2
18269,A,2021-5-22 1,3,11,12,2,22,0.5,29.7,76,1005.4,1.4,271.6
18270,A,2021-5-22 2,3,10,12,2,25,0.4,29.4,77,1004.8,1.7,253.4
18271,A,2021-5-22 3,2,10,10,2,24,0.4,29.2,78,1004.8,1.2,258.4
18272,A,2021-5-22 4,2,14,8,2,19,0.4,28.9,80,1004.8,0.7,356.3
18273,A,2021-5-22 5,2,13,15,5,22,0.4,29,80,1004.9,1.1,250.7
18274,A,2021-5-22 6,2,14,4,2,20,0.4,29.7,78,1005.3,0.9,283.4
18275,A,2021-5-22 7,2,14,17,5,23,0.4,30.5,73,1005.5,1.6,242
18276,A,2021-5-22 8,2,12,29,2,31,0.5,31.2,69,1005.6,1.7,256.8
18277,A,2021-5-22 9,3,8,13,2,45,0.4,32,64,1005.8,2.1,236.2
18278,A,2021-5-22 10,2,8,17,2,60,0.4,33.3,59,1005.5,2.4,228.3
18279,A,2021-5-22 11,2,7,20,2,75,0.4,34,57,1004.7,2.2,243.2
18280,A,2021-5-22 12,2,6,22,0,81,0.4,34.3,56,1004,2.2,226.2
18281,A,2021-5-22 13,2,5,9,5,72,0.4,35,53,1002.9,2.2,255.8
18282,A,2021-5-22 14,2,5,21,9,75,0.4,35.1,53,1002.2,2.2,269.3
18283,A,2021-5-22 15,2,6,24,5,79,0.4,34.9,54,1001.8,2.7,236.6
18284,A,2021-5-22 16,2,7,25,7,77,0.4,34.5,55,1001.5,2.7,248.9
18285,A,2021-5-22 17,2,9,30,7,72,0.4,33.9,58,1001.7,2.9,242.9
18286,A,2021-5-22 18,2,12,33,5,55,0.4,32.9,61,1002.2,2.5,242.7
18287,A,2021-5-22 19,2,9,24,7,40,0.3,32,63,1002.9,2.8,246.5
18288,A,2021-5-22 20,2,10,19,5,32,0.3,31.3,66,1003.9,2,257.5
18289,A,2021-5-22 21,1,11,29,0,28,0.3,30.7,71,1004.6,2.1,259.4
18290,A,2021-5-22 22,1,9,19,0,28,0.3,30.3,72,1005.3,1.3,328.5
18291,A,2021-5-22 23,1,9,5,2,30,0.3,30.1,73,1005.6,1.3,319.6
18292,A,2021-5-23 0,1,8,6,2,27,0.3,29.9,74,1005.8,1.2,345.3
18293,A,2021-5-23 1,1,8,16,0,25,0.3,29.7,76,1005.3,1.1,300.2
18294,A,2021-5-23 2,1,9,14,0,23,0.3,29.6,79,1004.9,0.9,23.1
18295,A,2021-5-23 3,1,8,10,0,26,0.3,29.6,78,1004.6,1.2,357.5
18296,A,2021-5-23 4,1,7,11,2,28,0.3,29.4,78,1004.6,0.9,21.9
18297,A,2021-5-23 5,1,9,7,2,26,0.4,29.3,78,1004.8,1,97.4
18298,A,2021-5-23 6,2,14,4,0,19,0.4,30,76,1005,0.9,77.1
18299,A,2021-5-23 7,2,22,22,2,15,0.4,30.4,75,1005.4,1.1,55.3
18300,A,2021-5-23 8,2,20,32,5,24,0.4,30.5,74,1005.9,1,87
18301,A,2021-5-23 9,2,16,17,7,40,0.4,31.8,68,1006.3,1.1,113.5
18302,A,2021-5-23 10,3,15,24,7,71,0.5,33.2,62,1006.2,0.9,178.3
18303,A,2021-5-23 11,3,13,24,7,106,0.4,33.5,60,1006,1.5,90.4
18304,A,2021-5-23 12,2,13,21,9,100,0.4,33.4,63,1005.6,2.1,82.1
18305,A,2021-5-23 13,2,8,29,9,90,0.4,33.9,61,1005.1,2.3,120.2
18306,A,2021-5-23 14,2,10,23,5,77,0.3,33.9,59,1004.4,2.5,100
18307,A,2021-5-23 15,1,9,27,2,68,0.3,33.7,60,1003.9,2.5,112.6
18308,A,2021-5-23 16,1,7,19,0,72,0.3,33.7,61,1003.6,2.5,119.8
18309,A,2021-5-23 17,1,10,30,0,65,0.4,33.3,63,1003.6,2.4,110.2
18310,A,2021-5-23 18,1,11,25,2,56,0.4,32.9,64,1004,1.7,90.3
18311,A,2021-5-23 19,1,14,18,2,37,0.4,32.1,64,1004.7,2.2,254.7
18312,A,2021-5-23 20,2,16,24,0,28,0.3,31.3,70,1005.7,2.2,245.7
18313,A,2021-5-23 21,2,13,23,2,28,0.3,30.8,71,1006.5,2,235.2
18314,A,2021-5-23 22,1,9,16,2,32,0.3,30.5,72,1007.2,2,240.4
18315,A,2021-5-23 23,1,9,13,2,30,0.3,30.2,74,1007.2,1.2,313.3
18316,A,2021-5-24 0,0,8,7,0,31,0.3,30.1,74,1007.1,1.6,263.8
18317,A,2021-5-24 1,0,8,13,0,29,0.3,29.8,76,1006.8,0.9,333.3
18318,A,2021-5-24 2,0,7,10,0,30,0.3,29.7,76,1006.3,1,41
18319,A,2021-5-24 3,1,9,7,2,28,0.3,29.5,76,1006.2,0.9,54.4
18320,A,2021-5-24 4,1,7,8,2,28,0.3,29.4,78,1006.5,0.8,63.3
18321,A,2021-5-24 5,0,7,10,0,29,0.3,29.3,79,1006.8,0.8,3.9
18322,A,2021-5-24 6,0,17,9,0,16,0.4,29.6,80,1007.3,0.5,306.2
18323,A,2021-5-24 7,0,16,17,5,22,0.5,30.1,77,1008.1,0.6,87.8
18324,A,2021-5-24 8,1,19,26,5,23,0.5,30.3,77,1008.7,1,32.8
18325,A,2021-5-24 9,2,20,22,7,30,0.5,31.4,71,1009,0.6,287.2
18326,A,2021-5-24 10,2,27,28,5,30,0.5,30.4,75,1009,1.3,96.7
18327,A,2021-5-24 11,1,26,35,7,43,0.5,29.7,79,1008.8,1.4,106.2
18328,A,2021-5-24 12,1,32,14,9,59,0.5,30.4,75,1008.5,1.5,43.3
18329,A,2021-5-24 13,0,18,16,9,57,0.4,28.9,76,1008.3,1.5,30.4
18330,A,2021-5-24 14,0,16,22,5,54,0.4,26.2,91,1007.4,0.8,41.8
18331,A,2021-5-24 15,0,30,30,0,32,0.6,27.3,90,1006.7,0.6,289.8
18332,A,2021-5-24 16,0,36,38,2,30,0.6,28.8,82,1006.4,0.9,260.6
18333,A,2021-5-24 17,3,48,45,14,28,0.7,30,79,1006.3,0.5,243.4
18334,A,2021-5-24 18,7,53,53,12,19,0.8,29.7,80,1006.6,0.4,279.2
18335,A,2021-5-24 19,8,58,45,14,5,0.9,28.9,84,1007.3,0.3,227.5
18336,A,2021-5-24 20,7,56,35,12,1,0.9,28.6,86,1007.8,0.4,12.9
18337,A,2021-5-24 21,7,59,33,19,2,0.8,28.4,85,1008.6,0.3,290
18338,A,2021-5-24 22,7,42,32,19,11,0.8,28.6,82,1009.2,0.2,275.4
18339,A,2021-5-24 23,7,41,31,12,3,0.8,28.5,85,1009.5,0.3,245.9
18340,A,2021-5-25 0,7,50,43,14,1,0.9,28.6,83,1009.3,0.6,245.9
18341,A,2021-5-25 1,8,47,50,22,3,0.8,28.6,82,1008.7,0.7,309.1
18342,A,2021-5-25 2,7,18,28,22,25,0.5,26.9,89,1008.3,0.8,316.7
18343,A,2021-5-25 3,6,23,22,9,10,0.5,26.6,94,1008.1,0.4,49.1
18344,A,2021-5-25 4,6,32,12,7,2,0.6,26.5,94,1008.3,0.7,58.4
18345,A,2021-5-25 5,6,38,12,5,5,0.6,26.5,93,1008.6,1.3,54.4
18346,A,2021-5-25 6,7,38,26,12,6,0.6,26.5,93,1009,1.1,56.6
18347,A,2021-5-25 7,7,39,9,9,5,0.7,26.6,91,1009.3,0.9,50.4
18348,A,2021-5-25 8,7,40,20,7,8,0.7,26.7,92,1009.8,1,52.3
18349,A,2021-5-25 9,8,30,16,9,25,0.5,26,89,1010.6,1.7,101.7
18350,A,2021-5-25 10,7,26,5,7,24,0.4,25.3,91,1010.1,1,53.8
18351,A,2021-5-25 11,7,33,2,2,18,0.5,26.1,89,1009.6,0.9,86.6
18352,A,2021-5-25 12,7,40,6,5,22,0.6,28.3,81,1008.9,0.5,259.2
18353,A,2021-5-25 13,8,30,29,7,66,0.5,30.5,71,1008,1.3,107.2
18354,A,2021-5-25 14,8,26,38,7,100,0.5,31.1,70,1007.4,1.5,95.1
18355,A,2021-5-25 15,8,26,50,17,124,0.5,31.5,71,1006.7,2.1,96.1
18356,A,2021-5-25 16,7,23,46,17,77,0.4,30.7,72,1006.2,1.8,101.8
18357,A,2021-5-25 17,7,32,20,5,61,0.5,30.4,72,1006.2,1.1,101.2
18358,A,2021-5-25 18,7,36,21,5,49,0.6,29.8,78,1006.3,0.9,61.7
18359,A,2021-5-25 19,6,63,32,14,9,0.6,29.1,82,1006.6,0.9,79.5
18360,A,2021-5-25 20,6,37,19,14,14,0.5,29.3,81,1007,1.3,82.7
18361,A,2021-5-25 21,6,40,18,5,7,0.5,29,84,1007.4,0.8,77.9
18362,A,2021-5-25 22,6,40,23,12,2,0.6,28.6,86,1008,0.7,66.6
18363,A,2021-5-25 23,6,37,24,7,3,0.5,28.4,86,1008.1,0.7,72.6
18364,A,2021-5-26 0,6,35,36,9,1,0.5,28,88,1007.9,0.6,85.7
18365,A,2021-5-26 1,6,32,32,9,3,0.5,28,89,1007.2,0.5,72
18366,A,2021-5-26 2,6,23,17,9,10,0.4,27.5,88,1006.9,0.9,18.8
18367,A,2021-5-26 3,6,11,5,7,21,0.4,26.6,88,1006.6,0.7,2.6
18368,A,2021-5-26 4,6,15,10,5,12,0.4,26.9,89,1006.7,0.5,56.4
18369,A,2021-5-26 5,6,29,17,5,0,0.5,26.8,92,1007,0.7,5.2
18370,A,2021-5-26 6,6,26,27,9,3,0.5,27,94,1007.7,0.6,47.7
18371,A,2021-5-26 7,6,28,23,14,3,0.7,28.1,92,1008.2,0.5,358.6
18372,A,2021-5-26 8,6,22,13,17,16,0.6,30.5,77,1008.6,0.9,223.7
18373,A,2021-5-26 9,7,22,43,9,28,0.6,30.4,77,1008.8,0.9,231.7
18374,A,2021-5-26 10,7,18,19,12,53,0.5,31,69,1008.9,1.7,95.1
18375,A,2021-5-26 11,6,16,33,5,90,0.5,31.1,70,1008.4,1.9,108.5
18376,A,2021-5-26 12,6,12,37,7,65,0.4,30.3,68,1008.3,1.6,254.4
18377,A,2021-5-26 13,6,11,16,2,58,0.4,30.4,70,1007.5,1.9,245.3
18378,A,2021-5-26 14,9,11,8,2,56,0.4,32.4,59,1006.8,1.8,233.2
18379,A,2021-5-26 15,8,10,16,2,76,0.4,33.3,58,1005.7,2.1,234.6
18380,A,2021-5-26 16,7,23,37,0,103,0.5,32.1,64,1005.2,2.1,114.2
18381,A,2021-5-26 17,7,35,45,12,78,0.5,31.5,68,1005.1,1.8,114.1
18382,A,2021-5-26 18,7,37,48,12,53,0.5,30.8,72,1005.4,1.2,107.5
18383,A,2021-5-26 19,6,18,23,12,30,0.4,30.9,72,1006,1.9,241.9
18384,A,2021-5-26 20,6,18,16,5,20,0.4,30.5,74,1006.5,1.9,245.1
18385,A,2021-5-26 21,6,22,14,0,14,0.5,30.1,76,1007.1,1.4,266.1
18386,A,2021-5-26 22,6,20,25,2,13,0.4,29.8,78,1007.8,1.5,247.8
18387,A,2021-5-26 23,6,15,16,2,16,0.4,29.6,79,1007.9,1.9,230.4
18388,A,2021-5-27 0,6,16,9,0,15,0.4,29.4,79,1007.6,1.3,230.8
18389,A,2021-5-27 1,7,19,7,0,12,0.5,29.1,78,1007.2,1.1,228.6
18390,A,2021-5-27 2,8,16,9,2,17,0.4,29,78,1006.8,1.1,225.6
18391,A,2021-5-27 3,8,21,10,2,9,0.4,28.6,79,1006.7,0.6,41.9
18392,A,2021-5-27 4,8,27,20,0,3,0.5,28.1,82,1007,0.5,350.7
18393,A,2021-5-27 5,7,26,20,2,3,0.5,27.9,83,1007.4,0.3,321.2
18394,A,2021-5-27 6,8,23,12,2,4,0.6,29,80,1007.8,0.4,124.6
18395,A,2021-5-27 7,10,21,23,5,13,0.5,30.6,73,1008.3,0.7,171.4
18396,A,2021-5-27 8,11,18,47,7,24,0.5,30.6,72,1008.5,1.3,242.7
18397,A,2021-5-27 9,10,16,16,5,40,0.5,31.9,66,1008.6,1.6,236.1
18398,A,2021-5-27 10,12,14,31,5,66,0.5,32.6,62,1008.5,1.7,239.6
18399,A,2021-5-27 11,10,12,25,7,86,0.4,33.4,60,1008.3,1.7,234.7
18400,A,2021-5-27 12,9,9,21,9,104,0.4,34.1,58,1007.8,1.5,231
18401,A,2021-5-27 13,8,10,35,7,99,0.4,34.6,57,1007,1.4,233.9
18402,A,2021-5-27 14,8,9,18,7,88,0.4,34.8,56,1006.3,2.2,245.8
18403,A,2021-5-27 15,8,10,26,7,76,0.4,34.8,57,1005.6,2.1,247.5
18404,A,2021-5-27 16,6,12,41,2,66,0.4,33,68,1005.5,1.6,222.6
18405,A,2021-5-27 17,6,16,18,7,50,0.4,33.8,63,1005.5,2,238.8
18406,A,2021-5-27 18,6,14,32,9,39,0.4,32.5,66,1006,2.4,236.7
18407,A,2021-5-27 19,6,15,19,7,26,0.4,31.5,68,1006.7,2.3,234.1
18408,A,2021-5-27 20,6,16,12,5,19,0.4,31.1,70,1007.1,1.9,237.6
18409,A,2021-5-27 21,6,18,13,2,15,0.4,30.8,70,1007.1,2.1,242.7
18410,A,2021-5-27 22,6,16,12,2,15,0.4,30.4,72,1007.6,1.9,230.8
18411,A,2021-5-27 23,6,16,14,5,15,0.4,30.1,74,1007.8,1.8,234
18412,A,2021-5-28 0,8,16,11,5,15,0.4,29.7,76,1007.5,1.3,249.1
18413,A,2021-5-28 1,9,15,22,5,16,0.4,29.5,77,1007.4,1.6,238.9
18414,A,2021-5-28 2,7,18,18,2,11,0.4,29.2,78,1007.2,1.1,252.6
18415,A,2021-5-28 3,6,22,17,0,8,0.4,28.9,80,1007.3,0.8,256
18416,A,2021-5-28 4,6,29,21,2,0,0.5,28.6,83,1007.6,0.6,272.4
18417,A,2021-5-28 5,5,27,20,5,1,0.5,28.4,84,1008.1,0.7,265
18418,A,2021-5-28 6,6,22,10,2,6,0.5,29.1,82,1008.9,0.7,258.4
18419,A,2021-5-28 7,6,16,31,0,14,0.4,30.4,75,1009.5,1.1,244.9
18420,A,2021-5-28 8,6,16,30,2,23,0.5,30.9,71,1009.6,1.8,237.5
18421,A,2021-5-28 9,6,13,23,2,39,0.5,32.2,67,1009.6,1.6,243
18422,A,2021-5-28 10,6,11,24,2,61,0.5,33.1,63,1009.4,1.5,256.9
18423,A,2021-5-28 11,7,10,21,2,81,0.4,34.1,59,1008.8,1.8,244.5
18424,A,2021-5-28 12,7,9,37,5,94,0.4,34.8,56,1007.8,2.2,235
18425,A,2021-5-28 13,6,9,32,7,92,0.4,34.8,57,1006.9,1.8,237.4
18426,A,2021-5-28 14,6,10,20,7,76,0.4,34.2,61,1006.1,2.8,232.7
18427,A,2021-5-28 15,7,8,11,5,71,0.4,34.7,58,1005.3,3,243.6
18428,A,2021-5-28 16,7,9,25,2,66,0.4,34.7,57,1004.6,2.8,232.5
18429,A,2021-5-28 17,6,12,31,7,60,0.4,34,61,1004.7,2.4,235.2
18430,A,2021-5-28 18,5,15,28,7,45,0.4,33.2,64,1005,2.5,246.5
18431,A,2021-5-28 19,6,18,20,7,27,0.4,32.3,64,1005.5,1.9,241.6
18432,A,2021-5-28 20,6,19,16,5,22,0.4,31.8,65,1006,1.5,249.7
18433,A,2021-5-28 21,6,18,19,5,21,0.4,31.3,68,1006.3,2,235.4
18434,A,2021-5-28 22,6,17,18,5,21,0.4,30.8,70,1006.6,2.2,228.4
18435,A,2021-5-28 23,8,17,14,2,21,0.4,30.5,71,1006.3,1.9,234.1
18436,A,2021-5-29 0,9,17,6,2,19,0.4,30.1,73,1006,1.8,244.9
18437,A,2021-5-29 1,7,14,0,2,22,0.4,29.8,76,1005.5,1.9,239.8
18438,A,2021-5-29 2,6,14,8,0,20,0.4,29.6,77,1005.1,1.6,239
18439,A,2021-5-29 3,6,14,6,0,20,0.4,29.4,78,1004.7,1.7,239.6
18440,A,2021-5-29 4,6,13,10,5,19,0.4,29.2,79,1004.8,1.6,243.2
18441,A,2021-5-29 5,6,13,17,5,18,0.4,29.1,79,1005.3,1.3,249.8
18442,A,2021-5-29 6,6,14,14,0,18,0.4,29.4,78,1005.8,1.2,241.1
18443,A,2021-5-29 7,6,10,16,0,25,0.4,30.1,75,1006.3,1.7,238.4
18444,A,2021-5-29 8,6,8,21,2,32,0.4,31,70,1006.3,2,230.3
18445,A,2021-5-29 9,6,10,31,2,39,0.4,31.6,69,1006.3,1.8,237.9
18446,A,2021-5-29 10,6,12,31,7,52,0.4,32.2,68,1006.3,1.8,236
18447,A,2021-5-29 11,6,9,23,5,82,0.4,33.4,62,1005.6,2.2,235.4
18448,A,2021-5-29 12,6,9,48,5,97,0.4,34,62,1004.6,1.8,147
18449,A,2021-5-29 13,6,8,37,7,94,0.4,33.9,63,1003.6,2.6,229.7
18450,A,2021-5-29 14,5,15,59,7,44,0.4,29.6,85,1003.5,1.6,239
18451,A,2021-5-29 15,5,28,16,5,18,0.5,29.4,83,1003.1,0.7,297.2
18452,A,2021-5-29 16,5,28,24,5,22,0.5,30.3,79,1003.4,1.4,260.1
18453,A,2021-5-29 17,5,23,28,7,25,0.4,30.8,74,1003.1,0.8,263.7
18454,A,2021-5-29 18,5,26,36,5,23,0.5,30.9,72,1003.5,1.1,240.9
18455,A,2021-5-29 19,6,20,31,2,24,0.5,30.7,72,1003.4,1,237.1
18456,A,2021-5-29 20,5,30,31,7,13,0.5,30.5,75,1003.7,0.9,253.3
18457,A,2021-5-29 21,6,28,33,14,13,0.5,30.4,76,1003.9,1.2,237
18458,A,2021-5-29 22,8,22,25,9,20,0.4,30.2,76,1004.3,1.4,237.2
18459,A,2021-5-29 23,7,23,21,7,16,0.5,29.9,78,1004.4,1.3,242.2
18460,A,2021-5-30 0,6,28,28,12,10,0.5,29.6,80,1004,1.1,261.1
18461,A,2021-5-30 1,5,29,36,7,9,0.5,29.2,82,1003.7,1.2,248.4
18462,A,2021-5-30 2,5,24,17,9,13,0.5,29,83,1003.2,1.2,259.2
18463,A,2021-5-30 3,5,24,28,7,12,0.5,28.7,85,1003.2,1,265.8
18464,A,2021-5-30 4,5,24,27,9,10,0.4,28.5,87,1003.2,0.7,268.7
18465,A,2021-5-30 5,5,23,24,12,11,0.5,28.4,88,1003.5,0.8,271.9
18466,A,2021-5-30 6,5,16,13,9,18,0.5,29,84,1003.8,1.4,239.8
18467,A,2021-5-30 7,6,16,22,5,22,0.5,29.9,80,1004,1.6,240
18468,A,2021-5-30 8,6,12,27,7,33,0.4,30.7,76,1004.2,2,239.2
18469,A,2021-5-30 9,6,12,37,7,44,0.5,31.8,71,1004.4,2,231.4
18470,A,2021-5-30 10,6,8,31,9,60,0.4,32.9,66,1004.2,2.4,237.5
18471,A,2021-5-30 11,6,7,26,9,67,0.4,33.9,61,1003.6,2.3,242
18472,A,2021-5-30 12,6,5,33,12,72,0.4,34.6,58,1002.9,2.6,242.4
18473,A,2021-5-30 13,6,5,17,9,77,0.4,35.5,55,1001.9,2.6,240.9
18474,A,2021-5-30 14,6,5,29,7,85,0.4,35.6,55,1001.1,2,251.4
18475,A,2021-5-30 15,5,6,27,5,89,0.4,35.9,54,1000.7,1.7,255.6
18476,A,2021-5-30 16,5,9,38,5,89,0.4,35.2,57,1000.1,1.5,263.3
18477,A,2021-5-30 17,5,16,39,9,70,0.5,34.1,65,999.9,1.7,251.3
18478,A,2021-5-30 18,5,17,41,12,55,0.5,33.2,68,1000.3,2.2,230.7
18479,A,2021-5-30 19,5,21,46,12,39,0.5,32.6,70,1001,1.7,233.8
18480,A,2021-5-30 20,5,20,39,12,31,0.5,31.9,73,1001.3,1.4,271.8
18481,A,2021-5-30 21,6,18,36,9,31,0.5,31.3,75,1001.5,1.8,247.4
18482,A,2021-5-30 22,5,17,28,12,35,0.5,31.2,75,1001.7,1.3,234.1
18483,A,2021-5-30 23,5,17,29,9,37,0.4,31,75,1002,0.8,239.2
18484,A,2021-5-31 0,7,16,38,12,40,0.4,30.8,75,1001.5,1.2,232.5
18485,A,2021-5-31 1,7,15,30,27,40,0.4,30.6,75,1001.1,1.3,235.7
18486,A,2021-5-31 2,6,16,28,12,35,0.5,30.3,77,1000.7,1.6,232
18487,A,2021-5-31 3,6,17,31,9,32,0.4,30.1,79,1000.8,1.5,239.2
18488,A,2021-5-31 4,8,17,21,7,34,0.5,30,80,1000.8,1.9,236.5
18489,A,2021-5-31 5,7,16,23,7,33,0.5,29.8,80,1000.6,1.8,232
18490,A,2021-5-31 6,6,16,26,12,33,0.5,29.8,81,1001.1,1.9,233.3
18491,A,2021-5-31 7,6,18,28,9,33,0.5,30.2,79,1001.8,1.7,235.5
18492,A,2021-5-31 8,6,22,33,12,36,0.6,30.6,77,1002.3,2,232.8
18493,A,2021-5-31 9,6,18,34,12,54,0.6,31.4,72,1002.5,2.1,232.5
18494,A,2021-5-31 10,5,14,34,10,71,0.5,32.3,67,1002.5,2.2,230.3
18495,A,2021-5-31 11,4,16,34,9,83,0.4,33,63,1002.1,2.2,233.2
18496,A,2021-5-31 12,4,13,35,7,95,0.5,34,60,1001.6,2.4,232.2
18497,A,2021-5-31 13,4,10,35,9,109,0.5,34.2,61,1000.8,1.6,235.2
18498,A,2021-5-31 14,4,10,35,17,94,0.5,34.2,62,1000.1,2,260.4
18499,A,2021-5-31 15,3,11,34,12,82,0.5,33.5,66,999.5,1.4,259.9
18500,A,2021-5-31 16,3,13,45,12,62,0.5,30.1,79,1000,1.9,309.5
