,place,1,2,3,4,5,6,7,8,9,10,11,12
12247,A,2020-9-11 14,5,23,43,8,50,0.5,30.4,75,1005,2,110.8
12248,A,2020-9-11 15,6,33,14,6,31,0.6,29.9,78,1004.9,1.9,111.7
12249,A,2020-9-11 16,6,36,26,11,41,0.6,30.5,76,1004.8,1.6,112.4
12250,A,2020-9-11 17,6,32,35,12,49,0.6,30.6,77,1004.8,1.8,111.5
12251,A,2020-9-11 18,5,34,40,13,38,0.6,30.2,80,1005,1.1,100.3
12252,A,2020-9-11 19,6,42,33,13,21,0.7,30.2,80,1006,1.1,100.6
12253,A,2020-9-11 20,6,38,30,11,15,0.7,30.2,78,1006.9,0.8,55.7
12254,A,2020-9-11 21,7,32,21,10,13,0.7,30.2,76,1007.4,1,73.7
12255,A,2020-9-11 22,8,29,35,9,11,0.8,29.9,78,1007.7,1,317.2
12256,A,2020-9-11 23,8,28,18,9,8,0.7,29.6,80,1008.2,0.9,257.2
12257,A,2020-9-12 0,9,28,20,9,6,0.6,29.7,79,1008.1,1.2,236.9
12258,A,2020-9-12 1,16,32,23,10,1,0.6,29.5,80,1008.2,1.1,244.7
12259,A,2020-9-12 2,11,28,26,12,3,0.5,29.3,82,1008.2,0.8,267.7
12260,A,2020-9-12 3,10,25,17,8,17,0.5,28.7,81,1008.2,1,296.2
12261,A,2020-9-12 4,7,24,26,8,28,0.5,27.3,87,1008.4,1.2,331.7
12262,A,2020-9-12 5,6,28,12,6,18,0.5,26.8,90,1008.7,0.7,2
12263,A,2020-9-12 6,5,37,16,5,4,0.6,26.9,92,1009.2,0.8,342.6
12264,A,2020-9-12 7,5,38,23,8,4,0.6,27.1,92,1009.9,1.3,39.8
12265,A,2020-9-12 8,5,30,14,10,22,0.6,28,84,1010.1,1.4,21.9
12266,A,2020-9-12 9,5,21,14,9,46,0.5,29.1,76,1010.1,1.5,34.8
12267,A,2020-9-12 10,5,31,41,6,49,0.5,29.8,75,1010,0.9,43.8
12268,A,2020-9-12 11,5,28,28,8,70,0.5,30.7,72,1009.6,1.4,44.6
12269,A,2020-9-12 12,5,25,46,10,106,0.6,31.3,69,1009.2,1.2,18
12270,A,2020-9-12 13,5,20,38,12,151,0.6,32.3,65,1008.6,1.5,341.7
12271,A,2020-9-12 14,6,16,40,20,185,0.6,32.8,62,1007.9,1.6,350.9
12272,A,2020-9-12 15,5,16,49,19,197,0.5,33.1,60,1007.4,1.5,341.7
12273,A,2020-9-12 16,6,16,50,25,188,0.5,33.4,59,1007.6,1.5,325.7
12274,A,2020-9-12 17,5,20,49,27,138,0.6,30.8,69,1008.6,2.7,240
12275,A,2020-9-12 18,5,21,27,18,103,0.6,27.6,82,1009.3,2.8,242
12276,A,2020-9-12 19,5,32,3,13,74,0.6,27.1,84,1010.2,1.3,99.7
12277,A,2020-9-12 20,5,49,16,17,41,0.6,26.6,90,1010.8,1.2,66.9
12278,A,2020-9-12 21,5,47,12,15,40,0.6,25.6,92,1011.3,1.5,73
12279,A,2020-9-12 22,5,45,12,10,33,0.5,25.2,93,1011.5,1.5,68.5
12280,A,2020-9-12 23,5,46,8,6,25,0.6,25.5,95,1011.3,0.8,59.3
12281,A,2020-9-13 0,5,38,12,6,23,0.6,25.8,95,1010.8,0.6,90.2
12282,A,2020-9-13 1,5,45,13,8,20,0.6,25.8,94,1010.4,0.7,35.6
12283,A,2020-9-13 2,5,38,18,13,20,0.6,25.8,94,1010,0.7,71
12284,A,2020-9-13 3,6,42,27,13,11,0.7,26,93,1009.7,1,40.1
12285,A,2020-9-13 4,7,55,32,20,1,0.7,26,94,1009.6,0.8,40.2
12286,A,2020-9-13 5,6,54,35,24,0,0.7,26,93,1009.6,0.4,6.2
12287,A,2020-9-13 6,6,52,33,26,1,0.8,26,93,1010,0.5,80.7
12288,A,2020-9-13 7,7,47,35,24,9,0.8,27.2,88,1010.4,0.4,8.1
12289,A,2020-9-13 8,7,40,26,27,24,0.7,28.8,79,1010.7,1,352.2
12290,A,2020-9-13 9,8,30,41,18,52,0.7,29.3,74,1011,1,16.7
12291,A,2020-9-13 10,7,29,34,16,65,0.7,30,72,1011.2,1.2,7.1
12292,A,2020-9-13 11,6,32,40,17,82,0.7,30.5,70,1010.9,1.8,79.9
12293,A,2020-9-13 12,8,21,42,20,148,0.6,30.9,67,1010.1,2,117.1
12294,A,2020-9-13 13,8,15,44,30,205,0.6,31.7,63,1009,2,111.3
12295,A,2020-9-13 14,7,13,41,24,203,0.6,32.4,60,1007.9,1.3,44.3
12296,A,2020-9-13 15,6,16,49,24,224,0.6,33,59,1007.5,1,37.7
12297,A,2020-9-13 16,6,17,52,28,212,0.6,32.3,62,1007.3,1.2,58
12298,A,2020-9-13 17,6,30,55,33,99,0.8,29.8,76,1007.8,1.8,360
12299,A,2020-9-13 18,5,34,32,25,84,0.8,28.1,83,1008.4,2,62.3
12300,A,2020-9-13 19,5,30,16,21,89,0.7,27.3,87,1009.4,1,75.7
12301,A,2020-9-13 20,5,47,20,20,67,0.8,27.4,87,1009.8,1.1,63.9
12302,A,2020-9-13 21,5,42,33,24,66,0.7,27.8,85,1010.7,1,44.5
12303,A,2020-9-13 22,5,28,23,17,84,0.6,27,87,1011,1.6,64.7
12304,A,2020-9-13 23,5,20,10,12,82,0.5,26,93,1010.7,1.1,40.3
12305,A,2020-9-14 0,5,16,9,9,72,0.6,26.1,94,1010.2,0.6,35.5
12306,A,2020-9-14 1,5,14,15,8,59,0.6,26.5,94,1009.6,0.4,283.4
12307,A,2020-9-14 2,5,20,22,9,53,0.6,26.6,94,1009.1,0.8,246.4
12308,A,2020-9-14 3,5,14,18,14,65,0.6,26.4,92,1008.6,0.8,274.9
12309,A,2020-9-14 4,5,15,11,8,52,0.6,26.5,91,1008.6,0.4,290.5
12310,A,2020-9-14 5,5,32,19,8,27,0.7,26.6,92,1008.4,0.4,30
12311,A,2020-9-14 6,5,44,30,13,9,0.8,27,92,1008.7,0.9,46.8
12312,A,2020-9-14 7,6,44,35,19,7,0.8,27.2,90,1009.3,1.1,48.9
12313,A,2020-9-14 8,6,46,36,18,12,0.8,27.1,91,1010,0.9,76.4
12314,A,2020-9-14 9,6,38,31,18,22,0.8,27.5,91,1010,0.9,34.8
12315,A,2020-9-14 10,7,34,45,36,58,0.7,28.6,81,1009.8,1.4,65.3
12316,A,2020-9-14 11,7,27,37,18,93,0.6,29.7,75,1009.5,1.1,50.2
12317,A,2020-9-14 12,6,20,54,20,142,0.7,30.7,71,1008.6,0.9,32.4
12318,A,2020-9-14 13,6,22,58,21,145,0.7,30.9,71,1007.8,0.8,17.2
12319,A,2020-9-14 14,6,17,34,26,125,0.7,29.7,75,1007.1,1.9,263.5
12320,A,2020-9-14 15,6,17,24,16,97,0.6,27.7,82,1006.6,1.4,281.9
12321,A,2020-9-14 16,5,30,10,8,90,0.7,28.7,80,1006.6,1.2,45.6
12322,A,2020-9-14 17,5,42,50,17,82,0.8,26.9,92,1006.8,0.9,215.8
12323,A,2020-9-14 18,5,59,26,18,53,1,26.9,94,1007.2,0.6,280.8
12324,A,2020-9-14 19,5,39,32,26,72,0.9,26.7,94,1007.9,1,256.4
12325,A,2020-9-14 20,5,37,33,31,65,0.9,26.8,94,1008.6,0.8,236.7
12326,A,2020-9-14 21,5,24,20,27,68,0.7,26.1,95,1009.1,1.1,20.3
12327,A,2020-9-14 22,5,25,7,15,53,0.7,26.1,95,1009.1,0.9,16.2
12328,A,2020-9-14 23,5,40,18,11,26,0.7,26.2,95,1008.9,0.8,56.7
12329,A,2020-9-15 0,5,53,11,10,8,0.7,26.2,95,1008.6,0.7,52.5
12330,A,2020-9-15 1,6,56,23,14,3,0.7,26.5,94,1008.1,0.7,28.2
12331,A,2020-9-15 2,6,60,31,19,0,0.8,26.6,94,1007.4,0.6,54.5
12332,A,2020-9-15 3,6,59,36,18,0,0.8,26.7,94,1007.3,0.8,42.4
12333,A,2020-9-15 4,6,55,51,23,0,0.8,26.6,94,1007.1,0.7,63.8
12334,A,2020-9-15 5,6,55,39,29,0,0.8,26.6,94,1007.2,1.1,40.1
12335,A,2020-9-15 6,7,48,41,22,2,0.8,26.6,94,1007.4,1.2,48.2
12336,A,2020-9-15 7,8,44,32,28,8,0.8,26.9,92,1007.6,1.5,66.6
12337,A,2020-9-15 8,9,48,34,25,10,0.8,27.5,88,1008,1,65.7
12338,A,2020-9-15 9,6,49,35,18,19,0.8,27.2,91,1008.4,0.9,89.1
12339,A,2020-9-15 10,6,40,26,21,39,0.8,28.2,86,1008.5,0.6,34.8
12340,A,2020-9-15 11,6,44,46,26,42,0.8,27.6,90,1008.3,0.8,254.5
12341,A,2020-9-15 12,5,38,43,25,41,0.8,27.4,93,1007.5,0.7,262.8
12342,A,2020-9-15 13,5,44,25,20,30,0.8,27.4,92,1006.7,0.6,38.8
12343,A,2020-9-15 14,5,49,25,19,11,0.7,26.9,94,1006.6,1.4,56.4
12344,A,2020-9-15 15,5,48,15,9,4,0.6,26.6,95,1006.3,1,64.3
12345,A,2020-9-15 16,5,50,12,9,3,0.6,26.4,95,1005.8,1,57.6
12346,A,2020-9-15 17,5,56,17,7,2,0.8,26.6,96,1005.7,1.2,64.7
12347,A,2020-9-15 18,5,55,22,10,0,0.7,26.5,96,1005.9,1.2,62.6
12348,A,2020-9-15 19,7,50,28,11,0,0.8,26.4,96,1006.1,0.9,62.6
12349,A,2020-9-15 20,9,46,32,14,0,0.9,26.4,96,1007,1.3,59.7
12350,A,2020-9-15 21,10,45,41,17,0,0.9,26.4,96,1007.7,1.4,64.3
12351,A,2020-9-15 22,9,44,29,15,0,0.9,26.1,96,1007.9,1,49
12352,A,2020-9-15 23,7,43,33,15,0,0.8,26.1,96,1007.6,0.8,29.4
12353,A,2020-9-16 0,7,40,23,14,0,0.9,26.2,96,1007.2,0.7,43.9
12354,A,2020-9-16 1,6,38,31,14,0,0.8,26.1,97,1007,0.5,56.4
12355,A,2020-9-16 2,7,37,35,12,0,0.8,26.2,96,1006.6,0.8,30.1
12356,A,2020-9-16 3,8,38,31,19,0,0.8,26.2,96,1006.4,0.9,37.8
12357,A,2020-9-16 4,10,36,37,13,0,0.9,26.3,95,1006.1,1,36.3
12358,A,2020-9-16 5,10,34,41,18,0,0.9,26.3,96,1006.2,1,32
12359,A,2020-9-16 6,12,32,45,23,0,0.9,26.3,96,1006.6,1,25.6
12360,A,2020-9-16 7,13,34,41,17,3,0.9,26.8,94,1007,1.3,45.2
12361,A,2020-9-16 8,14,44,38,19,10,0.8,28,89,1007.4,1.5,62.2
12362,A,2020-9-16 9,10,40,41,25,14,0.7,29,84,1007.6,1.6,55
12363,A,2020-9-16 10,9,34,31,18,29,0.6,30.2,79,1007.6,1.8,75.9
12364,A,2020-9-16 11,9,22,23,15,41,0.5,31.5,72,1007.3,2.1,95.8
12365,A,2020-9-16 12,9,21,28,9,32,0.5,31.2,73,1006.7,1.5,242.5
12366,A,2020-9-16 13,13,22,65,6,55,0.5,31.8,73,1005.9,1.2,256.1
12367,A,2020-9-16 14,14,22,42,8,74,0.6,31.9,72,1005.4,1.6,257.7
12368,A,2020-9-16 15,10,20,29,9,99,0.6,32.8,69,1004.7,1,251
12369,A,2020-9-16 16,8,16,42,11,69,0.5,31.9,70,1004.5,1.4,127.2
12370,A,2020-9-16 17,6,16,7,8,31,0.5,31.6,66,1004.7,1.5,107.4
12371,A,2020-9-16 18,6,27,13,4,17,0.6,30.9,71,1005,0.8,52.9
12372,A,2020-9-16 19,5,31,18,6,7,0.7,30.1,75,1005.6,0.5,262.3
12373,A,2020-9-16 20,6,42,42,11,0,1,29.1,82,1006,0.3,301.2
12374,A,2020-9-16 21,6,38,43,18,0,0.9,29.1,83,1006.5,0.5,58.4
12375,A,2020-9-16 22,7,38,32,11,0,0.7,29.1,81,1006.6,0.9,82.2
12376,A,2020-9-16 23,6,33,27,11,0,0.6,28.9,77,1006.6,0.8,79.9
12377,A,2020-9-17 0,7,32,31,7,0,0.6,28.6,78,1006.4,0.6,42.8
12378,A,2020-9-17 1,6,28,28,5,0,0.6,28.4,81,1006.4,0.5,24.8
12379,A,2020-9-17 2,6,30,31,3,0,0.6,28.1,83,1006.3,0.8,52.1
12380,A,2020-9-17 3,6,30,35,6,0,0.6,27.9,84,1005.8,0.9,65.6
12381,A,2020-9-17 4,6,31,28,7,0,0.6,27.5,87,1005.5,0.9,38
12382,A,2020-9-17 5,8,30,43,9,0,0.7,27.4,87,1005.1,1.4,32.3
12383,A,2020-9-17 6,10,27,35,13,0,0.7,27.5,86,1005.5,1.2,60
12384,A,2020-9-17 7,9,22,30,11,3,0.7,27.1,87,1005.8,1.7,56.6
12385,A,2020-9-17 8,10,22,15,7,7,0.7,28.4,81,1006,1.8,34.3
12386,A,2020-9-17 9,10,28,35,10,26,0.6,29.8,74,1006.4,2.2,53.4
12387,A,2020-9-17 10,8,28,40,8,36,0.5,30.5,71,1006.8,2.3,57.2
12388,A,2020-9-17 11,7,23,37,5,72,0.5,31.1,70,1006.3,2.2,63.6
12389,A,2020-9-17 12,6,22,28,8,94,0.5,31,72,1005.4,1.8,74.4
12390,A,2020-9-17 13,6,20,28,13,101,0.5,31.4,73,1004.8,1.1,89.1
12391,A,2020-9-17 14,6,20,35,10,101,0.5,32.3,67,1003.9,2.2,78.1
12392,A,2020-9-17 15,6,23,40,12,97,0.5,32,68,1003.5,2.2,105.5
12393,A,2020-9-17 16,6,17,30,13,58,0.4,32.4,66,1003.1,1.8,93.2
12394,A,2020-9-17 17,6,19,34,8,49,0.4,30.7,74,1003.4,2,112.2
12395,A,2020-9-17 18,4,26,26,8,5,0.5,28.2,87,1004,1,85.1
12396,A,2020-9-17 19,5,29,10,6,1,0.5,28.7,86,1005.1,1.3,84.7
12397,A,2020-9-17 20,5,21,10,6,5,0.5,28.3,86,1006.3,2.2,93.5
12398,A,2020-9-17 21,5,24,13,5,0,0.5,27.4,92,1006.8,0.8,44.8
12399,A,2020-9-17 22,5,25,14,2,0,0.6,27.6,94,1007.2,0.7,69.6
12400,A,2020-9-17 23,5,26,23,10,0,0.7,27.8,93,1007.2,0.7,42.9
12401,A,2020-9-18 0,6,27,33,8,0,0.7,28,92,1007.1,0.8,67.4
12402,A,2020-9-18 1,6,26,42,10,0,0.7,28,91,1006.9,1,64.8
12403,A,2020-9-18 2,6,24,39,9,0,0.6,27.8,92,1006.3,1,44.8
12404,A,2020-9-18 3,7,24,25,11,0,0.6,27.8,90,1006,1.2,53.7
12405,A,2020-9-18 4,6,22,23,6,1,0.5,27.1,92,1006.1,1.6,58.1
12406,A,2020-9-18 5,6,23,15,1,0,0.5,27.2,91,1006.4,1.5,53.2
12407,A,2020-9-18 6,6,22,20,4,2,0.5,26.9,92,1007.1,1.8,58.2
12408,A,2020-9-18 7,6,20,15,6,6,0.6,27.3,91,1007.8,1.8,55.6
12409,A,2020-9-18 8,6,18,10,4,13,0.6,28.2,86,1008.2,2.3,52.9
12410,A,2020-9-18 9,7,20,21,5,20,0.6,29,81,1008.2,2.7,53.1
12411,A,2020-9-18 10,7,28,35,10,32,0.6,29.5,80,1008.3,2.6,62.3
12412,A,2020-9-18 11,6,23,22,7,68,0.5,30.6,75,1008,2.8,62.9
12413,A,2020-9-18 12,6,25,38,9,93,0.5,30.6,75,1007.2,2.6,64.6
12414,A,2020-9-18 13,5,18,36,18,34,0.4,25.9,94,1007,1.6,85.9
12415,A,2020-9-18 14,5,38,7,0,4,0.6,26.2,98,1006.3,0.9,24.9
12416,A,2020-9-18 15,5,42,17,1,3,0.6,26.8,96,1006.2,0.9,41.4
12417,A,2020-9-18 16,5,38,7,6,1,0.6,27.5,90,1006.8,0.8,45.1
12418,A,2020-9-18 17,5,40,26,9,0,0.7,27.4,92,1007.2,1.1,57.2
12419,A,2020-9-18 18,5,40,23,9,0,0.7,27.2,94,1007.4,0.9,24.9
12420,A,2020-9-18 19,5,44,21,10,0,0.7,27.1,93,1007.9,0.8,37.5
12421,A,2020-9-18 20,5,48,24,13,0,0.7,27.4,92,1008.6,1,32.3
12422,A,2020-9-18 21,5,43,31,11,0,0.7,27.4,93,1009.4,1.4,50.4
12423,A,2020-9-18 22,5,38,20,10,0,0.6,27.1,95,1009.6,0.9,72.6
12424,A,2020-9-18 23,5,31,18,8,4,0.5,26.9,95,1009.6,1.4,92.3
12425,A,2020-9-19 0,4,27,5,4,7,0.5,26.9,93,1009.5,1.2,74.5
12426,A,2020-9-19 1,5,32,9,0,1,0.5,26.7,93,1008.8,1.4,65.8
12427,A,2020-9-19 2,5,30,13,0,1,0.5,26.6,94,1008.6,1.3,60.6
12428,A,2020-9-19 3,5,29,21,4,2,0.5,26.5,94,1008.5,1.8,72.7
12429,A,2020-9-19 4,4,28,13,6,2,0.5,26.3,95,1008.3,1.5,61.8
12430,A,2020-9-19 5,5,27,19,4,1,0.5,26.3,95,1008.8,1.7,60.8
12431,A,2020-9-19 6,5,25,13,8,2,0.5,26.3,95,1009.2,1.5,57.5
12432,A,2020-9-19 7,5,24,18,7,4,0.6,26.3,95,1009.8,1.6,52.3
12433,A,2020-9-19 8,5,25,21,7,5,0.6,26.6,94,1010.5,1.7,57.7
12434,A,2020-9-19 9,5,29,20,9,9,0.6,27.4,91,1010.8,1.8,62.1
12435,A,2020-9-19 10,5,30,16,10,20,0.6,28.4,88,1011,1.4,60.1
12436,A,2020-9-19 11,5,29,29,7,44,0.5,29.8,81,1010.3,2.2,83.2
12437,A,2020-9-19 12,5,15,38,13,43,0.5,30.6,76,1009.8,1.5,105.6
12438,A,2020-9-19 13,5,6,25,7,46,0.4,29.6,78,1009.6,2.1,245.5
12439,A,2020-9-19 14,5,16,9,2,24,0.5,26.7,88,1009.4,1.2,226.6
12440,A,2020-9-19 15,4,24,6,2,16,0.5,26.4,93,1008.9,0.9,52.3
12441,A,2020-9-19 16,4,29,11,3,10,0.5,26.6,92,1009.3,1,29.3
12442,A,2020-9-19 17,4,30,14,1,10,0.5,26.4,92,1009.6,1.2,109.3
12443,A,2020-9-19 18,5,37,22,2,1,0.7,26.8,94,1010.2,0.8,99.5
12444,A,2020-9-19 19,5,37,24,8,0,0.7,26.8,94,1010.3,0.6,74.6
12445,A,2020-9-19 20,5,34,24,9,1,0.7,26.7,94,1010.9,0.8,89
12446,A,2020-9-19 21,5,35,27,12,0,0.7,26.7,94,1011.6,0.9,75.8
12447,A,2020-9-19 22,5,36,20,9,0,0.7,26.7,95,1011.6,1,74.4
12448,A,2020-9-19 23,5,33,20,5,0,0.6,26.5,96,1011.1,0.9,70
12449,A,2020-9-20 0,5,34,24,2,0,0.7,26.4,96,1010.8,0.8,67.5
12450,A,2020-9-20 1,5,35,27,8,0,0.8,26.2,97,1010,0.7,45.9
12451,A,2020-9-20 2,6,33,41,10,0,0.8,26.1,96,1009.6,0.7,54.9
12452,A,2020-9-20 3,6,30,44,15,0,0.7,26,96,1009.5,0.6,37.6
12453,A,2020-9-20 4,6,29,32,12,0,0.7,26.1,96,1009.5,0.9,59
12454,A,2020-9-20 5,7,28,36,9,0,0.7,26,96,1009.9,1.1,59.3
12455,A,2020-9-20 6,7,27,27,10,0,0.7,25.9,96,1010.4,1.1,59
12456,A,2020-9-20 7,9,28,27,10,4,0.7,26.7,92,1010.9,1.2,53.5
12457,A,2020-9-20 8,11,31,26,11,18,0.6,28.2,84,1011.3,1.4,71
12458,A,2020-9-20 9,9,33,42,13,29,0.6,29.2,79,1011.6,1.2,58.9
12459,A,2020-9-20 10,8,31,38,20,39,0.5,29.8,77,1011.5,1.1,58.1
12460,A,2020-9-20 11,7,28,32,15,79,0.6,30.5,73,1010.9,1.1,33.9
12461,A,2020-9-20 12,6,13,39,19,103,0.5,31.2,68,1010,1,52
12462,A,2020-9-20 13,6,9,16,11,110,0.5,31.6,66,1009,1.1,102.7
12463,A,2020-9-20 14,6,11,27,8,106,0.5,31.2,69,1008.3,1.9,100.8
12464,A,2020-9-20 15,6,10,20,12,93,0.5,31.5,67,1007.6,1.5,101.7
12465,A,2020-9-20 16,6,8,18,9,78,0.4,31.7,66,1007.8,1.2,100.6
12466,A,2020-9-20 17,5,12,24,5,77,0.5,31,72,1007.6,1.2,89.1
12467,A,2020-9-20 18,6,18,12,5,53,0.5,30.1,74,1008.2,1,81.4
12468,A,2020-9-20 19,6,23,17,6,44,0.6,29.8,76,1009,0.9,29.3
12469,A,2020-9-20 20,6,21,22,9,23,0.6,29.6,76,1009.5,1.1,263.7
12470,A,2020-9-20 21,6,25,22,8,16,0.6,29.1,80,1010,0.9,75.4
12471,A,2020-9-20 22,6,32,24,4,11,0.6,28.6,83,1010.1,0.7,8.8
12472,A,2020-9-20 23,5,21,16,8,25,0.5,28.4,82,1009.9,0.8,56.3
12473,A,2020-9-21 0,5,22,11,6,25,0.5,28.1,86,1009.7,0.5,41.1
12474,A,2020-9-21 1,5,22,16,3,19,0.6,27.8,89,1009.1,0.4,72.9
12475,A,2020-9-21 2,5,28,25,4,14,0.6,27.6,90,1008.7,0.5,74.9
12476,A,2020-9-21 3,5,28,21,7,12,0.5,27.6,90,1008.7,0.4,345.5
12477,A,2020-9-21 4,5,31,18,8,4,0.6,27.6,91,1008.8,0.3,46.3
12478,A,2020-9-21 5,6,42,28,7,0,0.6,27.7,90,1008.9,0.6,69
12479,A,2020-9-21 6,6,42,32,13,1,0.7,27.5,90,1009.1,0.8,51.1
12480,A,2020-9-21 7,7,38,34,14,6,0.8,28.2,86,1009.5,1.4,59.9
12481,A,2020-9-21 8,7,35,33,15,15,0.7,29.5,80,1009.8,1.3,72.2
12482,A,2020-9-21 9,7,29,34,9,31,0.6,30.2,74,1010.1,1.4,78.6
12483,A,2020-9-21 10,6,24,37,7,44,0.5,30.8,71,1009.9,1.3,49.2
12484,A,2020-9-21 11,6,19,27,16,56,0.5,31.5,68,1009.5,2,107.7
12485,A,2020-9-21 12,6,18,27,7,69,0.5,31.4,69,1008.8,1.8,114.6
12486,A,2020-9-21 13,6,10,21,7,60,0.4,31.6,66,1008,1.8,241.6
12487,A,2020-9-21 14,5,7,9,4,71,0.4,32.3,63,1007.3,1.9,83.2
12488,A,2020-9-21 15,6,9,19,2,67,0.4,31.6,66,1006.8,2,113.9
12489,A,2020-9-21 16,5,11,21,2,60,0.4,31.1,71,1006.8,1.9,104.1
12490,A,2020-9-21 17,5,19,24,3,50,0.5,30.2,76,1007,1.6,90.6
12491,A,2020-9-21 18,6,18,15,4,43,0.5,29.6,77,1007.2,2,97.4
12492,A,2020-9-21 19,5,24,12,3,40,0.5,29.1,81,1008.1,2,122
12493,A,2020-9-21 20,6,30,19,6,38,0.5,28.8,82,1008.9,2.2,115
12494,A,2020-9-21 21,6,29,19,10,34,0.5,28.6,83,1009.4,1.3,82.6
12495,A,2020-9-21 22,5,27,19,7,34,0.5,28.4,84,1009.6,1.5,107.9
12496,A,2020-9-21 23,5,26,20,6,32,0.5,28.2,86,1009.6,0.9,74.3
12497,A,2020-9-22 0,6,27,17,9,30,0.5,28,86,1009.3,0.9,92.2
12498,A,2020-9-22 1,6,26,16,5,31,0.5,27.8,85,1009,1,88.3
12499,A,2020-9-22 2,6,32,15,3,27,0.5,27.8,84,1008.8,1.5,118.3
12500,A,2020-9-22 3,5,27,18,6,36,0.5,27.6,84,1008.5,1.3,113.8
12501,A,2020-9-22 4,6,14,21,5,60,0.5,27.5,85,1008.4,1.3,113
12502,A,2020-9-22 5,5,14,17,7,57,0.5,27.4,86,1008.7,0.7,23.2
12503,A,2020-9-22 6,5,18,21,6,46,0.6,27.2,88,1008.8,0.5,18.6
12504,A,2020-9-22 7,5,21,15,7,48,0.6,28.2,84,1009.1,0.9,102.5
12505,A,2020-9-22 8,6,29,32,7,49,0.7,28.9,80,1009.5,1.4,119.1
12506,A,2020-9-22 9,6,32,39,18,48,0.6,29.4,78,1009.6,1.5,108.1
12507,A,2020-9-22 10,6,23,34,13,70,0.6,30,74,1009.5,1.8,114
12508,A,2020-9-22 11,6,17,31,13,82,0.5,30.7,70,1009.1,1.7,112.9
12509,A,2020-9-22 12,6,21,41,12,78,0.6,30.3,73,1008.5,1.6,188.1
12510,A,2020-9-22 13,6,14,22,14,98,0.6,30.9,70,1007.9,1.3,119.3
12511,A,2020-9-22 14,6,9,19,12,118,0.5,32.1,64,1006.8,1.4,215.7
12512,A,2020-9-22 15,6,9,51,10,114,0.5,31.5,67,1006.2,1.8,110.5
12513,A,2020-9-22 16,6,12,35,12,101,0.5,31.2,69,1006.6,1.6,221.6
12514,A,2020-9-22 17,7,25,30,13,77,0.7,30.1,76,1006.6,1.2,253.1
12515,A,2020-9-22 18,6,29,31,14,71,0.7,29.8,76,1006.8,1,66.4
12516,A,2020-9-22 19,6,19,34,17,72,0.6,29.4,78,1007.4,1,57.4
12517,A,2020-9-22 20,6,20,37,16,65,0.6,29.1,78,1007.8,1,67.6
12518,A,2020-9-22 21,6,18,31,19,65,0.6,28.8,78,1008.4,1.2,86.9
12519,A,2020-9-22 22,6,14,29,11,68,0.5,28.6,79,1008.3,1.3,85.8
12520,A,2020-9-22 23,6,16,27,11,58,0.5,28.2,82,1008.4,1,50
12521,A,2020-9-23 0,6,21,38,13,47,0.6,28.2,84,1008.6,0.8,42.4
12522,A,2020-9-23 1,6,17,32,14,54,0.5,28.1,84,1008.4,0.8,331.3
12523,A,2020-9-23 2,6,11,25,10,63,0.5,28.2,82,1008.2,0.8,67
12524,A,2020-9-23 3,6,9,26,14,63,0.5,28.2,83,1008.1,0.8,67.2
12525,A,2020-9-23 4,6,9,28,12,59,0.5,28.2,84,1008.2,0.7,77.7
12526,A,2020-9-23 5,6,15,31,11,46,0.6,27.9,85,1008.5,0.6,358.5
12527,A,2020-9-23 6,6,20,28,9,39,0.6,28,84,1008.8,0.8,98.9
12528,A,2020-9-23 7,7,31,32,15,30,0.6,28.5,81,1009.1,0.9,131.6
12529,A,2020-9-23 8,6,29,31,12,35,0.7,29.6,76,1009.5,0.8,68.2
12530,A,2020-9-23 9,7,36,46,16,37,0.6,29.8,75,1009.7,1.5,89.3
12531,A,2020-9-23 10,7,32,42,16,50,0.6,30.4,72,1009.8,1.2,63.3
12532,A,2020-9-23 11,6,24,44,14,85,0.6,31.4,68,1009.1,1.3,104.9
12533,A,2020-9-23 12,7,17,44,15,132,0.6,32.1,65,1008.4,1.8,124.5
12534,A,2020-9-23 13,6,13,49,21,141,0.6,32.1,64,1007.7,1.5,109.1
12535,A,2020-9-23 14,7,16,50,17,134,0.5,31.9,66,1007.1,1.8,106.4
12536,A,2020-9-23 15,6,19,47,15,94,0.6,28.4,83,1007.4,2.5,256.2
12537,A,2020-9-23 16,5,25,16,10,80,0.6,26.2,95,1007.9,1,273.8
12538,A,2020-9-23 17,5,42,7,16,50,0.7,26.3,96,1007.9,0.6,42.4
12539,A,2020-9-23 18,5,68,15,6,22,0.7,26.3,95,1008.2,1.1,44.6
12540,A,2020-9-23 19,5,61,20,8,28,0.7,26.5,95,1009,0.8,54.5
12541,A,2020-9-23 20,5,62,25,12,24,0.8,26.6,95,1009.8,1.2,55.7
12542,A,2020-9-23 21,5,52,30,21,29,0.7,26.5,94,1010.1,1.1,37.5
12543,A,2020-9-23 22,5,38,23,20,52,0.6,25.9,96,1010.1,1.5,35.1
12544,A,2020-9-23 23,5,32,9,23,44,0.6,25.6,97,1009.8,0.9,65.9
12545,A,2020-9-24 0,5,54,14,16,10,0.7,26,97,1009.5,1.1,6.7
12546,A,2020-9-24 1,6,49,32,18,0,0.9,25.9,93,1009.5,1.2,352.7
12547,A,2020-9-24 2,6,39,31,17,0,0.8,25.6,89,1009.4,1.4,331.8
12548,A,2020-9-24 3,6,38,23,8,0,0.8,25.4,88,1009,1.2,343.2
