,time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1990,2020-10-13 22,27.01774,300.7427,0.01473153,63.37384,5.304299,64.04077,0.1425739,0.8553534,293.282,100.9807,14.34736,5.945403,440.069,0,0,11.01025,57.44099,19.31178,14.86571,11.79847,0.1888246
1991,2020-10-13 23,26.02051,299.9623,0.01529568,70.63291,6.332652,67.1676,1.265271,0.9060888,380.8183,101.0108,22.99831,5.165686,439.7137,0,0,9.638106,47.66726,10.807152,8.627961,10.519333,0.1714565
1992,2020-10-14 0,23.397,297.0308,0.01624916,86.60403,7.188352,65.71965,2.101834,0.8530556,118.9244,101.0373,15.5203,4.217049,427.2816,0,0,8.646191,42.6359,6.232914,4.93124,9.135736,0.1565735
1993,2020-10-14 1,23.19013,296.804,0.01657385,89.49921,7.472429,66.05231,1.4681745,0.857729,148.9713,101.0312,15.80258,3.241927,426.0048,0,0,5.756267,33.72601,4.735854,3.71145,14.31778,0.1349689
1994,2020-10-14 2,23.04332,296.6264,0.01664412,90.68625,7.786785,62.31614,1.790653,0.8490359,137.7238,101.0084,14.45736,2.915822,426.5515,0,0,5.668025,29.87919,4.154024,3.215635,17.3791,0.1247323
1995,2020-10-14 3,22.93862,296.4661,0.01653036,90.64857,8.190984,63.55957,1.891864,0.8339483,145.9486,101.0045,13.77082,3.028634,426.2252,0,0,5.610674,29.10475,3.365689,2.596546,18.67481,0.1212692
1996,2020-10-14 4,22.83566,296.3408,0.01645032,90.84868,8.150978,63.65484,1.9058495,0.8823788,137.0168,101.026,12.94664,3.067987,426.7881,0,0,5.825927,31.66295,2.582719,1.990859,15.63081,0.1253223
1997,2020-10-14 5,22.53394,296.0165,0.01594315,89.82177,8.573082,64.52923,2.767756,0.8507515,136.2349,101.053,12.59049,3.597359,423.5537,0,0,5.966547,35.39001,3.947991,2.976348,13.51601,0.1323883
1998,2020-10-14 6,22.29236,295.7896,0.01564011,89.55325,8.194703,63.28838,1.3351426,0.8754504,139.6003,101.0952,12.58327,3.686433,423.5168,0,0,6.943933,47.21441,8.080811,6.267181,4.640089,0.1616149
1999,2020-10-14 7,22.21,295.7923,0.01538128,88.54775,7.679808,61.60839,1.4082228,0.8414326,145.8987,101.1343,14.77311,4.655053,421.8599,13.54213,16.27255,11.27372,51.98061,10.696068,8.117493,4.736476,0.2144242
2000,2020-10-14 8,22.45229,296.3408,0.01485689,84.23378,8.103893,61.8019,2.2212242,0.8830461,212.4943,101.1684,26.68235,8.59307,423.2393,49.26548,59.19868,14.69229,55.18274,18.84713,14.8256,5.11293,0.2580034
2001,2020-10-14 9,22.56659,296.5988,0.01477841,83.23721,8.261753,64.27198,2.2193282,0.888759,262.2289,101.181,32.6144,10.185926,423.4907,67.78238,81.44908,21.66112,54.53959,21.05328,15.94769,7.999118,0.2980753
2002,2020-10-14 10,23.01963,297.044,0.01450289,79.31938,7.780363,65.48158,0.9993262,0.8629339,223.9466,101.2034,30.60575,11.49025,424.3517,72.3965,86.9935,16.91844,45.51248,21.7298,16.04152,18.76404,0.246984
2003,2020-10-14 11,23.98434,298.3197,0.0144725,74.44049,7.871852,65.31121,0.4866194,0.8847701,308.7036,101.2018,44.56398,16.17075,424.7018,125.1738,150.4122,9.373582,35.03787,23.91659,17.28773,35.26314,0.1745888
2004,2020-10-14 12,26.37158,304.2463,0.01450961,64.699,9.500067,68.43872,0.48792585,0.8283701,729.0998,101.1516,204.86062,46.56981,427.2463,537.5379,645.9198,6.554475,39.34386,20.31243,14.55355,35.89745,0.1599112
2005,2020-10-14 13,27.10568,302.8595,0.01447011,61.76293,9.034048,75.77002,0.5486865,0.8569879,835.8566,101.0995,105.7729,25.5117,435.8563,223.2605,268.2754,7.787325,49.52654,21.10599,15.03173,28.41616,0.179393
2006,2020-10-14 14,27.66694,303.2529,0.01516328,62.17708,9.034834,84.24759,0.53570928,0.8732759,823.86,101.053,102.90957,25.47109,440.1956,238.75893,286.8993,6.885534,50.47591,26.84186,19.61268,32.68833,0.1843563
2007,2020-10-14 15,27.47099,302.3707,0.01496354,61.96213,8.742985,89.72729,1.148453746,0.9280008,299.9337,101.0156,74.68927,19.87548,440.9428,157.31497,189.03378,4.707635,60.64519,26.16218,19.34416,21.92077,0.1903166
2008,2020-10-14 16,27.38901,302.3761,0.0152938,63.6374,7.893878,93.92573,0.94544699,0.8468239,206.20638,101.0084,75.906654,19.45943,444.4309,162.29791,195.02153,3.797231,70.08008,15.92621,12.13128,9.439855,0.2027691
2009,2020-10-14 17,27.02105,301.5864,0.01594946,67.79862,6.468686,118.46352,1.1790017,0.8835649,300.20017,101.0189,53.34172,17.109737,446.6242,96.3058,115.72379,3.68556,75.28376,14.52901,10.905266,2.94993,0.2136423
2010,2020-10-14 18,25.83512,300.284,0.01652049,75.66385,5.491987,115.28636,2.053364,0.8700402,260.44616,101.0845,42.16977,10.707347,442.3226,54.959974,66.041382,3.526198,80.86982,27.87951,20.424568,0.056464999,0.2495158
2011,2020-10-14 19,25.73284,299.7943,0.01662792,76.59668,4.797961,101.55725,1.3035798,0.9077323,182.34153,101.1447,27.424089,7.672065,436.0982,36.6525105,44.0424942,7.827603,83.32104,42.50809,31.11662,0.000435289,0.3290158
2012,2020-10-14 20,25.73373,299.2102,0.0165901,76.43891,4.14555,97.47684,0.6022837,0.8711427,726.9742,101.2206,9.1500642,4.58102,437.7628,0.1522179,0.1829091,11.43587,77.57105,40.42531,28.67557,0.059023205,0.4413717
2013,2020-10-14 21,24.88934,298.5661,0.01711064,83.20543,3.692432,39.34364,0.6873549,0.9051811,73.4275,101.2974,10.706915,2.888059,433.9471,0,0,18.586089,77.0634,36.69549,25.38437,0.174001364,0.4142608
2014,2020-10-14 22,24.98816,298.4338,0.01683779,81.42169,3.17849,51.87396,0.104214207,0.8478882,37.77576,101.3509,5.17737,2.712881,432.1728,0,0,24.44027,80.90461,45.91846,31.66337,0.17763177,0.3692059
2015,2020-10-14 23,25.18879,298.4703,0.01638977,78.51443,3.224185,56.96827,0.0360348,0.8656946,370.54159,101.3595,1.4268469,3.770864,435.5456,0,0,22.70197,78.0418,40.9035,29.62461,0.30332569,0.274133
2016,2020-10-15 0,25.82464,298.9505,0.01493316,68.57099,4.54859,75.08758,0,0.8033182,768.9802,101.3629,0.197446,6.064803,433.1479,0,0,11.74748,83.01392,37.46267,28.45066,0.5676033,0.1892174
2017,2020-10-15 1,25.0104,297.9041,0.01447693,69.90068,3.785519,80.97424,0,0.7816434,703.107,101.3459,-4.211617,3.141413,401.5339,0,0,11.63293,73.94774,38.55425,28.62748,3.383183,0.1734269
2018,2020-10-15 2,24.75064,297.728,0.0142528,69.93838,3.263937,73.5257,0,0.6017059,691.2199,101.329,-2.473586,2.639345,404.8739,0,0,13.93726,70.21408,38.54478,28.35729,3.103531,0.1901533
2019,2020-10-15 3,24.34329,297.2033,0.01429475,71.96475,2.9725,77.13501,0,0.6573688,681.6745,101.3225,-3.736123,1.869523,399.7827,0,0,19.03986,70.03343,45.5139,33.14567,0.37086469,0.2405579
2020,2020-10-15 4,24.08793,296.9266,0.01457892,74.59742,2.943737,68.30167,0,0.717949,644.2975,101.3439,-4.169266,1.325542,397.9294,0,0,25.46815,71.9015,52.75592,39.75644,0.018083364,0.2819209
2021,2020-10-15 5,23.88344,296.6655,0.01486603,77.06524,3.027306,64.2061,0,0.9068225,664.8306,101.3596,-4.759177,1.2168994,400.2111,0,0,21.90564,67.89876,58.18065,43.98309,0.07409392,0.258
2022,2020-10-15 6,23.71978,296.4763,0.01488703,78.01601,3.206074,73.24977,0,0.7439618,639.8349,101.3993,-5.35856,1.0481278,396.1987,0,0,20.73142,64.81624,67.47043,50.44279,0.3333384,0.2656248
2023,2020-10-15 7,23.59363,296.7303,0.01485647,78.53047,2.647888,76.30621,0,0.7349915,191.7534,101.4619,-0.021408,2.5516216,391.9486,32.662,39.2476,22.38914,59.02463,59.68225,44.67996,5.510541,0.287702
2024,2020-10-15 8,24.22159,298.9874,0.01462798,74.33314,3.935229,71.55107,0,0.6468381,559.1021,101.4747,34.9045861,11.579134,406.0138,145.75819,175.14694,29.04836,62.66128,49.60102,39.65456,9.4598,0.3057243
2025,2020-10-15 9,24.4651,300.0083,0.01461382,73.1152,3.927633,71.3483,0,0.693786,521.1554,101.4801,51.7426,15.11515,404.848,201.5368,242.1718,22.45237,56.76424,52.09937,42.63076,21.324,0.2507619
2026,2020-10-15 10,25.17574,302.9098,0.01442104,69.03609,4.460606,69.19727,0,0.4623338,631.7099,101.4857,117.61015,26.16528,400.6578,376.7209,452.6772,17.45962,46.80563,48.46122,40.42599,43.19721,0.207957
2027,2020-10-15 11,26.12384,305.6567,0.0142561,64.33642,4.992652,64.14829,0,0.3363466,825.4093,101.461,180.2531,34.7608,407.5299,492.7027,592.0446,15.39718,37.68431,45.8734,38.68415,66.69938,0.1845822
2028,2020-10-15 12,27.18071,308.3918,0.01387338,58.57039,5.618442,66.43799,0,0.26555956,1081.1194,101.407,248.9595,44.84385,400.9103,628.113,754.7572,12.64356,26.47076,42.45589,35.91752,91.44447,0.1638879
2029,2020-10-15 13,28.10781,310.4052,0.0135731,54.04089,5.43868,69.38493,0,0.21504214,1189.99,101.3343,279.7603,50.26053,404.7411,685.7157,823.9748,11.08094,21.67194,37.94614,31.98767,104.82903,0.1555891
2030,2020-10-15 14,29.20479,311.5152,0.01302755,48.44596,5.592722,67.28904,0,0.1496793,1394.755,101.2544,284.5903,51.57417,408.6031,661.2234,794.5437,9.766668,19.50058,35.66111,30.00956,111.2824,0.148728
2031,2020-10-15 15,30.14152,312.7908,0.0125525,44.00378,5.444494,68.43295,0,0.0887121,1572.747,101.1918,291.0688,54.3092,406.5817,678.7219,815.57,10.36959,23.05224,31.65043,26.61775,107.77216,0.1519138
2032,2020-10-15 16,30.5059,311.3122,0.01240187,42.44478,5.383431,64.75689,0,0.3067576,1686.28,101.1168,227.1518,43.38822,432.7312,472.7389,568.0552,12.27086,33.0387,33.72383,28.20881,97.49466,0.1664846
2033,2020-10-15 17,30.79763,310.0003,0.012094,40.62837,5.395193,63.46789,0,0.649895,1734.804,101.0906,175.5864,37.20422,423.9864,375.634,451.3722,11.246492,67.75865,31.1287,25.67475,54.76856,0.1910572
2034,2020-10-15 18,30.59667,306.6706,0.01232021,41.90994,5.308594,60.30404,0,0.945904,1732.899,101.1168,79.38594,17.70991,449.731,95.18416,114.37575,8.625139,85.23815,25.67266,20.02435,23.64585,0.1930728
2035,2020-10-15 19,29.97238,304.7093,0.01234136,43.65613,4.529673,106.95098,0,0.9204074,862.4969,101.1829,35.73112,4.394338,450.2419,5.2092224,6.259536,9.60304,79.78394,31.5625,24.29991,23.056636,0.1860795
2036,2020-10-15 20,28.92316,303.0253,0.01255766,47.60383,4.546488,115.57906,0.001858806,0.7275408,630.8432,101.2518,20.98489,2.632518,422.5758,0.1816635,0.2182917,10.553,90.49653,37.05241,27.62449,13.39204697,0.2026571
2037,2020-10-15 21,27.93228,301.8269,0.01342715,54.08398,3.811442,118.6252,0.00349395,0.5628979,442.4048,101.3231,14.25781,1.852074,411.0252,0,0,9.290429,112.1399,40.39695,29.44553,0.394028488,0.2352106
2038,2020-10-15 22,27.31384,301.1027,0.01403551,58.73616,3.438906,110.0331,0.02307494,0.6408029,402.4465,101.3898,11.273401,1.929468,408.6571,0,0,12.17729,117.4377,45.51662,32.86653,1.31E-05,0.3014955
2039,2020-10-15 23,26.90473,300.8848,0.01440534,61.82018,2.95369,103.7648,0,0.76959,364.5534,101.4223,13.218864,1.682001,428.1158,0,0,28.52736,112.5675,55.68398,43.77247,1.42E-05,0.5424455
2040,2020-10-16 0,26.18499,299.7904,0.01419633,63.71731,2.755883,86.56439,0,0.5480134,128.75974,101.3997,6.88881,1.1763409,417.4059,0,0,24.74484,97.33977,41.58114,33.88112,0.098572578,0.4719211
2041,2020-10-16 1,25.86468,299.1486,0.0134022,61.35364,3.899349,73.84248,0,0.29796315,602.0304,101.3941,2.497492,1.272134,400,0,0,21.61185,86.28542,41.64526,33.8919,0.4120676,0.6057246
2042,2020-10-16 2,25.33508,298.6399,0.01352572,64.0113,3.703197,63.53628,0,0.13898376,731.9882,101.397,3.311713,1.1227352,400.3493,0,0,28.40749,88.13238,45.30576,36.86765,0.5283006,0.5404474
2043,2020-10-16 3,24.90504,298.0977,0.01402911,68.22432,4.081216,56.29029,0,0.2486049,616.6949,101.3948,0.5835464,0.9547282,394.1546,0,0,24.21519,79.93789,61.52481,53.57415,6.207602,0.6318962
2044,2020-10-16 4,24.51168,297.687,0.0139797,69.69043,4.291454,59.76604,0,0.1996201,632.6693,101.4035,0.5545677,0.9586776,395.6578,0,0,27.06725,82.84593,69.82916,61.08931,5.8400965,0.9829531
2045,2020-10-16 5,24.28949,297.4031,0.01361403,68.84812,3.462929,38.30966,0,0.2255546,588.11618,101.4474,-0.297797,0.8539651,396.1673,0,0,25.98798,85.36708,60.76804,53.46527,3.0886331,1.0276172
2046,2020-10-16 6,24.01428,296.9384,0.01335828,68.7746,3.629043,38.03587,0,0.1785603,548.67177,101.4949,-2.932393,0.7460648,386.3649,0,0,22.33754,82.78319,66.41549,58.7645,4.522303,0.9238458
2047,2020-10-16 7,24.00046,297.2284,0.01309188,67.47921,4.338937,36.16704,0,0.13701598,788.8499,101.5326,1.6567024,3.835171,392.2624,27.30966,32.81607,21.92606,79.38732,66.02095,58.84561,10.92652,0.7761763
2048,2020-10-16 8,24.26519,298.4538,0.01288477,65.31862,5.182392,34.98223,0,0.17717979,430.7841,101.5583,27.520091,10.082727,395.5782,97.66005,117.35036,19.7653,75.94891,63.97876,57.1788,18.66057,0.4662069
2049,2020-10-16 9,24.4163,299.0664,0.01279789,64.25719,5.463123,34.90165,0,0.15785118,489.0885,101.5676,40.07108,13.04628,394.7076,136.9407,164.5511,18.12824,66.14968,57.67915,51.44559,30.97812,0.3050557
2050,2020-10-16 10,25.08172,301.7628,0.0127057,61.18174,5.800187,34.55179,0,0.08867788,636.4623,101.5844,106.0213,24.36556,392.8225,311.7741,374.6365,15.34317,51.7551,50.97849,45.22733,48.62775,0.2205101
2051,2020-10-16 11,26.21986,305.0303,0.01255741,56.27809,5.868796,37.36811,0,0.01627502,808.7028,101.5658,174.8786,35.86907,395.1423,477.3406,573.5853,13.11941,35.88667,44.10695,39.04302,70.91006,0.1779353
2052,2020-10-16 12,27.437,308.0512,0.01251709,51.9471,5.979085,39.28967,0,0.02454152,1049.1445,101.5055,239.2278,45.28968,401.6462,598.4877,719.1586,12.13195,27.04764,37.60365,33.24373,86.11555,0.1630092
2053,2020-10-16 13,28.81325,310.9124,0.01223689,46.60687,6.271467,42.79402,0,0.02648352,1310.492,101.4172,298.6412,55.41691,398.3134,726.0661,872.4609,11.03919,25.01245,36.5954,32.39849,92.71799,0.1541275
2054,2020-10-16 14,29.92087,312.4487,0.0120369,42.75829,6.349371,48.81665,0,0.04583964,1552.446,101.3356,315.5797,58.25062,403.3653,735.579,883.8914,9.703169,27.70528,35.78842,31.88422,88.83942,0.1493095
2055,2020-10-16 15,30.67295,312.7532,0.01198003,40.58794,6.44015,49.08387,0,0.04999673,1700.501,101.2599,301.348,55.72817,409.2374,669.5937,804.6016,8.208876,32.88469,32.63841,29.21005,80.24922,0.1590069
2056,2020-10-16 16,30.67119,311.9805,0.01273515,43.17813,5.825517,37.36987,0.02371537,0.06950349,1726.896,101.2048,256.5633,47.2229,412.091,554.2328,665.9811,8.796046,39.1052,32.91083,29.46681,69.84378,0.1790161
2057,2020-10-16 17,30.68273,310.0163,0.01292933,43.84633,6.215391,39.71105,0.1648269,0.7,1657.628,101.1735,197.2757,38.16283,436.4576,362.9612,436.1441,9.110199,47.73685,31.59216,28.19122,53.70218,0.168014
2058,2020-10-16 18,30.03787,306.871,0.01316241,46.57596,5.92824,42.94104,0.3072699,0.7,1391.012,101.2133,109.90872,24.13626,438.9494,148.1321,177.9992,9.084866,51.96517,31.07854,27.35162,44.41919,0.1573219
2059,2020-10-16 19,29.41274,304.2052,0.01323916,48.58603,6.977052,30.55458,0.2610524,0.8993381,1160.9067,101.2681,53.47288,15.69153,419.2736,41.0135627,49.2829832,7.426895,56.11152,28.88455,25.29502,37.70369,0.1515062
2060,2020-10-16 20,28.63337,302.707,0.01258028,48.42249,7.556376,29.56089,0.00640083,0.7111169,892.4555,101.3391,31.22738,9.838482,426.6718,0.0987999,0.1187208,6.596777,57.8088,29.12409,25.58499,34.60542,0.1525262
2061,2020-10-16 21,27.39682,301.1873,0.0121993,50.78382,8.244391,26.77579,0,0.7667084,663.033,101.4206,23.30102,6.755589,405.8675,0,0,6.094851,60.24402,30.89117,27.17485,31.85151,0.1545656
2062,2020-10-16 22,26.33235,300.3104,0.01183286,52.67424,8.298625,27.01113,0,0.87691,590.8043,101.4811,30.72623,5.03141,421.6071,0,0,5.866753,59.78365,31.09757,27.4467,30.79076,0.1559032
2063,2020-10-16 23,25.43564,299.4169,0.01153902,54.36156,7.564293,25.83281,0,0.8095796,493.4765,101.5305,28.54866,2.600393,412.7019,0,0,5.060797,49.65256,28.40165,25.40575,38.48241,0.1465024
2064,2020-10-17 0,23.67237,297.258,0.01136919,59.90747,6.931706,19.28347,0,0.6326506,395.5048,101.5404,13.69311,1.791325,380.569,0,0,4.77079,43.22517,23.93099,21.57789,39.43238,0.1335704
2065,2020-10-17 1,23.09201,296.5252,0.01101939,60.23106,6.611156,17.2459,0,0.6018363,329.7791,101.5347,8.634237,1.685239,375.8191,0,0,4.003967,34.96486,20.55698,18.54353,46.34169,0.1165431
2066,2020-10-17 2,22.60743,295.944,0.0108035,60.89758,5.831401,16.61396,0,0.5489438,273.624,101.536,5.319539,1.49996,372.6993,0,0,4.28769,30.97415,16.84842,15.13825,50.16821,0.1093233
2067,2020-10-17 3,22.47848,295.6499,0.01053211,59.82338,6.099473,20.95791,0,0.5116719,638.8684,101.5317,0.942229,1.569759,373.0387,0,0,5.091858,29.2722,14.32173,12.82167,51.95571,0.1066821
2068,2020-10-17 4,22.23367,295.3099,0.01034654,59.71797,5.890181,19.81397,0,0.6074214,630.3587,101.553,-1.61078,1.510778,371.0237,0,0,6.195518,30.84939,13.64178,12.16917,49.62048,0.1077679
2069,2020-10-17 5,21.88758,294.9412,0.01023986,60.43998,5.691621,19.02284,0,0.6516291,593.5971,101.5867,-2.377445,1.448347,371.3349,0,0,7.304588,36.77062,14.2522,12.57631,43.02581,0.1146183
2070,2020-10-17 6,21.57811,294.6,0.01011996,60.9596,5.332985,17.55146,0,0.7023755,575.3986,101.6282,-2.919778,1.362592,371.3552,0,0,9.028246,57.23276,17.30418,14.86727,22.66794,0.1445436
2071,2020-10-17 7,21.50901,294.8031,0.009999617,60.51895,5.505261,17.74989,0,0.6597794,347.6018,101.6681,3.6409398,5.538648,367.3433,38.03338,45.70195,11.91942,66.57721,20.93422,17.63917,14.4784,0.1942303
2072,2020-10-17 8,22.20725,297.0839,0.009867813,57.13093,6.653749,20.0744,0,0.591735,392.6649,101.6895,56.53218,17.366409,366.9015,190.99335,229.50223,12.83602,54.56644,18.41501,15.31688,27.92465,0.1857534
2073,2020-10-17 9,22.4447,297.938,0.009830418,56.04973,6.73978,19.8941,0,0.5751312,429.5598,101.6958,76.07451,21.16035,366.6837,246.2907,295.9489,12.8847,43.75627,16.37527,13.42416,44.97405,0.1668687
2074,2020-10-17 10,23.32502,300.5196,0.009787788,52.7969,6.651237,22.1607,0,0.4977896,589.7961,101.7056,134.90174,30.00821,367.5657,384.6065,462.1527,11.65054,38.03081,16.72417,13.75652,61.01821,0.1541279
2075,2020-10-17 11,24.60903,303.7265,0.009831621,48.86169,6.471625,26.26211,0,0.3760021,805.8071,101.6878,198.471,39.68299,383.6503,516.3036,620.4046,10.074496,33.66977,17.39312,14.59843,73.3526,0.146828
2076,2020-10-17 12,25.87201,306.4025,0.009995252,45.83248,5.995535,27.83718,0,0.1849637,1065.9334,101.6311,236.737,45.30337,389.4413,591.9092,711.2532,9.94828,28.70585,17.5309,14.77754,82.58866,0.1447422
2077,2020-10-17 13,27.16782,309.0521,0.010248475,43.28995,5.870352,26.89605,0,0.08299655,1315.109,101.5449,280.2628,51.99377,394.2009,680.2792,817.4418,10.98117,25.52582,17.20277,14.49033,86.67036,0.1550879
2078,2020-10-17 14,28.52171,311.1488,0.010314151,40.01307,6.047314,44.62546,0,0,1532.305,101.4563,311.1925,57.48862,389.9839,743.5659,893.4883,13.1479,33.64475,18.13097,15.32641,83.51836,0.1908136
2079,2020-10-17 15,29.29297,311.5364,0.010379929,38.389,5.829561,52.29294,0,0.03833347,1698.791,101.3794,290.5946,53.78961,399.7891,661.4493,794.8152,15.14137,43.61987,19.21211,16.30206,77.39236,0.2247346
2080,2020-10-17 16,29.58534,310.0051,0.010486835,38.09325,5.719079,55.37518,0,0.0837207,1751.376,101.3166,225.681,42.78628,404.6216,476.2472,572.2713,16.52105,53.9052,21.6672,18.43138,68.02902,0.2582728
2081,2020-10-17 17,29.71942,309.0376,0.01069474,38.52245,5.407354,54.24946,0,0.1145032,1781.159,101.2812,180.9978,36.35255,405.6389,382.1928,459.2536,20.01554,70.45604,23.11377,19.43526,48.12527,0.2964461
2082,2020-10-17 18,29.35553,306.2912,0.01100752,40.59072,5.388465,65.21449,0,0.238,1709.788,101.3074,107.02445,22.49565,426.2136,172.48602,207.2634,19.52218,75.66266,21.272,17.76534,29.24877,0.2592055
2083,2020-10-17 19,28.69031,303.8817,0.0112532,43.28423,5.65811,59.1995,0,0.6996437,1612.368,101.3667,57.53499,8.579932,420.2876,52.0347,62.5263,10.016337,76.70786,18.5817,15.52228,13.80509,0.1837462
2084,2020-10-17 20,27.42577,301.7868,0.01133065,47.19172,6.762706,38.04538,0,0.7653381,858.5371,101.4376,37.8685,2.588046,419.8674,0,0,11.13459,80.04588,23.08789,19.67942,7.619919,0.1831939
2085,2020-10-17 21,26.30474,300.5259,0.01120051,50.03454,7.036006,35.47713,0,0.8017499,747.2578,101.5133,34.57772,2.553871,424.0461,0,0,13.92176,81.9945,28.05603,24.15872,6.385279,0.1974427
2086,2020-10-17 22,25.23872,299.1243,0.01092505,52.15715,6.768782,33.25299,0,0.8035192,563.2581,101.5806,23.13725,2.180434,398.1969,0,0,16.38494,82.9349,29.79026,25.94012,7.268898,0.2066121
2087,2020-10-17 23,24.71698,298.8833,0.0106131,52.36302,6.047297,41.49137,0,0.9196735,586.9955,101.6143,29.1696,2.315872,424.0784,0,0,15.5401,77.67384,29.65307,26.28327,12.385338,0.1908679
2088,2020-10-18 0,23.54332,297.6708,0.01033954,54.93567,5.869518,43.08241,0,0.9158187,551.548,101.6088,27.26566,2.1597,418.2283,0,0,10.341479,68.52048,27.08637,24.1215,17.67462,0.168418
2089,2020-10-18 1,22.89784,296.7211,0.01023599,56.662,5.141875,28.87201,0,0.7020433,457.7518,101.5982,16.63699,1.662886,385.5149,0,0,4.9515,61.35904,28.02649,25.10983,22.35857,0.150627
2090,2020-10-18 2,22.08572,295.6763,0.009973095,58.13099,4.949544,24.24987,0,0.6556101,326.8482,101.6018,10.427432,1.416745,368.5858,0,0,4.13989,51.90202,30.44175,27.48441,32.77803,0.136144
2091,2020-10-18 3,21.44129,294.9471,0.009709129,58.97594,4.790853,19.03257,0,0.6197095,243.9228,101.603,8.1695,1.331872,365.2054,0,0,3.85977,51.8351,30.36005,27.44941,34.75368,0.1323326
2092,2020-10-18 4,20.9578,294.3619,0.00958138,60.04701,4.786198,18.48951,0,0.5985802,217.9379,101.6247,5.802517,1.258351,362.3196,0,0,3.851451,52.8303,30.04833,27.14877,34.73346,0.1311562
2093,2020-10-18 5,20.55897,293.8895,0.009507732,61.15954,4.642369,16.51249,0,0.6646229,180.9641,101.6669,4.031376,1.174898,361.3666,0,0,3.864992,50.15068,30.82269,27.71304,37.65544,0.1300867
2094,2020-10-18 6,20.59735,294.1453,0.009515744,61.08927,5.151884,19.01058,0,0.6519222,346.7406,101.7176,10.213759,1.511311,391.0545,0,0,4.927953,66.0553,34.94363,31.08121,22.97452,0.1554821
2095,2020-10-18 7,20.36899,294.0354,0.009434732,61.5002,5.211756,18.52461,0,0.6376267,377.8565,101.768,13.559422,3.883516,390.1395,12.64179,15.19077,7.429734,79.57592,40.87436,36.11109,13.79284,0.2068023
2096,2020-10-18 8,20.56722,294.9698,0.009432013,60.72794,5.362797,18.44145,0,0.7229592,298.162,101.8014,33.627598,10.136407,391.7797,81.00004,97.33146,8.307541,72.29551,41.04004,36.25064,22.49641,0.2139899
2097,2020-10-18 9,20.81397,295.9484,0.009440152,59.82446,5.461263,18.33309,0,0.7054317,341.2489,101.8116,54.78307,13.90231,391.0264,142.65592,171.4191,7.888039,51.24446,35.50158,31.3617,44.36051,0.1760856
2098,2020-10-18 10,21.84528,299.4008,0.009568861,56.77925,5.542463,20.72639,0,0.694322,492.8199,101.8228,129.65962,27.17354,387.0882,366.4868,440.3801,6.874966,35.37374,32.2677,28.50238,68.30658,0.1498444
2099,2020-10-18 11,23.49404,303.3848,0.009858384,52.65061,5.540792,23.98544,0,0.551105,716.6487,101.8057,204.8474,37.96925,368.997,550.4127,661.3902,5.953573,24.54053,30.64084,27.2391,91.07063,0.1373351
2100,2020-10-18 12,24.93062,306.6759,0.010180054,49.60558,5.539141,25.79702,0,0.4323516,922.1601,101.7436,266.7744,46.64815,374.6556,673.328,809.0889,5.330487,18.65465,30.48587,27.20617,108.2002,0.1318753
2101,2020-10-18 13,26.24878,309.2117,0.0105062,47.08492,5.43339,26.85637,0,0.329942,1125.477,101.6578,304.6169,52.06932,381.0019,738.5665,887.481,4.953261,16.83873,30.00668,26.72122,116.8001,0.1303059
2102,2020-10-18 14,27.31809,310.7941,0.01074056,44.98029,5.225018,27.08558,0,0.1945178,1317.413,101.5691,314.7424,53.55138,385.324,742.1732,891.8154,4.361807,19.15367,27.71577,24.55885,105.5064,0.1276133
2103,2020-10-18 15,28.19051,311.3777,0.01099777,43.57708,5.064029,26.67428,0,0.1488311,1511.473,101.487,299.3243,51.2196,389.7461,686.5119,824.9308,4.109399,24.58726,27.31367,24.32881,90.65482,0.1296016
2104,2020-10-18 16,28.62106,309.1182,0.01127024,43.44273,5.092363,26.9733,0,0.34,1567.184,101.4181,211.6936,36.01239,437.8194,384.7291,462.3008,4.990817,29.95602,26.78954,23.91562,78.1,0.1345782
2105,2020-10-18 17,28.68693,307.9829,0.01160503,44.53192,5.480046,23.6575,0,0.15602763,1544.43,101.3895,181.8105,32.25927,409.4745,348.3295,418.5621,6.648847,38.69262,25.84494,22.93502,61.56159,0.1450163
2106,2020-10-18 18,28.63106,305.8599,0.01187609,45.7491,5.572758,28.78543,0,0.7703077,1489.179,101.4145,118.82425,22.67485,432.3398,186.6216,224.2493,6.0156,41.39605,25.60768,22.47138,50.97556,0.1471559
2107,2020-10-18 19,28.20709,303.5042,0.01197494,47.40018,5.903418,31.83293,0,0.7800125,1219.499,101.4682,61.05854,7.621144,426.2859,50.6763,60.894,5.025857,47.91057,26.79469,23.63446,40.23678,0.1458683
2108,2020-10-18 20,27.22177,301.6623,0.01167773,49.20538,7.010774,28.56975,0,0.9450253,860.804,101.5434,41.33529,2.58591,434.24,0,0,5.142586,56.41712,29.12381,25.75213,30.27153,0.148756
2109,2020-10-18 21,26.01544,299.8944,0.01130964,51.43823,7.287706,28.32014,0,0.7499054,564.0588,101.6223,24.03403,2.131364,389.4084,0,0,5.491186,56.54656,31.34369,27.81452,30.49512,0.1456338
2110,2020-10-18 22,24.9458,298.9813,0.01094503,53.27957,7.573449,26.5153,0,0.7194022,481.9748,101.6861,30.76468,2.316837,412.87,0,0,6.773222,58.6835,32.74847,29.15649,29.08039,0.1480516
