,place,time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
994,A,2020-9-2 13,34.74857,321.0942,0.01657273,43.57401,2.417879,109.841154,0.00899049,0.287787,1721.66,100.4326,292.391,64.42771,463.9555,811.6189,975.2625,5.070508,30.98527,53.51026,48.89808,154.5061,0.2128048
995,A,2020-9-2 14,35.24128,322.3808,0.01633364,41.71611,1.0249604,159.61463,0.59378651,0.31180582,1852.161,100.3721,283.2722,64.84937,455.5707,811.8102,975.4906,4.174336,29.31931,69.8801,64.29443,167.3574,0.2117655
996,A,2020-9-2 15,35.15719,320.4089,0.01632201,41.70763,3.650128,87.37336,0.3378104,0.3734381,1172.7981,100.3327,302.1257,66.43332,456.1057,773.4148,929.3555,6.752947,69.01275,61.85096,56.51651,127.7299,0.2686537
997,A,2020-9-2 16,35.06245,320.1681,0.0170987,43.90125,3.23701,113.18877,0.656038897,0.7090094,1476.253,100.2883,284.8289,57.56094,457.6802,664.2798,798.2165,5.216835,65.73814,56.05458,51.37437,131.8962,0.2599254
998,A,2020-9-2 17,35.22706,317.6939,0.01718918,43.67996,2.573296,112.17342,1.0827954,0.7490353,1518.316,100.2442,194.7375,42.90161,473.5515,401.8827,482.9126,3.411867,59.46042,43.88566,39.93339,131.5187,0.2504246
999,A,2020-9-2 18,34.46565,315.8192,0.01752694,46.75223,2.026427,103.25723,3.005472,0.4635744,1183.365,100.3077,155.4553,34.78964,458.9883,313.9527,377.2534,3.714532,72.84107,39.64307,35.51211,108.5392,0.2719103
1000,A,2020-9-2 19,33.66259,312.4933,0.01754294,49.27264,1.5377904,284.0485,2.5581258,0.4933887,780.311,100.3851,96.3926,20.93718,468.8539,123.23201,148.07879,5.518842,85.65274,46.02421,40.39783,79.09968,0.2920226
1001,A,2020-9-2 20,33.23228,309.5362,0.01758965,50.65337,2.324603,181.4142,1.505718,0.6609536,491.3085,100.418,51.53021,11.793305,451.0418,22.39959,26.91594,4.876653,77.03844,53.02786,45.20699,77.0928,0.2956252
1002,A,2020-9-2 21,33.4188,308.5483,0.01718193,48.88627,1.255223,201.8631,0.0330849,0.7230635,544.7305,100.4583,24.26357,7.022381,451.2408,0,0,5.570596,67.38624,52.36434,43.08641,77.62939,0.3060199
1003,A,2020-9-2 22,33.30966,308.0511,0.01787686,51.2847,1.753466,208.5258,0.01805118,0.7296183,645.9016,100.508,19.47343,6.374878,452.3458,0,0,6.933077,50.66216,38.62889,32.45557,97.09199,0.2807669
1004,A,2020-9-2 23,32.56175,307.0472,0.02019897,60.53854,3.303834,196.9321,0.002735139,0.4488998,749.0545,100.512,24.22219,5.575572,449.9557,0,0,5.886251,45.71402,33.81764,28.6098,99.73647,0.2735674
1005,A,2020-9-3 0,32.17793,306.288,0.01979314,60.73218,2.69819,211.465,0,0.6412495,315.1827,100.5046,14.28346,3.825643,446.7693,0,0,7.889158,61.37331,54.94709,43.98956,55.2195,0.3331821
1006,A,2020-9-3 1,31.81988,305.8475,0.01930658,60.58653,2.789685,227.8867,0,0.7143827,242.8486,100.4993,13.24348,3.447379,444.9126,0,0,8.945491,48.75558,67.14294,56.12557,56.46613,0.3004113
1007,A,2020-9-3 2,31.06429,305.1311,0.01995234,65.55314,2.458796,241.0743,0,0.6812646,222.5697,100.5007,12.67197,2.385907,441.2304,0,0,8.762907,52.61165,70.36807,59.85961,45.1537,0.3029817
1008,A,2020-9-3 3,30.51395,304.4782,0.01915943,65.12546,2.216217,209.1147,0.06474849,0.7917127,168.4455,100.5074,10.86428,2.944494,439.2525,0,0,8.214065,50.37134,59.45791,50.22906,44.78141,0.2960244
1009,A,2020-9-3 4,29.72442,303.9342,0.01900794,68.10989,2.589668,150.68667,1.2833954,0.712201,187.0174,100.5572,14.669137,3.230749,443.3224,0,0,6.719112,43.29687,66.42807,56.33191,56.82113,0.2792634
1010,A,2020-9-3 5,29.67134,303.5276,0.01935619,69.43556,2.956353,212.6693,0.2000025,0.6892815,196.8467,100.6039,10.562215,2.316827,436.0893,0,0,9.509556,55.80548,74.45476,62.34796,43.19196,0.2896421
1011,A,2020-9-3 6,29.40973,303.1476,0.01805153,65.90667,2.530883,218.0352,0.303873,0.5594989,235.5629,100.6442,8.127782,2.319119,433.6833,0,0,14.227319,80.86998,106.72743,87.69193,16.128858,0.3427
1012,A,2020-9-3 7,29.22387,303.8493,0.01699495,62.92618,1.063583,300.5878,0.01163141,0.4980665,167.8229,100.6828,17.094737,7.547946,429.2754,73.7436,88.6123,16.021223,79.51717,114.8836,93.88297,18.911853,0.394218
1013,A,2020-9-3 8,30.28672,307.0837,0.01755515,61.1443,1.90773,105.78069,0.01253833,0.4776402,350.5429,100.7313,53.54868,17.200698,443.6366,194.75624,234.02418,12.022461,64.34514,90.64473,77.63317,38.78687,0.357083
1014,A,2020-9-3 9,30.65608,308.5471,0.0176069,59.65084,1.515909,126.86949,0.01253833,0.4573182,399.3334,100.7478,69.48933,21.43431,438.0515,269.4221,323.7447,7.105865,58.29244,75.33489,66.65009,62.42586,0.3076482
1015,A,2020-9-3 10,31.21916,311.1882,0.01926268,63.04668,2.200306,139.46669,0.06856031,0.4732432,674.7407,100.7674,126.38869,31.51403,440.1893,420.7754,505.6152,15.64083,97.71952,78.78378,71.35935,39.978,0.3626813
1016,A,2020-9-3 11,32.03924,314.7492,0.01951247,60.60135,2.068104,132.91341,0.9711195,0.5464413,1145.5212,100.7845,189.8406,46.08208,446.776,588.1009,706.6776,9.26561,80.09376,65.23131,59.64703,66.76026,0.2801599
1017,A,2020-9-3 12,32.8363,316.6362,0.0179687,53.29673,2.1175412,91.98818,2.032783,0.8505991,1301.4951,100.7395,221.4856,53.25278,454.235,614.8119,738.7741,8.851384,69.62055,60.45201,55.44833,86.93296,0.3085759
1018,A,2020-9-3 13,32.39342,315.8735,0.01814041,55.18963,3.037325,125.9552,4.3893,0.8091737,1092.5136,100.7428,236.5672,50.72251,463.8357,539.6577,648.4672,11.34689,66.35152,61.14896,55.97219,113.32541,0.3780527
1019,A,2020-9-3 14,34.02976,320.024,0.01666924,45.91912,1.755481,70.05315,0.5518707,0.1460355,1439.949,100.6354,260.8415,59.51437,451.1914,718.4592,863.3196,11.20061,56.34306,61.88698,56.61,146.13952,0.3754615
1020,A,2020-9-3 15,35.01003,321.4338,0.01617112,41.87322,2.735801,118.80449,0.001678848,0.1444686,1862.355,100.569,307.3072,63.8596,452.3532,774.3859,930.5228,10.300271,52.66187,56.44627,51.89813,163.7837,0.3596191
1021,A,2020-9-3 16,35.83431,321.1417,0.01501341,37.09109,2.472125,104.7076,0.2729016,0.2173045,2033.696,100.5147,267.936,58.76411,452.8004,665.0485,799.14,10.475012,52.95941,57.38553,52.43423,177.9149,0.4193106
1022,A,2020-9-3 17,35.97106,318.8782,0.01556365,37.98359,2.694433,169.8465,0.0385551,0.682537,2022.101,100.4845,210.7381,45.96014,473.9624,474.592,570.282,7.009685,55.56698,41.77992,37.96984,163.9034,0.3707092
1023,A,2020-9-3 18,35.9461,317.0409,0.01562566,38.17315,1.777227,180.4799,0.001904298,0.7713828,1939.529,100.5114,147.6602,33.48295,456.8795,339.4643,407.909,6.053332,56.85601,36.26742,32.01817,158.9564,0.3807314
1024,A,2020-9-3 19,32.41667,310.4614,0.01764032,53.5338,4.424982,254.667,1.728421,0.7694935,430.6297,100.6151,118.2361,20.95366,451.6158,98.44164,118.28998,6.230764,59.12154,40.01241,34.90469,136.5377,0.3724143
1025,A,2020-9-3 20,33.2979,309.6005,0.01750912,50.25111,1.672435,246.437,0.5064444,0.5083817,725.687,100.6746,45.80791,10.213954,453.7922,20.95914,25.18506,7.102105,59.16531,20.63948,16.86568,114.57675,0.3235139
1026,A,2020-9-3 21,31.7163,307.2326,0.01920189,60.83581,4.261223,183.4385,0.626913,0.4902175,422.7224,100.7412,52.15522,8.68299,449.2812,0,0,4.43048,63.0841,23.2226,17.32624,101.55573,0.3351058
1027,A,2020-9-3 22,31.29872,306.3692,0.01952181,63.35009,3.413105,200.7035,0,0.5822556,320.8642,100.7958,36.31079,6.084437,444.0951,0,0,3.576464,56.40754,29.20553,22.96825,100.46595,0.3270048
1028,A,2020-9-3 23,31.20701,305.9489,0.01944256,63.48988,3.002617,220.3596,0,0.4715812,341.0327,100.8064,27.08677,4.913504,442.543,0,0,4.442459,52.24244,29.13122,22.89528,96.1629,0.3185032
1029,A,2020-9-4 0,31.06829,305.2142,0.01976904,65.06842,2.783161,211.0078,0,0.5926563,268.0126,100.7403,14.95736,2.494698,436.9357,0,0,5.006171,41.22769,52.84402,44.30122,89.30538,0.2658365
1030,A,2020-9-4 1,30.95858,304.9399,0.01971105,65.31529,2.31147,204.0997,0,0.5114056,310.0381,100.7267,10.903681,2.062186,437.8089,0,0,5.495745,38.51581,52.99281,44.49548,79.2413,0.2493014
1031,A,2020-9-4 2,30.65046,304.5327,0.01971641,66.59653,2.003681,204.2777,0,0.5964266,310.2,100.7148,8.933641,1.735161,438.0046,0,0,6.116528,46.43952,57.63429,47.71919,55.56962,0.2567588
1032,A,2020-9-4 3,30.31868,304.0797,0.01982309,68.34005,1.891662,198.8013,0.000378138,0.5948695,323.8732,100.7118,7.522374,1.3905807,434.6762,0,0,5.023272,55.61199,59.76184,48.9841,33.45161,0.2824035
1033,A,2020-9-4 4,29.55636,303.5075,0.01990683,71.98655,1.683355,274.2379,0.6785471,0.7026575,247.4337,100.7518,9.338782,2.520655,438.0918,0,0,3.059804,49.95535,52.5407,42.9313,35.67678,0.2558311
1034,A,2020-9-4 5,29.1606,303.0324,0.01978743,73.31134,1.933568,256.7227,0.0537156,0.5318027,188.8849,100.7666,8.470593,2.530971,432.8526,0,0,3.168342,55.85163,56.49729,46.24529,48.39765,0.275819
1035,A,2020-9-4 6,28.72603,302.5423,0.01966467,74.81238,1.321695,254.7058,0.588525,0.7266398,153.8772,100.776,7.772702,2.638928,434.7191,0,0,3.842773,92.34504,63.47238,51.39038,34.99246,0.3327046
1036,A,2020-9-4 7,28.53948,303.0959,0.01977065,76.11947,1.118443,283.6476,0.800478,0.7787172,160.4137,100.8051,16.36738,5.200703,437.7724,46.85709,56.30471,3.825484,93.33057,64.55161,52.86139,29.58852,0.368208
1037,A,2020-9-4 8,29.50461,306.8028,0.01976164,71.68529,0.7303637,168.8421,0.1084248,0.5904559,403.062,100.8303,53.85405,15.709539,435.2743,217.81634,261.73441,6.551074,78.95189,64.97087,55.48715,45.79081,0.3722141
1038,A,2020-9-4 9,30.05835,308.2956,0.01971673,69.12944,0.955916,149.574,0,0.6300601,481.0143,100.8384,69.384,20.47728,435.3151,284.1011,341.3842,5.747093,48.75678,61.87606,53.7048,76.77554,0.3157804
1039,A,2020-9-4 10,30.71208,310.8086,0.01946697,65.54124,1.321666,144.4591,0.0115962,0.5742764,717.0879,100.8384,110.84633,28.44314,440.136,392.9182,472.1414,2.549804,27.98927,47.77802,42.46842,106.829,0.2454371
1040,A,2020-9-4 11,31.82394,314.6822,0.01841333,57.92247,1.776893,136.9134,0.01564171,0.3239843,1084.6909,100.8073,184.1141,41.92252,441.6057,573.424,689.0412,0.9101874,19.49707,33.49316,30.4187,126.5693,0.2046684
1041,A,2020-9-4 12,32.45159,316.3187,0.01820082,55.05268,2.859285,113.3976,0.5387737,0.15208288,1341.735,100.7343,244.4549,52.79384,446.0615,649.7973,780.8133,0.8259569,19.68365,22.16433,20.05765,121.4811,0.1956489
1042,A,2020-9-4 13,32.69679,318.1772,0.01773756,52.81631,2.835783,125.7515,1.112624,0.3958015,1379.911,100.6654,287.076,61.27957,447.8116,736.3589,884.828,1.308435,23.08043,18.23404,16.15011,110.75619,0.1953982
1043,A,2020-9-4 14,32.16272,317.5231,0.01794006,55.17976,3.257067,151.30498,3.450957,0.859169,1207.5501,100.5843,294.4123,57.58556,462.4879,658.9134,791.7687,1.198422,21.76805,10.599126,9.185445,100.20167,0.1740722
1044,A,2020-9-4 15,31.73169,316.7702,0.01811144,57.15193,3.994238,133.8309,3.052396,0.6107367,953.6939,100.5289,314.6652,58.25344,446.3118,671.7678,807.2144,1.2623226,25.3128,7.434464,6.201348,95.35314,0.1756118
1045,A,2020-9-4 16,31.34982,316.7778,0.01877658,60.62292,1.846663,166.1676,3.882992,0.2780295,896.4735,100.5486,247.5482,49.59484,446.1392,612.9057,736.4834,1.0580558,27.15875,6.133509,4.737893,79.37034,0.1724514
1046,A,2020-9-4 17,30.37007,311.5043,0.01955319,67.08061,4.704454,138.3236,1.882109,0.8357279,633.1475,100.5226,213.723,29.88284,448.5501,302.7551,363.7987,1.3687038,35.21012,4.112435,2.958934,63.5355,0.1841874
1047,A,2020-9-4 18,30.73911,311.3863,0.01865809,62.54372,1.0527255,131.76129,4.659692,0.5047927,663.7754,100.5541,124.159,23.78196,447.9675,240.8838,289.4519,2.598448,57.53538,8.067084,5.886306,39.45018,0.2091866
1048,A,2020-9-4 19,28.09379,306.1432,0.01979498,78.60607,3.310993,185.0871,8.298809,0.8974773,370.0034,100.6554,102.45825,10.624128,451.8326,62.41485,74.99911,3.937476,68.0989,10.280013,6.888124,21.12188,0.2297079
1049,A,2020-9-4 20,28.97398,305.5509,0.01980564,74.1414,2.02552,145.9071,1.2005204,0.7789032,258.7548,100.6605,52.19145,6.526772,447.242,17.10123,20.54928,2.938113,50.93328,17.64311,13.17371,27.78662,0.2044928
1050,A,2020-9-4 21,29.93222,305.2251,0.01941502,68.50903,2.285922,142.7807,0.29103161,0.5888879,437.2055,100.7095,31.70937,5.456043,445.0422,0,0,2.412038,43.19633,17.67377,13.469347,29.68693,0.1849232
1051,A,2020-9-4 22,29.66022,304.7207,0.01949586,69.99213,2.5235949,161.8003,0.2368401,0.7889185,594.0346,100.7459,31.19321,6.784155,458.107,0,0,2.724634,36.45542,15.89119,12.82571,36.21774,0.1655717
1052,A,2020-9-4 23,29.58737,304.1052,0.01933745,69.94738,3.449003,125.7082,0.2196285,0.6966074,496.6253,100.7482,24.65249,5.501356,440.1572,0,0,2.474536,30.3937,13.6318,11.006397,41.10464,0.1549952
1053,A,2020-9-5 0,29.53961,303.7044,0.01960133,70.85803,3.931331,141.7014,0,0.3208308,679.6314,100.6499,19.99129,4.00428,437.1439,0,0,1.991733,28.3161,19.63282,15.45232,27.0641,0.1477458
1054,A,2020-9-5 1,29.37439,303.4984,0.01966592,71.78458,3.130664,161.1369,0.11562944,0.491557,768.6286,100.6419,16.1616,3.618466,439.6903,0,0,0.946554,22.95132,18.70256,15.02969,35.8825,0.1381691
1055,A,2020-9-5 2,29.1498,303.1855,0.01934745,71.5782,2.924985,174.0048,1.9960549,0.4399801,737.2323,100.6003,14.01484,5.402388,438.6821,0,0,0.7163196,20.21307,19.94129,16.397594,42.52115,0.1310734
1056,A,2020-9-5 3,28.67928,302.6496,0.01946595,74.1668,2.520888,171.7838,1.729024,0.4382012,626.7078,100.5905,11.26606,4.057772,430.8441,0,0,0.4701112,18.19086,11.931188,9.620412,39.99222,0.1245593
1057,A,2020-9-5 4,28.35429,302.1969,0.019601,76.18218,2.771427,170.369,1.1483941,0.4689992,470.6881,100.592,9.885711,3.10828,427.8488,0,0,0.4207554,18.58662,8.52858,6.775727,36.17403,0.1200488
1058,A,2020-9-5 5,27.85477,301.7648,0.01971881,79.09119,1.7806269,117.29928,2.262932,0.5955866,345.5274,100.6167,9.488899,2.209707,429.0246,0,0,0.409783,22.62664,8.483203,6.473523,33.35801,0.1230529
1059,A,2020-9-5 6,27.30028,301.3129,0.019787,82.17542,1.935236,130.47873,3.125113,0.5519012,244.1725,100.6509,10.137327,1.828372,425.001,0,0,0.8759915,36.86734,9.676284,6.839525,16.36524,0.1552814
1060,A,2020-9-5 7,27.46747,301.9764,0.01977541,81.29445,1.654217,148.3569,2.419354,0.7102552,424.3942,100.6831,15.847681,4.491852,427.3476,43.0717,51.75611,0.9112192,34.78897,8.025122,5.645117,14.07453,0.1659844
1061,A,2020-9-5 8,27.52065,304.2406,0.01949374,79.94315,1.1425539,96.97011,4.3962788,0.7175374,390.6926,100.7516,45.24974,12.278897,426.6221,167.84665,201.689,0.8170697,28.56938,5.484896,3.895443,27.5653,0.1536052
1062,A,2020-9-5 9,27.77559,305.3083,0.01951033,78.73055,1.2245319,108.2619,4.691645,0.6383131,462.6452,100.7561,60.63248,15.95159,427.0751,221.7619,266.4749,1.0490849,23.61234,5.353102,3.869508,41.4488,0.1460971
1063,A,2020-9-5 10,28.19958,307.661,0.01933624,76.01518,1.989214,135.452,4.298091,0.4869367,496.8199,100.7631,110.49733,26.88237,426.8294,365.4614,439.1481,1.2462432,21.79313,5.778684,4.229839,50.3044,0.1480734
1064,A,2020-9-5 11,29.26702,311.0188,0.01874867,68.93095,2.625623,141.9876,3.690567,0.704409,770.0469,100.6949,179.2185,39.01995,430.2867,515.9731,620.0067,1.465642,22.27104,6.753654,5.134945,58.44026,0.1516824
1065,A,2020-9-5 12,30.11966,314.3557,0.01840921,64.20642,2.746884,136.3589,3.185725,0.32733115,969.5441,100.6479,247.9465,54.15236,432.274,687.9203,826.6234,1.54834,19.16393,7.346436,5.800206,70.24832,0.1465405
1066,A,2020-9-5 13,30.82184,317.0869,0.01807103,60.29466,2.303519,132.50264,1.4352779,0.1013436,983.7857,100.563,285.6963,58.75881,438.3298,763.468,917.4034,1.475721,22.27825,7.703526,6.140029,73.08378,0.1511529
1067,A,2020-9-5 14,31.31179,316.8971,0.01795539,58.12631,1.985433,149.636,3.148947,0.22112982,1016.748,100.5543,257.6995,54.81583,463.4748,638.7144,767.4958,1.535405,22.84946,7.794286,6.183341,73.29678,0.1542731
1068,A,2020-9-5 15,31.74265,317.2874,0.01791486,56.37828,3.147896,132.3857,2.830834,0.2452849,1202.32,100.3996,296.9701,59.29736,445.9101,690.5265,829.7551,1.497372,26.75134,8.109278,6.454512,68.42745,0.1604511
1069,A,2020-9-5 16,31.45871,315.7916,0.0178954,57.29309,3.432728,162.5605,3.563976,0.6117454,943.6911,100.3366,271.9221,52.9414,441.4732,586.2753,704.4838,1.566785,30.96351,8.661928,6.716073,54.38574,0.1643599
1070,A,2020-9-5 17,30.94177,312.0858,0.01819,60.10879,2.922116,138.1243,2.601704,0.34069586,689.4841,100.3716,177.0728,28.52441,459.2508,251.9913,302.7994,1.650944,32.03364,10.495337,7.973541,40.19641,0.1585816
1071,A,2020-9-5 18,30.94171,309.839,0.01848659,61.0998,3.396439,147.0803,1.656127,0.4833729,782.1523,100.3258,124.4014,19.96931,446.0302,148.78795,178.78767,1.947622,36.03376,14.59687,10.642789,23.22393,0.160355
1072,A,2020-9-5 19,30.82603,308.0267,0.0185137,61.64538,4.908772,161.6677,1.0018409,0.5742404,700.3757,100.4169,104.22858,18.39361,442.9926,104.47809,125.54345,2.083205,36.19448,17.49364,12.639742,16.38716,0.1573912
1073,A,2020-9-5 20,30.70747,306.1857,0.01853561,62.17176,4.758749,145.0906,1.4658739,0.9038564,794.1118,100.4178,55.59661,11.53123,441.4507,19.65951,23.62338,2.157185,35.33609,16.76421,12.064952,14.87391,0.1580833
1074,A,2020-9-5 21,30.08323,304.8646,0.01888525,65.88198,4.97079,150.4775,0.078558837,0.4494583,697.5507,100.4925,39.78589,7.914403,437.5608,0,0,2.278229,34.26463,15.42361,11.03733,14.5364,0.1565409
1075,A,2020-9-5 22,29.56265,304.0637,0.01902215,68.52464,4.881157,150.9802,0,0.315747,690.2288,100.4951,32.19978,6.19635,433.7675,0,0,2.422189,31.28795,16.29331,11.91706,18.35014,0.1500279
1076,A,2020-9-5 23,29.24315,303.5358,0.0189197,69.51889,4.52211,153.7646,0,0.2465148,654.5603,100.5001,25.40321,5.047358,431.6758,0,0,2.386963,27.82123,17.06706,12.789562,22.08371,0.1404176
1077,A,2020-9-6 0,29.28065,303.3615,0.01915864,70.19375,3.960751,153.3549,0,0.5171507,654.5968,100.4611,18.40616,4.241501,433.4479,0,0,1.79119,24.39335,16.9522,13.230868,33.11677,0.1353447
1078,A,2020-9-6 1,29.02281,302.9927,0.0192107,71.50989,3.757414,155.3551,0,0.4076379,668.1294,100.4467,15.40804,3.46757,431.7117,0,0,0.8707256,18.22679,14.14538,11.163293,42.43484,0.1198949
1079,A,2020-9-6 2,28.60071,302.6863,0.01898739,72.59675,3.613424,148.3732,2.18722,0.6134543,546.3048,100.4062,17.273225,6.127691,441.233,0,0,0.7201456,17.94407,12.79804,9.998698,44.88348,0.1183177
1080,A,2020-9-6 3,28.46787,302.2587,0.0186792,72.05503,3.040069,165.2869,2.17826,0.3679439,454.9496,100.4279,9.953373,3.247406,426.0547,0,0,0.9082806,21.63317,13.442,10.459878,42.03355,0.122805
1081,A,2020-9-6 4,28.31834,302.0122,0.01869216,72.80475,2.741118,160.8747,0.0140217,0.4679377,375.3557,100.4637,7.686357,2.683093,426.3904,0,0,0.76408,21.61827,12.58671,9.688351,42.18899,0.122483
1082,A,2020-9-6 5,28.16088,301.7636,0.01877824,73.82778,3.053589,157.7733,0,0.6163206,333.3083,100.4284,7.032636,2.667907,428.0618,0,0,1.0308454,29.21846,13.94544,10.306004,34.71822,0.1333368
1083,A,2020-9-6 6,28.11092,301.6452,0.01889388,74.52312,2.370278,167.7876,0,0.5964466,247.8628,100.4905,4.557412,1.989045,428.8674,0,0,1.896294,45.4099,18.44827,12.80165,12.588133,0.1688861
1084,A,2020-9-6 7,28.11892,302.2714,0.01895575,74.71444,1.882095,161.6632,0.974575,0.4988985,315.4888,100.5037,11.713335,4.644458,444.5237,31.72911,38.12655,1.591649,39.37381,16.61412,12.05605,16.48607,0.1723441
1085,A,2020-9-6 8,28.455,304.0405,0.01879273,72.54874,1.761405,155.1011,3.350438,0.501072,488.0346,100.5417,31.42233,10.897104,443.0993,115.15785,138.3768,1.418585,28.26958,12.92719,9.386109,29.15087,0.1561729
1086,A,2020-9-6 9,28.62534,305.005,0.01892005,72.32626,1.767996,156.6425,3.350438,0.4468725,560.3109,100.5462,47.25174,14.05476,444.9353,162.3198,195.048,1.0332948,20.63277,10.697425,7.848859,41.22936,0.1423413
1087,A,2020-9-6 10,29.44441,308.2369,0.01852469,67.22669,2.124492,147.6307,1.507478,0.6957148,782.4118,100.5196,97.44524,26.64888,445.4449,329.3146,395.7128,0.9590225,16.83336,9.6191,7.306734,55.69707,0.1360164
1088,A,2020-9-6 11,29.76671,311.589,0.01841466,65.50321,2.786408,138.6568,3.922977036,0.59190673,871.1742,100.4888,185.061,42.27088,432.2257,551.9568,663.2456,1.102078,15.9158,7.882097,6.10714,66.61503,0.134345
1089,A,2020-9-6 12,30.68336,315.1587,0.01806157,60.6961,2.248544,147.0728,1.678936,0.16004656,924.111,100.455,235.8423,52.25364,434.6859,673.282,809.0333,1.6128699,15.34549,6.676864,5.330736,75.44408,0.1316624
1090,A,2020-9-6 13,30.65545,317.1235,0.0179487,60.41593,1.931696,181.7455,2.82154214,0.2548193,884.1825,100.3996,276.7541,60.02864,450.0357,768.0069,922.8569,0.9489105,15.04706,5.300262,4.171456,68.1705,0.1254538
1091,A,2020-9-6 14,31.20572,317.7891,0.01796242,58.42058,2.916336,149.3241,2.014035,0.15477679,952.7409,100.3598,316.0838,64.57148,441.2101,796.2689,956.8178,0.9024345,15.92242,4.033748,3.183292,64.12038,0.1247903
1092,A,2020-9-6 15,30.78528,312.9658,0.01825257,60.91938,3.152854,151.1524,3.083628,0.4827996,845.0779,100.2713,213.0224,34.63315,454.2354,358.6314,430.941,0.9711231,15.83729,3.56199,2.853997,64.78141,0.1221392
1093,A,2020-9-6 16,31.04657,313.8644,0.01817512,59.5834,3.313815,156.3998,4.566768,0.8868636,975.898,100.1826,226.9563,43.66203,448.8893,455.3144,547.1181,1.3241625,17.92125,3.650994,2.747116,58.1408,0.1268971
1094,A,2020-9-6 17,30.64134,312.2678,0.01832668,61.72959,3.788008,169.9258,5.024283,0.9043324,835.9158,100.2437,208.1271,39.777,441.854,404.0542,485.5227,0.7850059,24.47025,5.115223,3.774352,43.80889,0.1362784
1095,A,2020-9-6 18,30.1327,310.6311,0.01846492,64.20139,2.748649,177.2074,3.95853,0.6271938,622.6641,100.2756,150.8738,28.9584,438.7373,298.8752,359.1367,1.003817,34.44341,6.305843,4.299942,27.51646,0.1527236
1096,A,2020-9-6 19,29.81139,307.7928,0.01895525,67.2586,2.688464,184.286,1.847446,0.5653943,529.6704,100.3056,95.22873,15.675574,439.7266,123.45152,148.34264,1.678718,36.00352,6.944683,4.478802,16.95087,0.1578346
1097,A,2020-9-6 20,30.35636,306.0207,0.0188428,64.62328,3.360327,150.523,0.3489899,0.6232411,669.2316,100.3486,50.78451,9.246213,444.336,22.1364,26.59968,2.835184,26.96325,9.668955,6.64713,12.51762,0.1403262
1098,A,2020-9-6 21,30.04343,305.0977,0.01874502,65.57609,3.230722,140.73456,0.87427118,0.7594693,717.4944,100.4309,31.49562,7.05419,448.232,0,0,1.540469,23.53763,8.989712,6.067382,11.64203,0.1346835
1099,A,2020-9-6 22,30.32463,304.6507,0.01823186,62.67205,3.963889,179.3366,0.000131214,0.615145,844.5235,100.489,23.0303,7.100752,442.0551,0,0,0.8755238,22.07424,6.499265,4.308421,15.68743,0.1318083
1100,A,2020-9-6 23,29.46491,303.7377,0.01920053,69.61397,4.669865,163.0781,0.2551087,0.7085825,640.7403,100.4807,25.64589,6.675344,438.7903,0,0,0.7390508,18.3964,6.867905,4.691811,21.61407,0.1201283
1101,A,2020-9-7 0,29.23844,303.3337,0.01963769,72.12515,4.358183,161.0807,1.062135,0.3466564,604.8099,100.4001,20.09197,5.285325,443.4471,0,0,1.028991,17.79352,6.225843,4.424971,19.01524,0.1147463
1102,A,2020-9-7 1,29.12356,303.189,0.01964622,72.72007,3.848983,152.5744,1.406968,0.7579442,632.5162,100.4247,17.73299,6.106337,453.3804,0,0,0.7428121,16.32527,6.778241,4.909432,21.79008,0.1072743
1103,A,2020-9-7 2,29.04724,302.7626,0.01953135,72.57114,3.564261,150.2625,0.5885873,0.4859047,658.6064,100.3925,10.016472,4.385092,434.9528,0,0,0.6799572,15.39466,7.037417,5.175022,23.71953,0.10423117
1104,A,2020-9-7 3,28.79802,302.521,0.01971126,74.42716,3.606858,140.5017,0.2053299,0.5006243,529.0712,100.4012,10.234854,4.139315,439.4841,0,0,0.5682127,13.80728,6.826405,4.865832,23.70013,0.10152434
1105,A,2020-9-7 4,28.65469,302.2564,0.01988552,75.70397,3.604285,137.0476,0.3501434,0.4410037,419.215,100.3774,7.963983,3.806478,436.9309,0,0,0.6039819,14.77157,9.321685,6.630333,21.37509,0.1031128
1106,A,2020-9-7 5,28.63826,302.137,0.02003854,76.42275,3.108421,139.6236,0,0.4817586,371.809,100.4185,5.393793,2.932305,435.7393,0,0,0.6358067,16.99836,6.982245,4.728044,18.47306,0.1094524
1107,A,2020-9-7 6,26.79722,300.9055,0.0197357,84.51131,4.715547,176.2295,3.275419,0.5777504,207.7959,100.4914,24.785877,3.268642,440.7817,0,0,1.598702,29.61508,8.415258,5.303772,8.331412,0.1413416
1108,A,2020-9-7 7,27.08721,301.6304,0.01919807,80.67946,1.961397,165.6587,0.04616717,0.8027293,138.5391,100.5206,18.640033,4.771323,428.4653,46.22401,55.54395,1.4369054,34.17323,9.018302,5.169563,6.380559,0.1835106
1109,A,2020-9-7 8,27.87673,303.6505,0.01883677,75.4025,3.344388,142.3657,0.9603139,0.7013635,323.7121,100.5715,51.59881,14.408347,433.8736,159.09009,191.1672,2.328483,29.80053,7.075961,4.510603,13.23919,0.1745769
1110,A,2020-9-7 9,27.96523,304.6843,0.01893031,75.36692,3.199884,144.6064,0.9913849,0.6225007,371.5288,100.5814,69.52873,18.51394,433.0054,224.856,270.1932,2.705184,29.31569,6.603434,4.368425,17.14136,0.1763199
