0,1,2,3,4,5,6,7,8,9,10,11,12
3950,2019-9-30 13,12,17,81,57,184,0.6,32.2,0,1004.6,2,287.6
3951,2019-9-30 14,12,16,65,57,177,0.6,33.1,0,1003.6,1.9,286.6
3952,2019-9-30 15,10,16,59,46,158,0.5,34.3,0,1002.7,2,140.9
3953,2019-9-30 16,9,15,49,44,149,0.5,34.8,0,1002.2,1.7,179
3954,2019-9-30 17,9,16,56,43,146,0.6,34.3,0,1002.1,2.4,178.2
3955,2019-9-30 18,11,28,65,46,156,0.7,33.2,0,1002.2,2.4,201.6
3956,2019-9-30 19,11,46,86,53,125,1,32.1,0,1002.4,1.3,172.5
3957,2019-9-30 20,9,55,110,54,80,1.2,31,0,1002.9,0.9,152.3
3958,2019-9-30 21,9,97,121,60,28,1.5,30.3,0,1003.6,0.5,66.4
3959,2019-9-30 22,9,91,125,50,30,1.6,29.8,0,1004,0.6,156.7
3960,2019-9-30 23,8,79,113,48,36,1.5,29.3,0,1004,0.5,206.5
3961,2019-10-1 0,10,44,90,47,75,1,28.6,0,1004,1,184.8
3962,2019-10-1 1,10,44,73,50,70,0.9,27.9,0,1003.8,1,223.3
3963,2019-10-1 2,9,69,100,49,33,0.9,27,0,1003.6,0.9,277.5
3964,2019-10-1 3,10,36,96,52,71,0.8,26.8,0,1003.4,0.7,176.8
3965,2019-10-1 4,9,36,82,52,68,0.7,26.6,0,1003.3,0.9,190.5
3966,2019-10-1 5,9,46,87,52,52,0.8,26.4,0,1003.6,0.5,319.3
3967,2019-10-1 6,8,68,100,54,23,0.8,26,0,1004.1,0.8,341.1
3968,2019-10-1 7,9,72,110,59,16,0.8,25.8,0,1004.7,0.6,281
3969,2019-10-1 8,10,53,91,62,36,0.9,26.4,0,1005.5,0.8,303.8
3970,2019-10-1 9,14,66,92,71,27,1,27.3,0,1006.2,0.7,341.3
3971,2019-10-1 10,16,64,127,79,49,1.1,28.4,0,1006.4,1,355.7
3972,2019-10-1 11,16,53,120,79,95,1,30,0,1006.2,1.2,315.3
3973,2019-10-1 12,16,44,113,78,139,0.9,31.2,0,1005.6,1.5,295.8
3974,2019-10-1 13,13,26,94,65,191,0.7,32.4,0,1004.7,1.7,300.2
3975,2019-10-1 14,12,20,76,62,208,0.7,33.3,0,1003.9,1.7,300.5
3976,2019-10-1 15,11,19,80,60,219,0.7,33.8,0,1003.1,1.9,318.6
3977,2019-10-1 16,10,19,70,55,196,0.6,34.4,0,1002.9,1.6,330.8
3978,2019-10-1 17,9,21,68,48,153,0.6,34.4,0,1002.7,1.7,3.8
3979,2019-10-1 18,10,25,70,49,148,0.7,33.8,0,1002.8,1.2,355.1
3980,2019-10-1 19,9,36,87,55,120,0.9,32.9,0,1002.9,0.8,18.2
3981,2019-10-1 20,9,56,115,66,80,1.3,32,0,1003.2,0.6,114.5
3982,2019-10-1 21,8,43,107,54,82,1.4,30.9,0,1003.9,0.6,149.7
3983,2019-10-1 22,8,46,91,51,71,1.4,30.3,0,1004.4,0.6,168.2
3984,2019-10-1 23,8,38,79,48,73,1.3,29.8,0,1004.6,0.6,176.2
3985,2019-10-2 0,8,32,78,46,79,1.1,29.1,0,1004.7,0.9,197.9
3986,2019-10-2 1,8,27,72,46,81,0.8,28.3,0,1004.7,1,193.6
3987,2019-10-2 2,8,24,83,45,84,0.8,27.9,0,1004.8,1,195.3
3988,2019-10-2 3,8,30,80,46,64,0.7,27.1,0,1005,0.9,229.4
3989,2019-10-2 4,8,23,83,44,76,0.7,26.7,0,1005,1,147.8
3990,2019-10-2 5,8,22,70,44,75,0.7,26.6,0,1005,0.8,193.7
3991,2019-10-2 6,8,25,67,46,64,0.7,26.1,0,1005.5,0.6,214.6
3992,2019-10-2 7,10,25,72,50,70,0.7,25.9,0,1006.1,0.8,190.7
3993,2019-10-2 8,12,25,72,51,76,0.8,26.7,0,1006.8,0.7,218.6
3994,2019-10-2 9,12,28,77,53,79,0.8,27.8,0,1007.4,0.7,203.5
3995,2019-10-2 10,15,35,93,64,88,0.9,28.7,0,1007.7,1.1,298.9
3996,2019-10-2 11,26,35,121,88,136,0.9,29.9,0,1007.7,1.3,296.1
3997,2019-10-2 12,19,26,119,77,163,0.8,30.8,0,1007.1,1.6,339.1
3998,2019-10-2 13,16,18,96,64,179,0.7,31.8,0,1006.2,1.9,350.4
3999,2019-10-2 14,12,14,78,57,172,0.6,33,0,1005.4,1.8,341.5
4000,2019-10-2 15,10,14,67,49,165,0.6,33.9,0,1004.6,1.8,340.3
4001,2019-10-2 16,9,15,63,50,169,0.6,34.2,0,1004,1.8,352.8
4002,2019-10-2 17,9,18,68,50,169,0.6,34.3,0,1003.8,1.8,359.5
4003,2019-10-2 18,10,23,84,50,160,0.7,33.9,0,1003.7,1.1,346
4004,2019-10-2 19,10,46,98,57,126,1,32.8,0,1003.7,0.7,359.1
4005,2019-10-2 20,9,63,127,69,75,1.4,31.7,0,1004,0.8,135.8
4006,2019-10-2 21,8,51,118,58,74,1.3,30.7,0,1004.7,0.8,151.9
4007,2019-10-2 22,8,34,90,48,96,1.1,30,0,1005.4,1.2,191.1
4008,2019-10-2 23,8,28,76,44,105,0.9,29.4,0,1005.6,1,198.4
4009,2019-10-3 0,8,37,77,46,85,1,28.9,0,1005.9,0.9,161.2
4010,2019-10-3 1,8,41,102,49,70,1,28.6,0,1006.1,0.6,167
4011,2019-10-3 2,8,34,98,48,74,0.9,28.3,0,1006.2,0.8,194.3
4012,2019-10-3 3,9,29,97,51,84,0.8,27.6,0,1006.2,0.9,172.3
4013,2019-10-3 4,11,31,109,60,72,0.8,27.3,0,1006.1,0.9,184
4014,2019-10-3 5,13,32,114,67,60,0.8,27.1,0,1006.3,1.1,193.5
4015,2019-10-3 6,15,34,108,71,50,0.8,26.7,0,1006.6,1,174.7
4016,2019-10-3 7,15,36,108,78,45,0.9,26.5,0,1007,1.2,196.5
4017,2019-10-3 8,16,37,106,77,48,0.9,26.7,0,1007.5,1.5,194.8
4018,2019-10-3 9,19,38,110,74,55,0.9,27.8,0,1008,0.9,227.5
4019,2019-10-3 10,25,33,113,64,74,0.8,28.9,0,1008.4,0.9,313.6
4020,2019-10-3 11,24,33,107,66,94,0.7,29.6,0,1008.2,1.1,335.3
4021,2019-10-3 12,20,28,108,68,125,0.7,30.3,0,1007.6,1.4,350
4022,2019-10-3 13,15,19,93,63,153,0.6,31.1,0,1006.7,1.8,348.8
4023,2019-10-3 14,15,16,73,56,165,0.6,31.8,0,1005.7,1.6,345.3
4024,2019-10-3 15,12,16,72,54,173,0.5,32.4,0,1005.1,1.8,334
4025,2019-10-3 16,11,17,70,54,180,0.6,32.8,0,1004.7,1.5,345.7
4026,2019-10-3 17,13,18,72,52,178,0.6,33,0,1004.6,1.4,3.8
4027,2019-10-3 18,12,20,85,51,176,0.6,32.7,0,1004.5,0.9,301.3
4028,2019-10-3 19,11,25,82,53,166,0.7,32,0,1004.6,0.9,300.1
4029,2019-10-3 20,10,41,106,64,114,1,31.1,0,1005,0.9,143.4
4030,2019-10-3 21,9,29,115,52,126,0.8,30.1,0,1005.6,1.1,159.3
4031,2019-10-3 22,9,29,86,49,118,0.8,29.6,0,1006.3,1.1,184.1
4032,2019-10-3 23,9,37,84,51,92,0.9,29,0,1006.6,1.1,200.5
4033,2019-10-4 0,9,40,105,49,80,0.8,28.5,0,1006.8,1.1,194.9
4034,2019-10-4 1,10,36,89,48,79,0.8,28.2,0,1006.8,0.9,192.2
4035,2019-10-4 2,10,44,103,51,54,0.8,28,0,1006.7,0.6,203.7
4036,2019-10-4 3,9,41,111,49,49,0.8,27.6,0,1006.7,0.5,238.2
4037,2019-10-4 4,10,38,97,47,41,0.7,27.1,0,1006.6,0.7,200.7
4038,2019-10-4 5,10,47,96,50,25,0.7,26.6,0,1006.5,1.2,196.8
4039,2019-10-4 6,11,45,97,53,24,0.7,25.9,0,1006.8,1.3,191.4
4040,2019-10-4 7,13,42,86,52,20,0.7,25.9,0,1007.1,0.7,204.9
4041,2019-10-4 8,14,40,71,50,20,0.8,26.6,0,1007.7,1.2,205.1
4042,2019-10-4 9,17,41,88,52,35,0.8,27.3,0,1008.2,1.2,199.6
4043,2019-10-4 10,19,28,90,40,61,0.6,28.3,0,1008.4,1.3,245
4044,2019-10-4 11,16,26,68,40,80,0.6,29.5,0,1008.2,1.3,273.6
4045,2019-10-4 12,16,29,75,42,98,0.6,30.3,0,1007.7,1.5,318.1
4046,2019-10-4 13,14,22,78,41,137,0.5,31.1,0,1006.9,1.6,338.7
4047,2019-10-4 14,11,16,56,38,155,0.5,32,0,1006.1,1.8,336.8
4048,2019-10-4 15,12,15,46,34,153,0.4,32.6,0,1005.3,1.8,339
4049,2019-10-4 16,12,15,53,33,160,0.5,32.8,0,1004.9,1.8,342.9
4050,2019-10-4 17,12,17,54,33,165,0.5,33,0,1004.6,1.4,347.5
4051,2019-10-4 18,11,21,53,34,159,0.5,32.7,0,1004.7,0.9,323.8
4052,2019-10-4 19,10,29,59,39,148,0.6,31.9,0,1004.8,1.1,253.9
4053,2019-10-4 20,8,43,95,49,99,0.8,30.7,0,1005.4,1,163
4054,2019-10-4 21,8,33,91,45,111,0.7,29.9,0,1006.1,0.9,160.2
4055,2019-10-4 22,9,27,70,41,113,0.7,29.4,0,1006.7,1.1,177.2
4056,2019-10-4 23,8,32,64,40,93,0.7,29,0,1007.1,1.1,184.2
4057,2019-10-5 0,8,59,77,43,49,0.8,28.3,0,1007.2,0.8,356.4
4058,2019-10-5 1,8,43,104,43,60,0.7,28.1,0,1007.2,0.9,194.3
4059,2019-10-5 2,8,35,79,42,66,0.6,27.5,0,1007.1,1.1,189.1
4060,2019-10-5 3,9,34,84,42,60,0.5,27,0,1007,0.9,174.5
4061,2019-10-5 4,12,37,75,45,41,0.6,26.4,0,1006.8,1.5,198.3
4062,2019-10-5 5,15,43,76,45,31,0.5,26,0,1006.8,1.1,191.5
4063,2019-10-5 6,16,35,75,44,38,0.5,25.9,0,1007.2,1.3,205.5
4064,2019-10-5 7,14,33,78,43,33,0.5,25.7,0,1007.9,1,200.7
4065,2019-10-5 8,13,37,67,46,28,0.7,26.5,0,1008.5,0.6,210.6
4066,2019-10-5 9,13,37,76,53,40,0.7,27.5,0,1009.3,0.9,248.4
4067,2019-10-5 10,15,37,101,58,60,0.7,28.5,0,1009.6,1.2,211.1
4068,2019-10-5 11,16,32,103,65,105,0.6,29.4,0,1009.8,1.4,294.9
4069,2019-10-5 12,12,23,88,51,142,0.5,30.9,0,1009.4,1.6,305
4070,2019-10-5 13,10,18,62,48,172,0.5,31.8,0,1008.5,1.8,316.1
4071,2019-10-5 14,8,16,60,43,168,0.4,32.4,0,1007.7,1.8,328.1
4072,2019-10-5 15,8,16,48,35,154,0.4,33.2,0,1006.8,1.6,325.7
4073,2019-10-5 16,8,17,50,36,160,0.4,33.1,0,1006.2,1.7,327.6
4074,2019-10-5 17,10,20,47,38,154,0.4,33.1,0,1006.1,1.3,354.4
4075,2019-10-5 18,9,22,59,33,126,0.4,32.8,0,1006.1,1.4,359.9
4076,2019-10-5 19,10,34,65,42,93,0.7,32.5,0,1006.2,0.7,0.7
4077,2019-10-5 20,9,67,90,54,63,1.1,31.3,0,1006.5,0.9,162.2
4078,2019-10-5 21,8,31,101,38,98,0.7,30.2,0,1007.4,1.2,169.9
4079,2019-10-5 22,8,29,74,33,99,0.7,29.6,0,1008.1,1.2,180.6
4080,2019-10-5 23,8,27,69,33,101,0.6,29.2,0,1008.4,0.8,168.6
4081,2019-10-6 0,8,24,66,32,106,0.6,28.8,0,1008.4,1.3,176.2
4082,2019-10-6 1,8,26,68,34,92,0.6,28.4,0,1008.2,0.6,238.4
4083,2019-10-6 2,8,30,73,38,79,0.6,27.9,0,1008.3,1.1,176
4084,2019-10-6 3,9,31,98,55,73,0.5,27.4,0,1008.3,1.1,181
4085,2019-10-6 4,13,32,70,42,64,0.5,27,0,1008.4,1.3,168.4
4086,2019-10-6 5,15,28,70,46,63,0.5,26.9,0,1008.5,1.8,188.6
4087,2019-10-6 6,12,27,66,45,60,0.5,26.9,0,1009,1.3,199.8
4088,2019-10-6 7,11,28,77,45,55,0.5,26.9,0,1009.7,0.8,202
4089,2019-10-6 8,11,36,65,49,47,0.7,27.3,0,1010.5,0.9,196.4
4090,2019-10-6 9,10,34,68,50,55,0.7,27.8,0,1011,1.2,171.2
4091,2019-10-6 10,10,28,74,48,80,0.6,29.4,0,1011.1,1,224.7
4092,2019-10-6 11,9,24,71,43,101,0.5,30,0,1011.1,1.2,305.7
4093,2019-10-6 12,9,24,74,46,112,0.5,31,0,1010.4,1,178.9
4094,2019-10-6 13,10,13,54,38,122,0.4,31.8,0,1009.4,1.8,191.7
4095,2019-10-6 14,10,14,53,45,137,0.4,32.6,0,1008.5,1.6,250.1
4096,2019-10-6 15,10,21,55,49,134,0.5,32.8,0,1007.7,1.5,175.6
4097,2019-10-6 16,9,17,57,49,132,0.4,33.1,0,1007.4,1.3,198.3
4098,2019-10-6 17,7,19,83,46,113,0.4,30.4,0,1007.8,2.9,191
4099,2019-10-6 18,6,27,75,40,80,0.6,26.9,0,1008.1,1.7,198.3
4100,2019-10-6 19,6,27,35,41,76,0.7,27.4,0,1008.2,2.1,150.9
4101,2019-10-6 20,6,24,40,34,74,0.7,28.1,0,1008.7,1.1,180.3
4102,2019-10-6 21,6,36,42,37,48,0.7,27.8,0,1009.6,0.9,330.4
4103,2019-10-6 22,8,42,56,40,36,0.7,27.6,0,1010.2,0.6,337.2
4104,2019-10-6 23,13,39,76,44,46,0.6,27.8,0,1010.4,0.8,332.3
4105,2019-10-7 0,16,38,78,49,43,0.6,27.6,0,1010.6,0.8,357.5
4106,2019-10-7 1,13,37,76,45,32,0.6,27.2,0,1010.3,1.2,150
4107,2019-10-7 2,12,38,65,46,25,0.6,27.2,0,1009.7,0.7,282.8
4108,2019-10-7 3,9,44,66,40,12,0.5,26.4,0,1010.2,2,242
4109,2019-10-7 4,8,41,51,32,18,0.4,25.6,0,1010,2,204.1
4110,2019-10-7 5,7,27,34,31,35,0.5,25.1,0,1009.6,1.9,149.7
4111,2019-10-7 6,7,25,24,29,35,0.4,25.6,0,1009.7,1.3,160.1
4112,2019-10-7 7,7,27,22,28,25,0.5,25.7,0,1010.2,1.2,176.7
4113,2019-10-7 8,7,35,28,31,17,0.6,25.6,0,1011.1,0.8,204.9
4114,2019-10-7 9,8,35,47,32,18,0.7,26,0,1012,0.7,253.9
4115,2019-10-7 10,7,36,49,35,22,0.7,26.5,0,1012.3,0.9,284.7
4116,2019-10-7 11,8,41,60,38,23,0.7,26.5,0,1012.5,1.4,354.5
4117,2019-10-7 12,10,46,64,40,23,0.6,26.8,0,1012.1,0.8,14.2
4118,2019-10-7 13,10,46,61,46,32,0.7,27.4,0,1011.3,0.9,357.3
4119,2019-10-7 14,9,42,68,51,58,0.7,28.2,0,1010.6,1,337.6
4120,2019-10-7 15,9,33,68,54,97,0.7,29.9,0,1009.8,1,253.1
4121,2019-10-7 16,10,19,66,48,106,0.5,30.2,0,1009.4,1.1,190.4
4122,2019-10-7 17,9,23,59,49,100,0.6,30,0,1009.7,0.8,128.9
4123,2019-10-7 18,8,37,67,57,76,0.8,29.2,0,1009.9,0.9,3.6
4124,2019-10-7 19,9,48,82,63,54,0.9,28.3,0,1010.1,1.8,4.8
4125,2019-10-7 20,8,32,80,63,57,0.8,27.1,0,1010.5,1.5,6.1
4126,2019-10-7 21,8,44,75,63,31,1.1,26.9,0,1010.7,0.7,336.3
4127,2019-10-7 22,8,31,81,53,58,0.9,27.6,0,1011.1,1,168.8
4128,2019-10-7 23,8,50,87,58,19,1.2,27.1,0,1011.1,0.7,359.1
4129,2019-10-8 0,8,50,77,58,28,0.9,27.4,0,1010.7,0.9,205.9
4130,2019-10-8 1,7,43,78,58,15,0.8,26.5,0,1010.4,1,353.8
4131,2019-10-8 2,7,42,68,59,18,0.8,26.2,0,1010.1,0.5,316.2
4132,2019-10-8 3,8,32,63,53,31,0.7,26.5,0,1009.8,0.4,99.4
4133,2019-10-8 4,7,29,55,50,34,0.7,26.5,0,1009.6,0.6,51.6
4134,2019-10-8 5,7,18,51,47,51,0.6,26.4,0,1009.7,0.9,161.3
4135,2019-10-8 6,7,14,45,47,58,0.6,26.3,0,1010.3,1.9,151
4136,2019-10-8 7,6,16,45,46,52,0.7,26,0,1011,2,158.7
4137,2019-10-8 8,7,18,46,44,50,0.8,26.1,0,1011.7,2.2,152.6
4138,2019-10-8 9,7,18,36,46,54,0.8,26.9,0,1012.4,1.3,169.6
4139,2019-10-8 10,7,17,58,45,62,0.7,27.8,0,1012.9,1.3,151.6
4140,2019-10-8 11,9,19,56,48,80,0.7,29.1,0,1012.9,1.8,198.3
4141,2019-10-8 12,10,15,72,53,103,0.7,29.8,0,1012.1,2.3,195.5
4142,2019-10-8 13,10,14,64,57,117,0.7,30.5,0,1011.3,2.2,215.3
4143,2019-10-8 14,9,13,60,57,121,0.6,31.2,0,1010.4,2,192.9
4144,2019-10-8 15,8,13,62,57,124,0.6,31.6,0,1009.6,1.6,175.9
4145,2019-10-8 16,7,16,56,55,119,0.6,31.9,0,1009.1,1,134.2
4146,2019-10-8 17,8,16,57,54,117,0.7,31.7,0,1009.2,1.7,158
4147,2019-10-8 18,8,21,66,53,114,0.8,31,0,1009.3,2,155.8
4148,2019-10-8 19,8,22,60,53,112,0.8,30.2,0,1009.6,2.3,152.3
4149,2019-10-8 20,8,20,58,54,107,0.8,29.7,0,1010.1,2.1,158.5
4150,2019-10-8 21,11,23,58,54,90,0.8,29.1,0,1010.7,2.2,170.4
4151,2019-10-8 22,16,32,80,52,70,0.8,28.8,0,1011.3,2,185.3
4152,2019-10-8 23,16,31,72,50,65,0.8,28.5,0,1011.4,1.6,181
4153,2019-10-9 0,16,26,71,51,67,0.8,28.1,0,1011.1,1.2,175.4
4154,2019-10-9 1,15,26,65,49,65,0.8,27.7,0,1010.9,1.1,180.9
4155,2019-10-9 2,14,23,66,50,64,0.8,27.3,0,1010.4,1,171.2
4156,2019-10-9 3,14,25,69,47,58,0.7,26.9,0,1010,1.4,179.8
4157,2019-10-9 4,14,26,59,46,54,0.7,26.7,0,1009.6,1.3,193.6
4158,2019-10-9 5,13,24,56,43,58,0.7,26.5,0,1009.6,1.7,169.7
4159,2019-10-9 6,12,23,50,42,58,0.7,26.3,0,1010.1,1.3,170.5
4160,2019-10-9 7,13,35,50,44,39,0.7,25.7,0,1010.9,1.2,318.1
4161,2019-10-9 8,14,44,64,46,28,0.9,25.4,0,1011.5,1,269.5
4162,2019-10-9 9,12,46,67,47,24,1,25.1,0,1012.1,1.6,358.2
4163,2019-10-9 10,12,36,73,46,35,0.8,25.2,0,1012.6,1.6,16
4164,2019-10-9 11,13,38,69,48,41,0.8,26.2,0,1012.4,1,347.8
4165,2019-10-9 12,13,32,69,50,63,0.8,27.5,0,1011.5,1.1,338.2
4166,2019-10-9 13,12,32,79,54,81,0.8,27.7,0,1010.2,1.4,332.5
4167,2019-10-9 14,12,27,80,56,97,0.7,27.9,0,1009.3,1.2,352
4168,2019-10-9 15,11,27,70,57,104,0.8,28.5,0,1008.5,1.6,345
4169,2019-10-9 16,10,25,72,56,108,0.7,28.8,0,1008,1.1,15
4170,2019-10-9 17,10,19,64,55,112,0.6,29.7,0,1007.6,1.1,20
4171,2019-10-9 18,12,26,67,57,120,0.7,29.3,0,1007.4,1.1,9.3
4172,2019-10-9 19,12,35,72,67,98,0.9,28.5,0,1007.4,1,9.9
4173,2019-10-9 20,9,36,88,60,77,0.9,28.2,0,1008,0.9,126.6
4174,2019-10-9 21,8,38,81,56,69,0.9,27.7,0,1008.8,0.8,191
4175,2019-10-9 22,8,46,105,55,55,0.9,27.3,0,1009.1,0.6,166.4
4176,2019-10-9 23,7,31,69,52,64,0.8,27,0,1009.1,0.6,174.8
4177,2019-10-10 0,7,52,84,62,27,0.9,26.3,0,1009.1,1.1,348.8
4178,2019-10-10 1,7,42,84,57,40,0.8,26,0,1008.8,0.5,128.3
4179,2019-10-10 2,8,38,73,60,41,0.8,25.9,0,1008.5,1.4,7.9
4180,2019-10-10 3,23,41,77,69,33,1,25.6,0,1008.3,1.3,10.4
4181,2019-10-10 4,24,43,83,73,26,0.9,25.9,0,1008.1,0.6,239.6
4182,2019-10-10 5,13,48,78,68,16,0.9,26,0,1008.2,0.4,56.1
4183,2019-10-10 6,11,51,92,71,12,0.8,25.8,0,1008.7,0.6,196.4
4184,2019-10-10 7,11,50,93,78,9,0.9,25.6,0,1009.4,0.8,175.9
4185,2019-10-10 8,11,50,90,79,13,1.1,26,0,1010.1,0.6,278.8
4186,2019-10-10 9,13,51,98,86,22,1.3,27.1,0,1010.8,0.8,228.1
4187,2019-10-10 10,13,42,113,78,56,1,27.8,0,1011,1.2,313.1
4188,2019-10-10 11,13,25,76,58,100,0.7,28.4,0,1010.7,1.4,357.7
4189,2019-10-10 12,10,21,66,58,128,0.7,29.4,0,1009.9,1.5,341.3
4190,2019-10-10 13,11,14,59,59,145,0.6,30.2,0,1008.9,2,345.2
4191,2019-10-10 14,9,17,71,63,149,0.5,31.1,0,1008,1.6,347.2
4192,2019-10-10 15,9,16,70,61,148,0.5,31.5,0,1006.8,1.6,345.6
4193,2019-10-10 16,8,14,52,54,143,0.5,31.7,0,1006,1.6,325.8
4194,2019-10-10 17,7,15,41,48,139,0.5,31.8,0,1005.8,1.4,332.4
4195,2019-10-10 18,8,23,55,46,138,0.7,31.3,0,1005.8,1.2,347.8
4196,2019-10-10 19,8,36,57,48,128,0.7,30.6,0,1006,1.1,348.1
4197,2019-10-10 20,11,50,76,56,102,0.8,30,0,1006.5,1,348.4
4198,2019-10-10 21,12,43,106,56,87,0.8,29.5,0,1007,0.6,359.6
4199,2019-10-10 22,8,55,96,51,51,1.1,29.1,0,1007.3,0.5,157.5
4200,2019-10-10 23,9,88,109,55,19,1.1,28.5,0,1007.4,0.7,316.5
4201,2019-10-11 0,9,55,156,52,46,0.9,28,0,1007.5,0.5,187.5
4202,2019-10-11 1,8,37,71,50,57,0.8,27.6,0,1007.4,0.6,154.6
4203,2019-10-11 2,8,34,71,50,52,0.8,27.4,0,1007.1,0.8,199.6
4204,2019-10-11 3,9,36,74,50,45,0.8,27.1,0,1007,0.8,195.3
4205,2019-10-11 4,10,36,66,53,40,0.7,26.7,0,1006.8,0.5,186.7
4206,2019-10-11 5,10,34,82,56,34,0.7,26.3,0,1006.8,0.8,191.8
4207,2019-10-11 6,10,41,85,63,21,0.7,25.8,0,1007.2,0.8,183.5
4208,2019-10-11 7,11,58,94,74,8,0.8,25.5,0,1007.8,1.1,182.9
4209,2019-10-11 8,17,58,99,83,17,1,25.8,0,1008.4,1,182.3
4210,2019-10-11 9,20,51,102,84,33,1,26.9,0,1008.9,1,287.6
4211,2019-10-11 10,19,54,121,89,51,1,27.8,0,1009,1.3,315.6
4212,2019-10-11 11,18,51,117,86,76,0.8,29,0,1008.6,1.2,328.5
4213,2019-10-11 12,15,26,88,71,125,0.7,30.1,0,1007.8,1.5,348
4214,2019-10-11 13,12,13,62,50,142,0.5,30.7,0,1006.6,1.6,342.4
4215,2019-10-11 14,9,12,49,47,143,0.5,31.9,0,1005.5,1.5,327.5
4216,2019-10-11 15,10,16,59,54,151,0.6,32.3,0,1004.5,1.6,338.9
4217,2019-10-11 16,7,13,54,43,123,0.5,33,0,1004,1.3,328.5
4218,2019-10-11 17,7,14,41,37,107,0.5,32.7,0,1003.9,1.2,337.7
4219,2019-10-11 18,8,22,42,37,104,0.7,32.4,0,1003.9,1.2,336.8
4220,2019-10-11 19,10,29,58,42,113,0.7,31.3,0,1004,1.4,315.4
4221,2019-10-11 20,9,30,65,43,114,0.7,30.9,0,1004.6,0.9,313.8
4222,2019-10-11 21,48,48,81,49,77,0.8,30.5,0,1005.4,0.5,332
4223,2019-10-11 22,16,46,89,45,49,1,29.8,0,1005.8,0.8,144.5
4224,2019-10-11 23,12,39,76,43,52,1,29.4,0,1006,0.6,186.8
4225,2019-10-12 0,11,31,71,42,58,0.8,29,0,1006.1,0.8,196.4
4226,2019-10-12 1,10,29,61,43,54,0.8,28.3,0,1006,0.8,177.9
4227,2019-10-12 2,9,24,66,42,62,0.7,27.9,0,1005.8,0.9,201.5
4228,2019-10-12 3,9,27,57,44,55,0.6,27.5,0,1005.7,1.2,186.7
4229,2019-10-12 4,11,40,70,58,35,0.7,27.1,0,1005.6,1,190.2
4230,2019-10-12 5,15,33,79,65,49,0.7,26.8,0,1005.6,0.7,216.7
4231,2019-10-12 6,13,34,68,58,47,0.7,26.5,0,1006,0.9,228.8
4232,2019-10-12 7,12,43,82,59,33,0.7,26.2,0,1006.6,0.7,211.7
4233,2019-10-12 8,12,34,78,60,53,0.8,26.7,0,1007.3,1,207.8
4234,2019-10-12 9,10,38,77,59,53,1,28.2,0,1008.1,0.8,220.5
4235,2019-10-12 10,12,43,97,70,68,0.9,28.8,0,1008.3,1.2,299.5
4236,2019-10-12 11,15,37,102,81,112,0.8,30,0,1008,1.4,285.3
4237,2019-10-12 12,14,28,98,82,158,0.8,31,0,1007.3,1.7,302.3
4238,2019-10-12 13,9,14,69,55,148,0.6,32.4,0,1006.5,1.7,297.5
4239,2019-10-12 14,8,16,47,56,170,0.6,33.4,0,1005.6,2,315.5
4240,2019-10-12 15,8,19,54,57,183,0.6,33.9,0,1004.7,1.7,338.8
4241,2019-10-12 16,8,16,59,50,150,0.5,34.2,0,1004.2,1.7,351.5
4242,2019-10-12 17,7,16,41,48,137,0.5,34.4,0,1004.1,1.1,323.2
4243,2019-10-12 18,7,23,42,47,120,0.7,33.7,0,1004.3,0.9,336.5
4244,2019-10-12 19,7,31,51,46,101,0.9,32.8,0,1004.7,0.7,346
4245,2019-10-12 20,9,49,70,51,74,0.9,32.2,0,1005.5,0.7,337
4246,2019-10-12 21,7,48,101,53,58,1.2,31.2,0,1006.4,0.8,169.3
4247,2019-10-12 22,7,37,76,43,69,1,30.6,0,1007.1,1.1,156.8
4248,2019-10-12 23,9,25,60,40,78,0.7,30.4,0,1007.3,1.9,150
4249,2019-10-13 0,8,14,54,39,83,0.6,29.6,0,1007.7,3,156.1
4250,2019-10-13 1,7,12,56,42,81,0.7,28.7,0,1008.2,2.3,162.7
4251,2019-10-13 2,7,12,48,42,77,0.7,27.9,0,1008.3,2.4,159
4252,2019-10-13 3,7,12,45,42,73,0.7,27,0,1008.3,1.9,146.4
4253,2019-10-13 4,7,13,41,38,72,0.7,26.6,0,1008.4,2.1,148.9
4254,2019-10-13 5,6,10,38,36,70,0.7,26.2,0,1008.4,2.1,150
4255,2019-10-13 6,6,11,34,36,66,0.7,25.8,0,1009.1,2.3,145.7
4256,2019-10-13 7,6,15,37,34,60,0.7,25.2,0,1009.9,2.1,150.5
4257,2019-10-13 8,6,14,28,34,62,0.7,25.6,0,1010.7,2.1,147.9
4258,2019-10-13 9,6,16,42,35,61,0.8,26,0,1011.4,1.8,146.9
4259,2019-10-13 10,7,17,42,37,62,0.8,27.1,0,1011.8,1.3,155.2
4260,2019-10-13 11,10,18,44,43,74,0.8,28.5,0,1011.7,1.5,209.5
4261,2019-10-13 12,10,16,61,50,93,0.8,29.3,0,1011.1,1.8,194.2
4262,2019-10-13 13,10,14,58,55,108,0.8,29.9,0,1010.2,1.9,206.3
4263,2019-10-13 14,10,14,52,57,112,0.8,29.7,0,1009.5,2.3,195.5
4264,2019-10-13 15,10,17,52,59,112,0.8,29.8,0,1009.2,1.7,174.7
4265,2019-10-13 16,10,17,50,57,114,0.7,30,0,1008.9,1.4,130.6
4266,2019-10-13 17,8,15,53,56,109,0.8,30,0,1008.8,1.8,179.9
