,1,2,3,4,5,6,7
1987,2020-10-14 19,8,31,53,34,56,1.0
1988,2020-10-14 20,9,29,51,35,54,1.0
1989,2020-10-14 21,9,32,50,34,48,0.9
1990,2020-10-14 22,9,31,53,34,46,0.9
1991,2020-10-14 23,11,27,52,31,49,0.9
1992,2020-10-15 0,10,30,46,30,44,0.9
1993,2020-10-15 1,9,34,57,30,37,0.9
1994,2020-10-15 2,9,24,37,28,51,0.8
1995,2020-10-15 3,8,22,38,27,52,0.7
1996,2020-10-15 4,8,18,32,26,56,0.7
1997,2020-10-15 5,8,20,36,27,52,0.7
1998,2020-10-15 6,9,22,33,26,50,0.7
1999,2020-10-15 7,9,23,32,27,51,0.7
2000,2020-10-15 8,10,23,40,28,55,0.9
2001,2020-10-15 9,9,26,45,29,56,0.9
2002,2020-10-15 10,10,22,54,30,65,0.9
2003,2020-10-15 11,11,20,52,31,74,0.9
2004,2020-10-15 12,10,19,50,32,84,0.9
2005,2020-10-15 13,9,17,54,32,92,0.9
2006,2020-10-15 14,8,15,46,31,95,0.8
2007,2020-10-15 15,7,14,52,29,96,0.8
2008,2020-10-15 16,7,16,47,32,103,0.8
2009,2020-10-15 17,7,20,57,33,101,0.8
2010,2020-10-15 18,7,21,51,34,90,0.9
2011,2020-10-15 19,7,18,50,34,83,0.9
2012,2020-10-15 20,7,17,53,34,80,0.8
2013,2020-10-15 21,7,21,55,35,70,0.9
2014,2020-10-15 22,8,21,49,34,65,0.9
2015,2020-10-15 23,10,23,51,34,59,0.9
2016,2020-10-16 0,9,20,47,33,60,0.8
2017,2020-10-16 1,8,17,47,32,61,0.8
2018,2020-10-16 2,7,14,44,31,61,0.7
2019,2020-10-16 3,7,14,39,29,57,0.7
2020,2020-10-16 4,7,14,39,28,56,0.8
2021,2020-10-16 5,6,14,35,26,51,0.8
2022,2020-10-16 6,6,15,26,26,49,0.8
2023,2020-10-16 7,6,16,31,24,44,0.8
2024,2020-10-16 8,6,17,35,25,46,0.9
2025,2020-10-16 9,6,17,34,23,47,0.9
2026,2020-10-16 10,6,17,34,23,50,0.8
2027,2020-10-16 11,6,16,32,22,58,0.8
2028,2020-10-16 12,6,16,38,22,62,0.8
2029,2020-10-16 13,6,15,40,22,76,0.8
2030,2020-10-16 14,6,15,35,22,87,0.8
2031,2020-10-16 15,6,16,39,22,92,0.8
2032,2020-10-16 16,6,16,41,22,91,0.8
2033,2020-10-16 17,6,17,39,22,85,0.8
2034,2020-10-16 18,6,17,36,22,78,0.9
2035,2020-10-16 19,6,18,31,21,69,0.9
2036,2020-10-16 20,7,18,29,20,59,0.9
2037,2020-10-16 21,6,17,23,18,55,0.9
2038,2020-10-16 22,6,17,19,16,49,0.9
2039,2020-10-16 23,6,16,16,15,48,0.8
2040,2020-10-17 0,5,16,13,14,47,0.8
2041,2020-10-17 1,5,15,8,13,46,0.8
2042,2020-10-17 2,6,16,14,13,46,0.8
2043,2020-10-17 3,6,15,7,11,44,0.8
2044,2020-10-17 4,6,15,7,10,42,0.8
2045,2020-10-17 5,6,16,7,10,39,0.8
2046,2020-10-17 6,6,16,12,9,37,0.8
2047,2020-10-17 7,6,17,14,9,35,0.8
2048,2020-10-17 8,6,16,5,8,37,0.9
2049,2020-10-17 9,6,16,13,7,41,0.9
2050,2020-10-17 10,6,17,13,7,48,0.9
2051,2020-10-17 11,6,17,15,7,58,0.8
2052,2020-10-17 12,6,17,21,7,64,0.8
2053,2020-10-17 13,6,15,11,7,71,0.8
2054,2020-10-17 14,6,16,19,7,74,0.8
2055,2020-10-17 15,6,17,17,7,73,0.8
2056,2020-10-17 16,6,16,17,8,75,0.8
2057,2020-10-17 17,6,19,21,8,71,0.8
2058,2020-10-17 18,6,23,22,9,64,0.8
2059,2020-10-17 19,6,20,23,8,64,0.8
2060,2020-10-17 20,7,23,18,8,58,0.8
2061,2020-10-17 21,7,22,17,8,58,0.7
2062,2020-10-17 22,6,22,12,8,56,0.7
2063,2020-10-17 23,7,21,18,7,54,0.7
2064,2020-10-18 0,7,19,17,8,51,0.7
2065,2020-10-18 1,6,18,15,8,49,0.7
2066,2020-10-18 2,6,17,14,8,52,0.7
2067,2020-10-18 3,7,20,15,8,50,0.7
2068,2020-10-18 4,7,20,12,8,47,0.7
2069,2020-10-18 5,7,17,17,8,48,0.7
2070,2020-10-18 6,6,18,12,8,47,0.7
2071,2020-10-18 7,6,20,20,8,45,0.7
2072,2020-10-18 8,7,19,15,8,46,0.7
2073,2020-10-18 9,7,18,15,7,51,0.8
2074,2020-10-18 10,7,18,19,7,53,0.8
2075,2020-10-18 11,6,16,23,7,60,0.7
2076,2020-10-18 12,6,16,25,8,66,0.7
2077,2020-10-18 13,6,15,17,9,71,0.7
2078,2020-10-18 14,6,16,20,9,77,0.7
2079,2020-10-18 15,5,17,18,10,82,0.7
2080,2020-10-18 16,6,19,26,11,80,0.7
2081,2020-10-18 17,6,19,28,12,78,0.8
2082,2020-10-18 18,7,27,30,12,68,0.8
2083,2020-10-18 19,8,28,30,13,60,0.8
2084,2020-10-18 20,8,24,31,14,54,0.8
2085,2020-10-18 21,8,26,22,13,46,0.8
2086,2020-10-18 22,8,25,29,14,45,0.8
2087,2020-10-18 23,8,24,26,14,45,0.8
2088,2020-10-19 0,6,17,22,14,51,0.7
2089,2020-10-19 1,6,16,18,14,50,0.7
2090,2020-10-19 2,6,15,22,14,49,0.7
2091,2020-10-19 3,6,15,15,14,47,0.7
2092,2020-10-19 4,6,15,16,14,46,0.7
2093,2020-10-19 5,6,15,18,14,44,0.7
2094,2020-10-19 6,6,17,19,13,42,0.7
2095,2020-10-19 7,6,18,16,13,40,0.7
2096,2020-10-19 8,6,19,20,12,39,0.8
2097,2020-10-19 9,7,18,11,11,46,0.8
2098,2020-10-19 10,7,19,25,10,60,0.7
2099,2020-10-19 11,8,20,17,10,60,0.7
2100,2020-10-19 12,7,20,28,10,64,0.7
2101,2020-10-19 13,6,16,33,11,72,0.7
2102,2020-10-19 14,6,13,27,11,74,0.7
2103,2020-10-19 15,6,14,23,12,76,0.7
2104,2020-10-19 16,5,17,23,13,76,0.8
2105,2020-10-19 17,7,22,30,15,76,0.8
2106,2020-10-19 18,7,23,31,15,67,0.8
2107,2020-10-19 19,6,23,23,14,60,0.8
2108,2020-10-19 20,8,23,22,14,58,0.8
2109,2020-10-19 21,9,23,25,14,53,0.8
2110,2020-10-19 22,11,27,21,14,45,0.8
2111,2020-10-19 23,12,27,26,14,45,0.8
2112,2020-10-20 0,14,27,22,14,46,0.8
2113,2020-10-20 1,8,18,28,14,53,0.8
2114,2020-10-20 2,7,16,12,15,51,0.7
2115,2020-10-20 3,7,18,18,14,50,0.7
2116,2020-10-20 4,8,18,20,14,55,0.7
2117,2020-10-20 5,7,18,16,14,54,0.7
2118,2020-10-20 6,6,17,18,14,56,0.7
2119,2020-10-20 7,6,16,16,14,58,0.7
2120,2020-10-20 8,6,17,17,13,55,0.8
2121,2020-10-20 9,6,17,16,13,56,0.8
2122,2020-10-20 10,6,16,17,12,58,0.7
2123,2020-10-20 11,6,16,24,12,65,0.7
2124,2020-10-20 12,5,16,24,12,70,0.7
2125,2020-10-20 13,5,15,25,12,80,0.7
2126,2020-10-20 14,6,14,22,12,83,0.7
2127,2020-10-20 15,5,15,26,12,80,0.7
2128,2020-10-20 16,6,16,24,14,77,0.7
2129,2020-10-20 17,6,18,25,14,77,0.7
2130,2020-10-20 18,6,19,30,16,82,0.8
2131,2020-10-20 19,6,24,26,18,67,0.8
2132,2020-10-20 20,6,24,34,19,53,0.8
2133,2020-10-20 21,6,18,30,16,57,0.7
2134,2020-10-20 22,5,17,23,15,57,0.7
2135,2020-10-20 23,6,16,20,15,57,0.7
2136,2020-10-21 0,6,16,18,15,54,0.8
2137,2020-10-21 1,6,16,20,17,51,0.8
2138,2020-10-21 2,5,15,15,18,50,0.8
2139,2020-10-21 3,6,15,20,17,49,0.8
2140,2020-10-21 4,6,15,14,16,50,0.8
2141,2020-10-21 5,6,15,11,15,49,0.8
2142,2020-10-21 6,5,16,21,14,48,0.8
2143,2020-10-21 7,5,19,18,15,44,0.9
2144,2020-10-21 8,6,20,18,16,46,0.9
2145,2020-10-21 9,6,18,22,14,55,0.9
2146,2020-10-21 10,6,15,29,13,63,0.9
2147,2020-10-21 11,6,15,23,13,73,0.8
2148,2020-10-21 12,6,16,22,13,82,0.8
2149,2020-10-21 13,6,15,22,13,87,0.8
2150,2020-10-21 14,6,16,21,13,85,0.8
2151,2020-10-21 15,5,16,18,13,84,0.8
2152,2020-10-21 16,6,18,22,14,91,0.8
2153,2020-10-21 17,6,20,32,14,94,0.8
2154,2020-10-21 18,6,24,33,16,85,0.9
2155,2020-10-21 19,7,26,36,17,78,0.9
2156,2020-10-21 20,7,25,32,17,74,0.9
2157,2020-10-21 21,6,19,33,16,77,0.8
2158,2020-10-21 22,6,17,14,15,74,0.8
2159,2020-10-21 23,5,16,23,15,75,0.8
2160,2020-10-22 0,5,14,17,14,77,0.7
2161,2020-10-22 1,5,13,18,15,77,0.7
2162,2020-10-22 2,5,12,17,14,77,0.7
2163,2020-10-22 3,5,13,19,14,74,0.7
2164,2020-10-22 4,5,13,15,14,74,0.7
2165,2020-10-22 5,5,13,22,14,73,0.7
2166,2020-10-22 6,6,13,21,14,72,0.7
2167,2020-10-22 7,6,14,20,14,71,0.7
2168,2020-10-22 8,6,16,23,14,67,0.8
2169,2020-10-22 9,6,18,18,14,65,0.8
2170,2020-10-22 10,6,18,20,14,66,0.8
2171,2020-10-22 11,6,17,23,13,73,0.7
2172,2020-10-22 12,6,15,26,12,80,0.7
2173,2020-10-22 13,6,14,23,11,85,0.7
2174,2020-10-22 14,6,14,23,11,89,0.7
2175,2020-10-22 15,6,14,23,11,91,0.7
2176,2020-10-22 16,7,14,25,11,93,0.6
2177,2020-10-22 17,7,15,22,12,96,0.7
2178,2020-10-22 18,7,23,40,13,97,0.7
2179,2020-10-22 19,8,28,45,16,92,0.8
2180,2020-10-22 20,11,25,40,15,96,0.8
2181,2020-10-22 21,10,22,39,15,99,0.7
2182,2020-10-22 22,9,20,49,15,104,0.6
2183,2020-10-22 23,10,16,59,16,115,0.6
2184,2020-10-23 0,11,18,60,16,108,0.7
2185,2020-10-23 1,10,16,54,16,112,0.7
2186,2020-10-23 2,10,16,50,16,112,0.7
2187,2020-10-23 3,9,15,48,16,114,0.6
2188,2020-10-23 4,9,14,47,16,118,0.6
2189,2020-10-23 5,9,14,46,17,117,0.6
2190,2020-10-23 6,8,15,47,17,117,0.6
2191,2020-10-23 7,9,19,44,18,112,0.7
2192,2020-10-23 8,9,23,53,19,108,0.8
2193,2020-10-23 9,9,18,70,20,115,0.7
2194,2020-10-23 10,9,19,78,21,118,0.7
2195,2020-10-23 11,10,19,87,22,123,0.7
2196,2020-10-23 12,10,18,97,22,128,0.7
2197,2020-10-23 13,10,15,92,24,134,0.7
2198,2020-10-23 14,9,16,89,24,135,0.7
2199,2020-10-23 15,9,18,85,24,134,0.7
2200,2020-10-23 16,9,18,89,25,134,0.7
2201,2020-10-23 17,9,17,88,25,134,0.7
2202,2020-10-23 18,9,24,82,26,127,0.8
2203,2020-10-23 19,9,23,88,29,124,0.8
2204,2020-10-23 20,10,22,96,28,117,0.7
2205,2020-10-23 21,13,25,98,29,109,0.7
2206,2020-10-23 22,12,21,93,28,112,0.7
2207,2020-10-23 23,11,16,84,26,119,0.7
2208,2020-10-24 0,10,15,78,26,122,0.7
2209,2020-10-24 1,10,16,70,27,120,0.7
2210,2020-10-24 2,10,16,76,28,122,0.7
2211,2020-10-24 3,10,16,80,27,121,0.7
2212,2020-10-24 4,10,15,70,26,120,0.6
2213,2020-10-24 5,10,14,67,25,119,0.6
2214,2020-10-24 6,10,15,60,25,117,0.6
2215,2020-10-24 7,10,17,60,25,114,0.7
2216,2020-10-24 8,11,20,63,24,112,0.7
2217,2020-10-24 9,11,19,68,24,111,0.7
2218,2020-10-24 10,10,21,64,24,109,0.7
2219,2020-10-24 11,10,20,69,23,114,0.7
2220,2020-10-24 12,10,19,69,23,118,0.7
2221,2020-10-24 13,10,19,71,24,120,0.7
2222,2020-10-24 14,10,19,62,24,125,0.7
2223,2020-10-24 15,10,18,66,23,128,0.7
2224,2020-10-24 16,10,20,59,25,132,0.7
2225,2020-10-24 17,12,26,77,28,135,0.8
2226,2020-10-24 18,12,34,81,29,127,0.9
2227,2020-10-24 19,15,46,99,32,110,1.0
2228,2020-10-24 20,16,47,96,34,103,1.0
2229,2020-10-24 21,15,46,99,34,97,1.0
2230,2020-10-24 22,15,51,87,34,84,1.1
2231,2020-10-24 23,14,47,90,33,82,1.1
2232,2020-10-25 0,13,32,74,30,96,0.9
2233,2020-10-25 1,13,52,74,32,67,0.9
2234,2020-10-25 2,12,54,85,34,58,0.9
2235,2020-10-25 3,14,33,67,30,80,0.8
2236,2020-10-25 4,16,34,68,30,79,0.8
2237,2020-10-25 5,19,37,68,31,80,0.8
2238,2020-10-25 6,19,37,78,40,78,0.9
2239,2020-10-25 7,18,38,75,41,76,0.9
2240,2020-10-25 8,17,43,81,35,76,0.9
2241,2020-10-25 9,16,43,79,32,82,0.9
2242,2020-10-25 10,16,47,83,34,89,0.9
2243,2020-10-25 11,15,37,86,32,97,0.8
2244,2020-10-25 12,14,31,79,31,108,0.8
2245,2020-10-25 13,14,28,75,30,120,0.8
2246,2020-10-25 14,14,26,72,30,134,0.8
2247,2020-10-25 15,13,28,66,32,138,0.8
2248,2020-10-25 16,13,27,77,31,151,0.8
2249,2020-10-25 17,12,31,75,30,143,0.8
2250,2020-10-25 18,12,40,82,33,127,0.9
2251,2020-10-25 19,10,31,80,34,125,1.0
2252,2020-10-25 20,11,27,72,32,130,0.9
2253,2020-10-25 21,10,69,77,40,67,1.1
2254,2020-10-25 22,10,89,100,42,42,1.3
2255,2020-10-25 23,10,54,94,38,72,1.2
2256,2020-10-26 0,9,41,75,35,77,1.1
2257,2020-10-26 1,12,44,80,38,67,1.0
2258,2020-10-26 2,15,44,79,36,65,1.0
2259,2020-10-26 3,18,42,70,34,66,1.0
2260,2020-10-26 4,15,44,68,34,58,1.0
2261,2020-10-26 5,13,44,69,36,52,1.0
2262,2020-10-26 6,11,33,68,34,66,0.9
2263,2020-10-26 7,12,48,52,34,49,1.0
2264,2020-10-26 8,13,82,76,37,19,1.1
2265,2020-10-26 9,13,68,97,38,44,1.2
2266,2020-10-26 10,14,41,84,34,91,1.0
2267,2020-10-26 11,13,21,80,31,134,0.8
2268,2020-10-26 12,12,19,70,30,138,0.8
2269,2020-10-26 13,11,17,55,28,141,0.8
2270,2020-10-26 14,10,16,46,27,149,0.7
2271,2020-10-26 15,10,19,50,27,157,0.7
2272,2020-10-26 16,11,24,57,28,176,0.7
2273,2020-10-26 17,11,28,38,29,165,0.8
2274,2020-10-26 18,10,28,19,30,149,0.9
2275,2020-10-26 19,10,40,50,50,113,1.2
2276,2020-10-26 20,9,39,68,38,92,1.2
2277,2020-10-26 21,13,48,54,34,76,1.1
2278,2020-10-26 22,16,44,54,31,80,1.1
2279,2020-10-26 23,14,34,54,30,84,1.0
2280,2020-10-27 0,14,49,55,32,67,1.0
2281,2020-10-27 1,13,42,77,35,76,0.9
2282,2020-10-27 2,11,20,53,36,108,0.8
2283,2020-10-27 3,11,16,51,37,116,0.8
2284,2020-10-27 4,11,15,57,38,118,0.8
2285,2020-10-27 5,11,15,56,39,116,0.8
2286,2020-10-27 6,11,20,62,38,101,0.9
2287,2020-10-27 7,11,26,58,39,91,0.9
2288,2020-10-27 8,13,31,64,40,89,1.0
2289,2020-10-27 9,15,26,61,38,97,1.0
2290,2020-10-27 10,15,23,66,37,110,0.9
2291,2020-10-27 11,15,22,61,35,119,0.9
2292,2020-10-27 12,14,20,59,34,130,0.8
2293,2020-10-27 13,13,15,52,33,147,0.8
2294,2020-10-27 14,12,15,46,31,148,0.8
2295,2020-10-27 15,11,16,42,31,148,0.8
2296,2020-10-27 16,10,18,57,31,146,0.8
2297,2020-10-27 17,10,18,58,32,139,0.8
2298,2020-10-27 18,10,21,62,37,133,0.9
2299,2020-10-27 19,10,23,69,38,130,1.0
2300,2020-10-27 20,9,27,63,40,113,1.0
2301,2020-10-27 21,13,37,65,38,92,1.0
2302,2020-10-27 22,15,37,58,35,86,1.1
2303,2020-10-27 23,16,31,52,33,84,1.0
2304,2020-10-28 0,17,35,59,34,76,1.0
2305,2020-10-28 1,17,30,55,35,80,1.0
2306,2020-10-28 2,16,26,50,35,79,0.9
2307,2020-10-28 3,16,24,49,32,74,0.8
2308,2020-10-28 4,16,26,39,32,76,0.8
2309,2020-10-28 5,14,23,44,33,84,0.8
2310,2020-10-28 6,14,21,46,32,89,0.8
2311,2020-10-28 7,14,25,48,32,85,0.8
2312,2020-10-28 8,12,25,46,33,87,0.9
2313,2020-10-28 9,12,22,48,33,97,0.9
2314,2020-10-28 10,13,20,53,31,108,0.8
2315,2020-10-28 11,13,19,48,30,120,0.8
2316,2020-10-28 12,14,19,59,31,131,0.8
2317,2020-10-28 13,13,17,55,31,143,0.8
2318,2020-10-28 14,13,18,58,32,143,0.8
2319,2020-10-28 15,11,19,55,32,139,0.8
2320,2020-10-28 16,11,19,57,35,134,0.8
2321,2020-10-28 17,11,24,58,37,129,0.9
2322,2020-10-28 18,13,25,66,38,135,1.0
2323,2020-10-28 19,14,29,70,40,128,1.1
2324,2020-10-28 20,12,28,90,42,117,1.0
2325,2020-10-28 21,10,31,68,43,96,1.0
2326,2020-10-28 22,12,37,63,44,84,1.0
2327,2020-10-28 23,11,51,83,47,61,1.0
2328,2020-10-29 0,11,36,92,50,72,1.0
2329,2020-10-29 1,14,26,72,47,87,1.0
2330,2020-10-29 2,13,22,59,47,104,1.0
2331,2020-10-29 3,12,21,67,47,103,0.9
2332,2020-10-29 4,11,20,60,46,103,0.9
2333,2020-10-29 5,10,17,59,44,110,0.9
2334,2020-10-29 6,9,16,56,46,111,0.9
2335,2020-10-29 7,9,18,60,48,109,0.9
2336,2020-10-29 8,8,22,74,54,106,1.0
2337,2020-10-29 9,9,25,66,54,106,1.0
2338,2020-10-29 10,10,28,75,56,103,1.0
2339,2020-10-29 11,9,23,74,55,108,1.0
2340,2020-10-29 12,7,20,92,58,106,1.0
2341,2020-10-29 13,6,17,58,52,106,1.0
2342,2020-10-29 14,5,16,83,47,103,0.9
2343,2020-10-29 15,5,20,66,44,100,1.0
2344,2020-10-29 16,6,23,50,37,89,1.0
2345,2020-10-29 17,5,39,58,37,64,1.0
2346,2020-10-29 18,5,47,73,33,53,1.1
2347,2020-10-29 19,5,32,33,25,69,1.1
2348,2020-10-29 20,5,34,34,24,61,1.1
2349,2020-10-29 21,5,29,25,21,60,1.0
2350,2020-10-29 22,5,37,20,20,47,1.0
2351,2020-10-29 23,5,55,43,21,16,1.0
2352,2020-10-30 0,6,39,31,21,33,1.0
2353,2020-10-30 1,6,15,9,25,74,0.9
2354,2020-10-30 2,6,16,30,34,72,0.9
2355,2020-10-30 3,5,16,44,35,72,0.9
2356,2020-10-30 4,5,13,35,33,71,0.9
2357,2020-10-30 5,6,13,29,34,69,0.9
2358,2020-10-30 6,5,14,46,37,67,0.9
2359,2020-10-30 7,5,16,58,39,64,0.9
2360,2020-10-30 8,6,22,54,41,60,1.0
2361,2020-10-30 9,6,24,50,40,62,1.0
2362,2020-10-30 10,6,19,47,38,63,1.0
2363,2020-10-30 11,6,18,48,37,66,0.9
2364,2020-10-30 12,6,16,48,36,75,0.9
2365,2020-10-30 13,6,22,38,36,76,1.0
2366,2020-10-30 14,6,23,55,37,83,1.0
2367,2020-10-30 15,9,27,58,37,91,1.0
2368,2020-10-30 16,10,28,55,36,103,0.9
2369,2020-10-30 17,8,28,54,36,107,1.0
2370,2020-10-30 18,8,43,57,40,87,1.2
2371,2020-10-30 19,10,69,106,56,44,1.3
2372,2020-10-30 20,15,68,120,65,44,1.3
2373,2020-10-30 21,20,54,119,71,46,1.6
2374,2020-10-30 22,16,68,118,71,26,1.6
2375,2020-10-30 23,12,45,86,53,53,1.2
2376,2020-10-31 0,9,33,65,46,64,1.0
2377,2020-10-31 1,8,24,61,43,76,0.9
2378,2020-10-31 2,8,24,60,44,72,0.8
2379,2020-10-31 3,8,23,62,45,68,0.9
2380,2020-10-31 4,8,44,78,48,34,0.9
2381,2020-10-31 5,9,36,73,47,43,0.9
2382,2020-10-31 6,10,18,39,43,75,0.9
2383,2020-10-31 7,9,54,64,48,25,1.0
2384,2020-10-31 8,9,27,68,43,64,0.9
2385,2020-10-31 9,9,23,49,41,70,1.0
2386,2020-10-31 10,9,32,54,43,61,1.0
2387,2020-10-31 11,10,25,68,39,82,0.9
2388,2020-10-31 12,10,22,48,35,102,0.8
2389,2020-10-31 13,9,18,48,32,113,0.8
2390,2020-10-31 14,8,16,46,32,122,0.8
2391,2020-10-31 15,8,17,48,32,122,0.8
2392,2020-10-31 16,8,18,48,34,133,0.8
2393,2020-10-31 17,8,17,68,34,126,0.8
2394,2020-10-31 18,7,24,56,35,108,0.9
2395,2020-10-31 19,8,41,70,42,82,1.1
2396,2020-10-31 20,7,46,84,47,58,1.2
2397,2020-10-31 21,7,28,60,39,84,1.0
2398,2020-10-31 22,7,35,60,41,69,1.0
2399,2020-10-31 23,8,32,56,40,71,1.0
2400,2020-11-1 0,10,29,55,39,68,1.0
2401,2020-11-1 1,10,31,62,43,57,1.0
2402,2020-11-1 2,12,33,59,47,57,1.0
2403,2020-11-1 3,12,36,73,49,49,1.0
2404,2020-11-1 4,10,33,70,47,47,1.0
2405,2020-11-1 5,9,40,72,48,33,1.0
2406,2020-11-1 6,8,47,72,49,21,1.0
2407,2020-11-1 7,11,46,81,50,26,1.0
2408,2020-11-1 8,14,48,66,51,28,1.0
2409,2020-11-1 9,13,54,76,50,24,1.1
2410,2020-11-1 10,14,46,73,47,47,1.1
2411,2020-11-1 11,15,32,67,41,86,1.0
2412,2020-11-1 12,13,22,50,34,124,0.9
2413,2020-11-1 13,11,17,48,31,144,0.8
2414,2020-11-1 14,10,17,47,31,154,0.8
2415,2020-11-1 15,10,16,50,31,161,0.8
2416,2020-11-1 16,10,17,50,31,164,0.8
2417,2020-11-1 17,10,23,60,35,158,0.9
2418,2020-11-1 18,10,27,74,40,140,1.1
2419,2020-11-1 19,9,33,86,46,118,1.3
2420,2020-11-1 20,9,31,75,46,109,1.1
2421,2020-11-1 21,10,43,98,47,86,1.2
2422,2020-11-1 22,13,45,69,44,72,1.1
2423,2020-11-1 23,13,40,68,43,70,1.1
2424,2020-11-2 0,16,30,63,42,76,1.1
2425,2020-11-2 1,16,28,63,43,72,1.0
2426,2020-11-2 2,15,30,73,48,68,1.0
2427,2020-11-2 3,14,27,74,50,69,1.0
2428,2020-11-2 4,10,17,73,52,78,0.9
2429,2020-11-2 5,7,14,64,52,78,0.9
2430,2020-11-2 6,7,14,64,53,72,1.0
2431,2020-11-2 7,6,20,65,53,61,1.0
2432,2020-11-2 8,8,23,68,51,60,1.1
2433,2020-11-2 9,8,19,58,45,61,1.1
2434,2020-11-2 10,9,18,48,40,63,1.0
2435,2020-11-2 11,8,19,61,38,62,1.1
2436,2020-11-2 12,7,18,49,36,63,1.1
2437,2020-11-2 13,7,17,36,30,66,1.1
2438,2020-11-2 14,7,18,40,30,66,1.1
2439,2020-11-2 15,8,21,41,37,76,1.0
2440,2020-11-2 16,8,22,52,38,75,1.0
2441,2020-11-2 17,8,21,54,35,74,1.0
2442,2020-11-2 18,8,26,53,35,67,1.1
2443,2020-11-2 19,9,26,53,35,62,1.1
2444,2020-11-2 20,9,24,50,32,65,1.0
2445,2020-11-2 21,9,23,39,30,60,1.0
2446,2020-11-2 22,8,20,39,28,58,1.0
2447,2020-11-2 23,7,17,35,25,61,0.9
2448,2020-11-3 0,7,15,23,21,64,0.9
2449,2020-11-3 1,7,14,20,19,64,0.9
2450,2020-11-3 2,6,14,12,18,64,0.8
2451,2020-11-3 3,6,13,18,17,67,0.8
2452,2020-11-3 4,6,13,7,16,67,0.8
2453,2020-11-3 5,6,13,15,15,66,0.8
2454,2020-11-3 6,6,15,11,16,68,0.8
2455,2020-11-3 7,6,18,17,17,67,0.9
2456,2020-11-3 8,7,21,19,18,66,0.9
2457,2020-11-3 9,7,18,26,16,73,0.9
2458,2020-11-3 10,7,17,28,17,81,0.9
2459,2020-11-3 11,7,16,36,18,94,0.9
2460,2020-11-3 12,8,16,43,20,109,0.9
2461,2020-11-3 13,8,25,50,20,110,0.9
2462,2020-11-3 14,8,30,58,22,111,0.9
2463,2020-11-3 15,9,19,66,24,93,0.9
2464,2020-11-3 16,8,20,73,27,92,0.9
2465,2020-11-3 17,8,22,80,31,91,0.9
2466,2020-11-3 18,7,23,88,32,90,0.9
2467,2020-11-3 19,8,23,100,36,86,0.9
2468,2020-11-3 20,9,25,104,36,82,0.9
2469,2020-11-3 21,7,25,104,38,77,0.9
2470,2020-11-3 22,7,22,105,40,79,0.9
2471,2020-11-3 23,7,20,108,40,84,0.9
2472,2020-11-4 0,6,18,104,39,87,0.8
2473,2020-11-4 1,7,19,102,39,81,0.8
2474,2020-11-4 2,8,21,101,39,76,0.8
2475,2020-11-4 3,11,18,95,41,81,0.8
2476,2020-11-4 4,11,24,56,40,82,0.8
2477,2020-11-4 5,9,24,57,40,86,0.8
2478,2020-11-4 6,8,25,60,41,86,0.8
2479,2020-11-4 7,11,27,61,42,84,0.8
2480,2020-11-4 8,9,29,60,40,86,0.9
2481,2020-11-4 9,8,27,62,41,86,0.9
2482,2020-11-4 10,6,26,60,40,91,0.8
2483,2020-11-4 11,7,27,56,39,96,0.8
2484,2020-11-4 12,8,26,51,36,103,0.8
2485,2020-11-4 13,8,25,48,34,111,0.8
2486,2020-11-4 14,8,24,49,34,122,0.8
2487,2020-11-4 15,8,24,51,36,125,0.8
2488,2020-11-4 16,7,23,49,36,128,0.8
2489,2020-11-4 17,7,22,52,38,131,0.8
2490,2020-11-4 18,8,24,54,39,128,0.9
2491,2020-11-4 19,7,28,56,41,115,0.9
2492,2020-11-4 20,7,24,55,41,115,0.9
2493,2020-11-4 21,8,29,57,42,102,0.9
2494,2020-11-4 22,8,34,57,42,92,0.9
2495,2020-11-4 23,8,36,58,42,84,0.9
2496,2020-11-5 0,8,29,54,41,89,0.9
2497,2020-11-5 1,9,27,52,41,86,0.9
2498,2020-11-5 2,8,28,53,43,77,0.8
2499,2020-11-5 3,9,28,53,43,73,0.8
2500,2020-11-5 4,9,27,50,42,69,0.8
2501,2020-11-5 5,8,25,49,41,69,0.8
2502,2020-11-5 6,11,32,52,43,62,0.9
2503,2020-11-5 7,16,47,54,42,52,1.0
2504,2020-11-5 8,18,59,58,44,45,1.1
2505,2020-11-5 9,17,45,59,44,66,1.0
2506,2020-11-5 10,15,37,58,42,86,0.9
2507,2020-11-5 11,16,29,59,42,108,0.9
2508,2020-11-5 12,14,23,54,40,128,0.8
2509,2020-11-5 13,13,20,53,40,141,0.8
2510,2020-11-5 14,11,18,50,39,147,0.8
2511,2020-11-5 15,10,18,46,37,148,0.8
2512,2020-11-5 16,10,18,42,36,146,0.7
2513,2020-11-5 17,10,21,44,37,145,0.8
2514,2020-11-5 18,9,34,53,41,128,0.9
2515,2020-11-5 19,9,41,54,42,108,1.0
2516,2020-11-5 20,8,58,80,58,64,1.4
2517,2020-11-5 21,8,54,60,49,64,1.2
2518,2020-11-5 22,7,40,52,48,79,1.0
2519,2020-11-5 23,8,39,59,50,73,0.9
2520,2020-11-6 0,7,33,53,46,79,1.0
2521,2020-11-6 1,8,27,47,44,86,0.9
2522,2020-11-6 2,8,28,49,46,80,0.9
2523,2020-11-6 3,8,29,51,46,73,0.8
