,1,2,3,4,5,6,7
1336,2020-9-16 16,5,6,24,4,51,0.4
1337,2020-9-16 17,5,7,32,5,50,0.4
1338,2020-9-16 18,5,6,31,4,47,0.4
1339,2020-9-16 19,5,8,27,5,41,0.4
1340,2020-9-16 20,5,12,14,6,31,0.4
1341,2020-9-16 21,6,16,25,7,35,0.4
1342,2020-9-16 22,8,16,19,8,35,0.4
1343,2020-9-16 23,8,14,19,7,35,0.4
1344,2020-9-17 0,7,15,16,7,32,0.4
1345,2020-9-17 1,5,14,19,7,32,0.4
1346,2020-9-17 2,6,13,12,6,29,0.4
1347,2020-9-17 3,7,16,18,6,23,0.4
1348,2020-9-17 4,6,13,16,5,23,0.4
1349,2020-9-17 5,5,12,17,4,20,0.4
1350,2020-9-17 6,5,15,9,5,20,0.4
1351,2020-9-17 7,5,16,21,5,22,0.5
1352,2020-9-17 8,5,19,23,6,21,0.5
1353,2020-9-17 9,6,18,21,5,28,0.5
1354,2020-9-17 10,6,12,18,5,42,0.5
1355,2020-9-17 11,7,10,25,6,49,0.5
1356,2020-9-17 12,5,8,23,6,50,0.5
1357,2020-9-17 13,6,8,28,6,48,0.5
1358,2020-9-17 14,5,4,14,4,37,0.4
1359,2020-9-17 15,5,7,29,4,35,0.4
1360,2020-9-17 16,5,8,31,6,32,0.4
1361,2020-9-17 17,5,8,20,5,31,0.4
1362,2020-9-17 18,5,11,29,6,26,0.4
1363,2020-9-17 19,5,13,35,7,24,0.4
1364,2020-9-17 20,5,13,28,7,25,0.4
1365,2020-9-17 21,6,14,24,6,24,0.4
1366,2020-9-17 22,8,14,20,7,21,0.4
1367,2020-9-17 23,6,16,23,6,19,0.4
1368,2020-9-18 0,6,16,18,5,19,0.4
1369,2020-9-18 1,6,12,10,5,24,0.4
1370,2020-9-18 2,5,8,31,5,27,0.4
1371,2020-9-18 3,5,13,2,3,21,0.4
1372,2020-9-18 4,8,17,2,5,18,0.4
1373,2020-9-18 5,6,9,14,5,27,0.4
1374,2020-9-18 6,8,15,3,4,23,0.4
1375,2020-9-18 7,6,16,10,5,24,0.5
1376,2020-9-18 8,6,15,9,4,23,0.5
1377,2020-9-18 9,5,14,6,6,26,0.5
1378,2020-9-18 10,6,12,17,7,36,0.4
1379,2020-9-18 11,7,14,27,8,39,0.5
1380,2020-9-18 12,6,8,24,8,53,0.5
1381,2020-9-18 13,5,5,21,7,54,0.4
1382,2020-9-18 14,5,4,12,6,54,0.4
1383,2020-9-18 15,5,5,22,5,50,0.4
1384,2020-9-18 16,5,5,23,6,50,0.4
1385,2020-9-18 17,5,8,22,5,46,0.4
1386,2020-9-18 18,5,11,35,6,40,0.4
1387,2020-9-18 19,5,14,21,5,37,0.5
1388,2020-9-18 20,6,18,20,5,32,0.5
1389,2020-9-18 21,5,7,13,3,40,0.4
1390,2020-9-18 22,5,12,13,3,35,0.4
1391,2020-9-18 23,6,16,4,4,30,0.4
1392,2020-9-19 0,5,5,16,3,42,0.4
1393,2020-9-19 1,5,6,8,2,39,0.4
1394,2020-9-19 2,6,10,11,2,31,0.4
1395,2020-9-19 3,6,10,14,2,30,0.4
1396,2020-9-19 4,6,15,4,2,25,0.4
1397,2020-9-19 5,6,13,17,2,27,0.4
1398,2020-9-19 6,5,10,9,2,30,0.4
1399,2020-9-19 7,5,15,6,2,25,0.4
1400,2020-9-19 8,5,11,2,1,30,0.4
1401,2020-9-19 9,5,15,2,2,25,0.5
1402,2020-9-19 10,6,16,12,3,26,0.5
1403,2020-9-19 11,6,13,13,3,41,0.5
1404,2020-9-19 12,5,6,13,2,56,0.4
1405,2020-9-19 13,5,6,18,3,53,0.4
1406,2020-9-19 14,5,8,14,3,49,0.4
1407,2020-9-19 15,5,5,9,4,55,0.4
1408,2020-9-19 16,5,5,29,3,50,0.4
1409,2020-9-19 17,5,8,3,2,39,0.4
1410,2020-9-19 18,5,22,3,4,20,0.5
1411,2020-9-19 19,5,33,7,4,9,0.5
1412,2020-9-19 20,5,35,9,6,5,0.6
1413,2020-9-19 21,5,34,15,7,3,0.6
1414,2020-9-19 22,5,35,45,16,3,0.6
1415,2020-9-19 23,5,26,43,6,3,0.5
1416,2020-9-20 0,5,27,26,8,4,0.6
1417,2020-9-20 1,5,25,18,8,4,0.5
1418,2020-9-20 2,5,26,20,7,3,0.5
1419,2020-9-20 3,5,25,22,6,2,0.6
1420,2020-9-20 4,5,23,23,6,2,0.6
1421,2020-9-20 5,5,21,25,7,2,0.6
1422,2020-9-20 6,5,20,17,19,3,0.6
1423,2020-9-20 7,6,18,24,25,5,0.6
1424,2020-9-20 8,6,14,25,22,12,0.6
1425,2020-9-20 9,6,11,29,9,19,0.5
1426,2020-9-20 10,5,11,33,8,29,0.5
1427,2020-9-20 11,6,12,21,7,50,0.5
1428,2020-9-20 12,6,9,20,5,80,0.5
1429,2020-9-20 13,5,5,32,4,79,0.4
1430,2020-9-20 14,6,6,28,6,85,0.5
1431,2020-9-20 15,5,6,40,5,72,0.4
1432,2020-9-20 16,5,6,41,4,68,0.4
1433,2020-9-20 17,5,6,33,5,60,0.4
1434,2020-9-20 18,5,8,29,7,62,0.5
1435,2020-9-20 19,6,7,34,8,70,0.4
1436,2020-9-20 20,6,7,22,8,75,0.4
1437,2020-9-20 21,5,10,24,7,68,0.4
1438,2020-9-20 22,5,9,16,5,52,0.4
1439,2020-9-20 23,6,11,23,5,45,0.4
1440,2020-9-21 0,5,7,10,5,48,0.4
1441,2020-9-21 1,7,13,15,5,42,0.4
1442,2020-9-21 2,8,10,7,4,45,0.4
1443,2020-9-21 3,8,10,8,3,48,0.4
1444,2020-9-21 4,8,11,12,5,49,0.5
1445,2020-9-21 5,8,13,9,5,48,0.5
1446,2020-9-21 6,8,16,7,5,47,0.5
1447,2020-9-21 7,8,21,14,6,45,0.5
1448,2020-9-21 8,8,26,17,6,47,0.6
1449,2020-9-21 9,8,22,23,6,56,0.5
1450,2020-9-21 10,8,13,16,5,76,0.5
1451,2020-9-21 11,6,8,24,4,86,0.6
1452,2020-9-21 12,6,6,24,5,93,0.6
1453,2020-9-21 13,5,6,28,5,94,0.5
1454,2020-9-21 14,5,5,25,5,103,0.5
1455,2020-9-21 15,5,8,40,7,110,0.5
1456,2020-9-21 16,6,8,41,9,112,0.5
1457,2020-9-21 17,6,9,26,9,112,0.5
1458,2020-9-21 18,6,8,39,9,109,0.5
1459,2020-9-21 19,5,7,31,9,108,0.5
1460,2020-9-21 20,5,6,26,8,108,0.5
1461,2020-9-21 21,6,7,22,7,104,0.5
1462,2020-9-21 22,5,7,18,7,104,0.5
1463,2020-9-21 23,5,7,15,6,96,0.5
1464,2020-9-22 0,6,6,16,6,89,0.5
1465,2020-9-22 1,5,7,23,8,90,0.5
1466,2020-9-22 2,5,6,19,9,91,0.5
1467,2020-9-22 3,6,8,21,10,87,0.5
1468,2020-9-22 4,6,10,23,12,86,0.6
1469,2020-9-22 5,8,13,28,14,79,0.6
1470,2020-9-22 6,8,13,28,17,79,0.6
1471,2020-9-22 7,9,18,33,17,75,0.6
1472,2020-9-22 8,8,18,39,16,81,0.6
1473,2020-9-22 9,8,14,36,16,86,0.6
1474,2020-9-22 10,7,14,34,17,89,0.6
1475,2020-9-22 11,6,7,38,18,103,0.6
1476,2020-9-22 12,6,7,47,17,109,0.7
1477,2020-9-22 13,6,6,39,14,115,0.7
1478,2020-9-22 14,6,6,46,14,121,0.6
1479,2020-9-22 15,6,8,54,14,120,0.6
1480,2020-9-22 16,6,8,61,14,123,0.6
1481,2020-9-22 17,7,9,54,14,115,0.6
1482,2020-9-22 18,8,9,46,14,106,0.6
1483,2020-9-22 19,9,10,38,15,98,0.6
1484,2020-9-22 20,10,10,31,15,90,0.6
1485,2020-9-22 21,6,11,32,16,115,0.6
1486,2020-9-22 22,6,8,53,15,118,0.6
1487,2020-9-22 23,6,6,34,13,112,0.6
1488,2020-9-23 0,6,7,24,12,110,0.6
1489,2020-9-23 1,6,7,23,12,106,0.6
1490,2020-9-23 2,6,6,23,12,103,0.6
1491,2020-9-23 3,6,5,21,12,102,0.6
1492,2020-9-23 4,6,5,22,10,103,0.5
1493,2020-9-23 5,5,5,19,11,107,0.5
1494,2020-9-23 6,22,7,25,12,102,0.5
1495,2020-9-23 7,33,19,22,16,78,0.5
1496,2020-9-23 8,78,17,43,17,89,0.5
1497,2020-9-23 9,129,12,48,16,104,0.5
1498,2020-9-23 10,69,9,42,16,114,0.4
1499,2020-9-23 11,9,7,39,14,122,0.4
1500,2020-9-23 12,7,7,39,15,128,0.4
1501,2020-9-23 13,8,6,40,14,127,0.4
1502,2020-9-23 14,6,6,37,14,122,0.4
1503,2020-9-23 15,6,7,39,14,124,0.4
1504,2020-9-23 16,6,7,51,14,121,0.4
1505,2020-9-23 17,6,6,40,15,120,0.4
1506,2020-9-23 18,6,12,41,17,111,0.4
1507,2020-9-23 19,5,8,34,13,103,0.4
1508,2020-9-23 20,5,7,29,13,109,0.4
1509,2020-9-23 21,6,11,31,13,101,0.4
1510,2020-9-23 22,5,8,38,13,106,0.4
1511,2020-9-23 23,5,9,23,12,100,0.4
1512,2020-9-24 0,5,9,24,10,93,0.4
1513,2020-9-24 1,5,7,2,4,93,0.4
1514,2020-9-24 2,5,8,4,3,86,0.4
1515,2020-9-24 3,5,7,6,7,78,0.4
1516,2020-9-24 4,5,9,12,8,51,0.5
1517,2020-9-24 5,5,10,10,10,41,0.5
1518,2020-9-24 6,6,13,8,14,31,0.6
1519,2020-9-24 7,6,16,14,16,21,0.6
1520,2020-9-24 8,6,15,14,12,22,0.6
1521,2020-9-24 9,7,15,12,13,22,0.7
1522,2020-9-24 10,6,13,26,12,25,0.6
1523,2020-9-24 11,6,14,19,12,29,0.7
1524,2020-9-24 12,6,11,21,12,46,0.7
1525,2020-9-24 13,6,11,30,12,60,0.6
1526,2020-9-24 14,6,12,22,13,83,0.6
1527,2020-9-24 15,6,10,30,10,102,0.6
1528,2020-9-24 16,7,9,33,10,105,0.6
1529,2020-9-24 17,7,11,21,12,108,0.6
1530,2020-9-24 18,6,14,41,16,100,0.6
1531,2020-9-24 19,6,15,23,19,77,0.6
1532,2020-9-24 20,6,14,28,22,74,0.6
1533,2020-9-24 21,7,14,30,22,68,0.6
1534,2020-9-24 22,7,14,32,21,58,0.7
1535,2020-9-24 23,6,14,32,21,52,0.6
1536,2020-9-25 0,7,14,28,21,48,0.6
1537,2020-9-25 1,8,16,30,21,44,0.7
1538,2020-9-25 2,8,16,33,22,40,0.7
1539,2020-9-25 3,8,16,30,22,38,0.7
1540,2020-9-25 4,9,16,31,20,37,0.7
1541,2020-9-25 5,9,15,28,17,37,0.7
1542,2020-9-25 6,7,15,27,16,35,0.7
1543,2020-9-25 7,7,15,32,12,33,0.7
1544,2020-9-25 8,7,15,25,11,34,0.7
1545,2020-9-25 9,7,14,26,10,38,0.8
1546,2020-9-25 10,7,13,38,10,50,0.7
1547,2020-9-25 11,7,10,36,9,73,0.7
1548,2020-9-25 12,7,11,29,11,93,0.7
1549,2020-9-25 13,7,11,35,11,109,0.7
1550,2020-9-25 14,7,14,37,13,132,0.7
1551,2020-9-25 15,8,13,38,13,149,0.7
1552,2020-9-25 16,7,10,43,11,129,0.7
1553,2020-9-25 17,7,12,40,11,116,0.7
1554,2020-9-25 18,6,15,40,14,107,0.7
1555,2020-9-25 19,7,17,42,15,87,0.7
1556,2020-9-25 20,8,12,32,16,83,0.7
1557,2020-9-25 21,7,15,30,21,72,0.7
1558,2020-9-25 22,8,24,33,21,50,0.7
1559,2020-9-25 23,11,23,30,16,48,0.7
1560,2020-9-26 0,11,21,24,15,59,0.7
1561,2020-9-26 1,11,19,31,16,66,0.8
1562,2020-9-26 2,12,19,31,16,68,0.8
1563,2020-9-26 3,12,19,34,17,78,0.7
1564,2020-9-26 4,11,20,30,19,87,0.7
1565,2020-9-26 5,12,22,28,20,91,0.6
1566,2020-9-26 6,11,19,34,20,95,0.7
1567,2020-9-26 7,13,25,33,20,93,0.7
1568,2020-9-26 8,14,23,42,20,104,0.7
1569,2020-9-26 9,14,18,42,18,118,0.6
1570,2020-9-26 10,12,11,34,14,123,0.6
1571,2020-9-26 11,13,10,40,16,131,0.6
1572,2020-9-26 12,12,10,48,18,135,0.6
1573,2020-9-26 13,10,8,41,18,142,0.6
1574,2020-9-26 14,8,8,42,16,148,0.6
1575,2020-9-26 15,8,9,37,15,154,0.5
1576,2020-9-26 16,8,9,45,15,154,0.5
1577,2020-9-26 17,8,10,47,14,146,0.5
1578,2020-9-26 18,7,11,44,12,138,0.5
1579,2020-9-26 19,7,12,60,12,128,0.5
1580,2020-9-26 20,6,11,34,12,123,0.4
1581,2020-9-26 21,6,10,44,11,118,0.4
1582,2020-9-26 22,6,8,31,10,109,0.4
1583,2020-9-26 23,6,9,36,10,104,0.4
1584,2020-9-27 0,6,9,30,10,103,0.4
1585,2020-9-27 1,9,11,36,13,93,0.4
1586,2020-9-27 2,11,13,34,13,95,0.4
1587,2020-9-27 3,11,15,24,12,95,0.4
1588,2020-9-27 4,10,16,31,12,91,0.4
1589,2020-9-27 5,10,16,28,13,90,0.5
1590,2020-9-27 6,8,12,26,14,94,0.5
1591,2020-9-27 7,7,16,27,14,89,0.5
1592,2020-9-27 8,9,26,32,14,77,0.5
1593,2020-9-27 9,9,19,42,14,86,0.5
1594,2020-9-27 10,10,17,47,14,98,0.5
1595,2020-9-27 11,8,12,39,14,108,0.5
1596,2020-9-27 12,8,9,43,15,114,0.5
1597,2020-9-27 13,7,6,40,14,123,0.5
1598,2020-9-27 14,7,9,37,15,125,0.5
1599,2020-9-27 15,7,10,37,14,128,0.5
1600,2020-9-27 16,7,8,46,12,129,0.5
1601,2020-9-27 17,7,9,42,10,126,0.5
1602,2020-9-27 18,7,10,36,12,127,0.5
1603,2020-9-27 19,8,15,36,16,124,0.5
1604,2020-9-27 20,7,16,52,17,115,0.5
1605,2020-9-27 21,6,13,46,15,113,0.5
1606,2020-9-27 22,6,13,36,16,114,0.5
1607,2020-9-27 23,6,10,34,16,118,0.5
1608,2020-9-28 0,7,10,30,17,116,0.5
1609,2020-9-28 1,7,12,27,18,112,0.5
1610,2020-9-28 2,12,15,30,21,102,0.5
1611,2020-9-28 3,9,13,32,20,101,0.5
1612,2020-9-28 4,8,16,25,20,90,0.5
1613,2020-9-28 5,8,14,29,22,86,0.5
1614,2020-9-28 6,10,22,32,21,71,0.5
1615,2020-9-28 7,8,19,40,22,71,0.5
1616,2020-9-28 8,8,28,40,23,55,0.6
1617,2020-9-28 9,10,26,48,22,33,0.6
1618,2020-9-28 10,10,26,51,22,65,0.6
1619,2020-9-28 11,8,14,46,19,110,0.5
1620,2020-9-28 12,8,12,46,19,121,0.6
1621,2020-9-28 13,8,12,52,21,135,0.6
1622,2020-9-28 14,7,10,45,20,140,0.5
1623,2020-9-28 15,7,13,46,19,127,0.5
1624,2020-9-28 16,7,13,30,17,118,0.5
1625,2020-9-28 17,7,26,50,28,82,0.6
1626,2020-9-28 18,7,36,37,23,61,0.6
1627,2020-9-28 19,6,50,41,29,39,0.7
1628,2020-9-28 20,6,17,45,19,101,0.5
1629,2020-9-28 21,7,16,37,14,108,0.5
1630,2020-9-28 22,7,15,30,14,107,0.5
1631,2020-9-28 23,9,32,30,17,84,0.5
1632,2020-9-29 0,9,16,36,17,101,0.5
1633,2020-9-29 1,10,23,31,21,88,0.5
1634,2020-9-29 2,9,19,41,24,82,0.6
1635,2020-9-29 3,10,15,38,23,87,0.6
1636,2020-9-29 4,11,16,34,22,89,0.5
1637,2020-9-29 5,11,23,31,23,74,0.6
1638,2020-9-29 6,9,17,32,26,78,0.6
1639,2020-9-29 7,11,20,39,32,75,0.6
1640,2020-9-29 8,11,22,51,36,76,0.7
1641,2020-9-29 9,12,23,49,30,77,0.7
1642,2020-9-29 10,11,20,47,23,89,0.6
1643,2020-9-29 11,9,14,42,20,112,0.6
1644,2020-9-29 12,8,11,40,16,116,0.5
1645,2020-9-29 13,8,12,44,15,124,0.5
1646,2020-9-29 14,8,8,36,13,119,0.5
1647,2020-9-29 15,7,10,28,13,118,0.5
1648,2020-9-29 16,7,8,24,11,118,0.5
1649,2020-9-29 17,7,11,40,14,123,0.5
1650,2020-9-29 18,6,10,35,15,122,0.5
1651,2020-9-29 19,7,20,46,16,116,0.5
1652,2020-9-29 20,7,24,49,18,107,0.5
1653,2020-9-29 21,7,20,65,17,113,0.4
1654,2020-9-29 22,7,17,54,16,113,0.5
1655,2020-9-29 23,7,14,37,13,109,0.4
1656,2020-9-30 0,6,13,31,11,104,0.4
1657,2020-9-30 1,6,19,34,10,91,0.4
1658,2020-9-30 2,6,9,24,9,97,0.4
1659,2020-9-30 3,6,20,23,10,60,0.4
1660,2020-9-30 4,6,30,26,14,40,0.5
1661,2020-9-30 5,6,19,30,13,56,0.5
1662,2020-9-30 6,6,27,21,12,35,0.5
1663,2020-9-30 7,7,40,37,10,10,0.6
1664,2020-9-30 8,8,36,37,13,32,0.6
1665,2020-9-30 9,10,10,30,13,91,0.4
1666,2020-9-30 10,9,10,27,12,99,0.4
1667,2020-9-30 11,8,11,36,14,114,0.4
1668,2020-9-30 12,8,12,44,15,120,0.4
1669,2020-9-30 13,9,10,50,15,124,0.4
1670,2020-9-30 14,8,10,55,15,127,0.4
1671,2020-9-30 15,6,10,39,17,125,0.4
1672,2020-9-30 16,7,10,30,16,133,0.4
1673,2020-9-30 17,7,11,33,18,135,0.5
1674,2020-9-30 18,6,20,41,18,107,0.5
1675,2020-9-30 19,6,15,21,12,101,0.5
1676,2020-9-30 20,6,9,6,8,112,0.4
1677,2020-9-30 21,7,14,6,5,95,0.5
1678,2020-9-30 22,7,16,2,3,82,0.5
1679,2020-9-30 23,8,14,2,3,86,0.4
1680,2020-10-1 0,7,10,2,3,95,0.4
1681,2020-10-1 1,8,10,0,6,94,0.4
1682,2020-10-1 2,9,11,9,6,90,0.4
1683,2020-10-1 3,8,13,4,6,82,0.4
1684,2020-10-1 4,9,12,8,5,81,0.4
1685,2020-10-1 5,10,12,8,4,81,0.4
1686,2020-10-1 6,8,11,2,4,82,0.4
1687,2020-10-1 7,10,14,4,5,72,0.5
1688,2020-10-1 8,12,19,11,5,70,0.5
1689,2020-10-1 9,10,13,27,7,89,0.5
1690,2020-10-1 10,10,12,42,11,107,0.5
1691,2020-10-1 11,9,8,35,12,120,0.5
1692,2020-10-1 12,8,6,31,12,125,0.5
1693,2020-10-1 13,8,6,28,13,131,0.5
1694,2020-10-1 14,7,7,24,13,136,0.5
1695,2020-10-1 15,8,7,42,14,143,0.5
1696,2020-10-1 16,8,7,39,14,151,0.5
1697,2020-10-1 17,7,8,37,16,155,0.5
1698,2020-10-1 18,8,8,48,20,166,0.5
1699,2020-10-1 19,8,7,42,21,160,0.5
1700,2020-10-1 20,7,7,47,20,159,0.5
1701,2020-10-1 21,6,7,37,18,157,0.5
1702,2020-10-1 22,8,7,35,17,156,0.5
1703,2020-10-1 23,8,9,34,14,143,0.4
1704,2020-10-2 0,9,10,34,13,129,0.4
1705,2020-10-2 1,11,11,36,14,119,0.4
1706,2020-10-2 2,11,13,27,13,109,0.4
1707,2020-10-2 3,9,13,27,12,102,0.4
1708,2020-10-2 4,9,10,20,12,109,0.4
1709,2020-10-2 5,9,14,47,13,111,0.5
1710,2020-10-2 6,10,13,28,13,116,0.5
1711,2020-10-2 7,12,16,29,14,113,0.5
1712,2020-10-2 8,11,13,33,14,118,0.5
1713,2020-10-2 9,10,12,35,12,122,0.5
1714,2020-10-2 10,8,9,43,12,128,0.5
1715,2020-10-2 11,9,9,38,14,132,0.5
1716,2020-10-2 12,8,6,41,16,140,0.5
1717,2020-10-2 13,8,7,40,16,143,0.5
1718,2020-10-2 14,8,7,38,16,138,0.5
1719,2020-10-2 15,8,7,40,16,140,0.5
1720,2020-10-2 16,8,8,48,17,144,0.5
1721,2020-10-2 17,8,8,46,19,145,0.5
1722,2020-10-2 18,8,9,50,20,141,0.5
1723,2020-10-2 19,7,12,50,22,135,0.5
1724,2020-10-2 20,8,12,50,21,132,0.5
1725,2020-10-2 21,7,9,38,19,125,0.5
1726,2020-10-2 22,7,10,32,17,118,0.5
1727,2020-10-2 23,7,8,31,16,122,0.4
1728,2020-10-3 0,7,7,29,14,125,0.4
1729,2020-10-3 1,8,8,22,15,119,0.5
1730,2020-10-3 2,10,14,37,19,102,0.5
1731,2020-10-3 3,8,16,27,18,93,0.5
1732,2020-10-3 4,7,15,33,18,89,0.5
1733,2020-10-3 5,8,16,21,16,89,0.5
1734,2020-10-3 6,8,14,29,16,91,0.5
1735,2020-10-3 7,9,15,16,16,89,0.5
1736,2020-10-3 8,10,17,34,16,91,0.6
1737,2020-10-3 9,10,14,38,16,113,0.5
1738,2020-10-3 10,9,10,38,15,123,0.5
1739,2020-10-3 11,8,8,38,14,130,0.5
1740,2020-10-3 12,7,8,39,15,135,0.5
1741,2020-10-3 13,7,8,47,16,142,0.6
1742,2020-10-3 14,8,8,45,17,137,0.5
1743,2020-10-3 15,7,11,43,17,138,0.5
1744,2020-10-3 16,7,13,58,17,131,0.5
1745,2020-10-3 17,7,15,55,18,123,0.5
1746,2020-10-3 18,7,14,50,17,118,0.5
1747,2020-10-3 19,7,17,58,20,118,0.5
1748,2020-10-3 20,7,22,56,23,115,0.5
1749,2020-10-3 21,7,16,69,21,123,0.5
1750,2020-10-3 22,8,22,56,23,112,0.5
1751,2020-10-3 23,8,15,63,19,120,0.5
1752,2020-10-4 0,8,14,37,17,112,0.5
1753,2020-10-4 1,8,19,41,17,96,0.5
1754,2020-10-4 2,8,24,39,18,87,0.5
1755,2020-10-4 3,8,11,44,18,112,0.5
1756,2020-10-4 4,8,9,30,17,114,0.5
1757,2020-10-4 5,7,7,30,17,118,0.5
1758,2020-10-4 6,7,8,30,15,112,0.5
1759,2020-10-4 7,8,15,27,18,94,0.5
1760,2020-10-4 8,11,21,42,17,86,0.6
1761,2020-10-4 9,13,16,37,16,111,0.5
1762,2020-10-4 10,12,15,46,15,127,0.5
1763,2020-10-4 11,11,18,41,18,152,0.5
1764,2020-10-4 12,9,17,60,22,179,0.6
1765,2020-10-4 13,9,14,53,20,168,0.5
1766,2020-10-4 14,8,11,51,16,145,0.5
1767,2020-10-4 15,8,13,44,16,138,0.5
1768,2020-10-4 16,8,11,48,17,134,0.5
1769,2020-10-4 17,8,10,48,17,136,0.5
1770,2020-10-4 18,8,12,43,19,137,0.5
1771,2020-10-4 19,8,15,47,21,128,0.5
1772,2020-10-4 20,9,23,52,25,109,0.5
1773,2020-10-4 21,9,28,67,25,99,0.5
1774,2020-10-4 22,11,34,82,27,86,0.5
1775,2020-10-4 23,8,49,91,30,61,0.5
1776,2020-10-5 0,8,30,85,28,84,0.5
1777,2020-10-5 1,8,21,46,30,91,0.5
1778,2020-10-5 2,8,22,46,24,81,0.5
1779,2020-10-5 3,12,16,39,25,86,0.5
1780,2020-10-5 4,12,16,27,28,91,0.5
1781,2020-10-5 5,8,19,32,26,85,0.5
1782,2020-10-5 6,8,25,48,37,51,0.6
1783,2020-10-5 7,9,26,53,34,58,0.6
1784,2020-10-5 8,9,23,58,32,70,0.6
1785,2020-10-5 9,9,20,48,28,76,0.6
1786,2020-10-5 10,11,18,36,18,102,0.5
1787,2020-10-5 11,11,19,46,22,99,0.5
1788,2020-10-5 12,10,20,55,27,74,0.7
1789,2020-10-5 13,9,20,54,29,68,0.8
1790,2020-10-5 14,8,21,48,27,69,0.8
1791,2020-10-5 15,8,19,47,22,76,0.8
1792,2020-10-5 16,9,24,35,19,78,0.6
1793,2020-10-5 17,9,28,49,21,80,0.7
1794,2020-10-5 18,8,18,59,13,103,0.6
1795,2020-10-5 19,8,13,42,9,109,0.5
1796,2020-10-5 20,8,19,39,19,78,0.8
1797,2020-10-5 21,8,38,36,24,35,1.0
1798,2020-10-5 22,8,36,41,24,31,0.9
1799,2020-10-5 23,8,21,38,22,39,0.8
1800,2020-10-6 0,8,18,41,22,36,0.8
1801,2020-10-6 1,8,17,28,20,33,0.8
1802,2020-10-6 2,9,16,38,18,30,0.8
1803,2020-10-6 3,8,14,30,18,30,0.8
1804,2020-10-6 4,8,13,29,17,31,0.8
1805,2020-10-6 5,8,12,22,17,30,0.8
1806,2020-10-6 6,8,13,26,18,28,0.8
1807,2020-10-6 7,7,14,30,19,27,0.8
1808,2020-10-6 8,8,15,34,19,27,0.8
1809,2020-10-6 9,8,14,36,19,29,0.8
1810,2020-10-6 10,8,14,32,18,34,0.8
1811,2020-10-6 11,8,13,45,18,44,0.8
1812,2020-10-6 12,8,11,34,15,58,0.8
1813,2020-10-6 13,7,12,36,16,66,0.7
1814,2020-10-6 14,7,13,38,16,75,0.8
1815,2020-10-6 15,7,12,29,14,68,0.8
1816,2020-10-6 16,8,13,32,12,67,0.8
1817,2020-10-6 17,8,14,26,11,70,0.8
1818,2020-10-6 18,8,18,33,15,72,0.8
1819,2020-10-6 19,7,19,35,18,64,0.9
1820,2020-10-6 20,8,17,27,16,53,0.8
1821,2020-10-6 21,8,18,29,15,48,0.8
1822,2020-10-6 22,8,16,28,14,47,0.8
1823,2020-10-6 23,8,16,18,13,46,0.8
1824,2020-10-7 0,8,14,24,12,48,0.8
1825,2020-10-7 1,8,14,18,14,46,0.8
1826,2020-10-7 2,8,15,23,16,42,0.8
1827,2020-10-7 3,9,13,29,15,43,0.8
1828,2020-10-7 4,8,12,28,13,42,0.8
1829,2020-10-7 5,8,11,19,12,41,0.8
1830,2020-10-7 6,8,12,22,14,38,0.8
1831,2020-10-7 7,8,14,18,14,34,0.8
1832,2020-10-7 8,8,16,26,12,30,0.8
1833,2020-10-7 9,9,18,29,12,27,0.8
1834,2020-10-7 10,9,20,40,11,27,0.8
1835,2020-10-7 11,8,22,40,12,30,0.9
1836,2020-10-7 12,8,14,38,11,50,0.8
1837,2020-10-7 13,8,13,39,12,64,0.8
1838,2020-10-7 14,8,12,38,14,68,0.8
1839,2020-10-7 15,8,12,40,14,66,0.8
1840,2020-10-7 16,8,14,48,15,66,0.7
1841,2020-10-7 17,8,16,37,13,57,0.7
1842,2020-10-7 18,8,17,40,13,57,0.7
1843,2020-10-7 19,8,16,30,13,57,0.7
1844,2020-10-7 20,8,16,35,12,54,0.7
1845,2020-10-7 21,8,16,26,11,51,0.7
1846,2020-10-7 22,8,18,30,16,47,0.7
1847,2020-10-7 23,8,16,34,19,46,0.7
1848,2020-10-8 0,8,13,38,20,47,0.7
1849,2020-10-8 1,8,13,29,21,45,0.8
1850,2020-10-8 2,8,12,28,21,44,0.8
1851,2020-10-8 3,7,12,21,20,43,0.8
1852,2020-10-8 4,8,11,23,20,42,0.8
1853,2020-10-8 5,8,12,24,18,42,0.8
1854,2020-10-8 6,8,12,25,18,39,0.8
1855,2020-10-8 7,8,14,31,18,37,0.9
1856,2020-10-8 8,8,15,26,18,37,0.9
1857,2020-10-8 9,8,15,32,18,36,0.9
1858,2020-10-8 10,8,17,37,22,35,0.9
1859,2020-10-8 11,8,15,42,19,46,0.9
1860,2020-10-8 12,8,13,37,17,65,0.9
1861,2020-10-8 13,8,11,39,15,76,0.9
1862,2020-10-8 14,8,12,37,14,83,0.8
1863,2020-10-8 15,8,13,39,13,82,0.8
1864,2020-10-8 16,7,15,44,13,82,0.8
1865,2020-10-8 17,7,18,39,15,78,0.8
1866,2020-10-8 18,7,19,44,14,71,0.8
1867,2020-10-8 19,7,17,32,14,65,0.8
1868,2020-10-8 20,7,17,31,15,60,0.8
1869,2020-10-8 21,7,15,30,14,60,0.8
1870,2020-10-8 22,6,13,26,14,60,0.8
1871,2020-10-8 23,7,14,22,16,59,0.8
1872,2020-10-9 0,7,13,22,18,58,0.8
