,pre_y0,pre_y1,pre_y2,pre_y3,pre_y4,pre_y5
1352,1.718703,39.28085,11.55474,6.94082,27.09878,0.1500322
1353,1.511627,35.06217,9.496973,5.307018,34.97425,0.1455577
1354,1.564703,42.30329,9.018409,5.104064,30.25717,0.148602
1355,2.316149,41.34647,13.03442,7.366365,29.2503,0.1566513
1356,2.01439,42.8518,11.97128,6.599444,19.02156,0.1531941
1357,2.554161,47.42988,13.40558,7.2069,7.872558,0.1713222
1358,2.892953,48.37157,15.01782,7.861732,3.134001,0.1813556
1359,2.755223,50.19171,11.89331,6.453685,0.1546624,0.1840413
1360,2.399102,45.99875,9.757872,6.056674,0.1210966,0.1889415
1361,6.951334,46.46244,11.096251,6.992774,0.03682074,0.2145437
1362,3.909007,43.87449,16.47283,11.30613,0.054191842,0.2343915
1363,2.5783911,41.20728,9.644237,6.046494,0.010493664,0.1847518
1364,5.198195,42.77744,11.26163,7.427959,0.011734983,0.2460394
1365,3.737894,28.1887,9.605254,6.463902,0.821966541,0.2357813
1366,6.091313,36.31796,6.92908,5.289618,2.0500394,0.20555
1367,8.350193,44.4975,6.459855,4.829123,0.7904701,0.19835
1368,7.381347,42.29316,6.178972,4.397987,0.3409822,0.1936108
1369,7.924964,44.36246,5.881184,4.486589,0.29980936,0.2397027
1370,10.017475,45.72548,6.917039,5.277778,0.62872335,0.3214615
1371,10.2527519,47.79479,9.070378,7.22929,0.3682725,0.4135503
1372,9.7324272,50.7555,10.159148,8.003119,2.644472,0.3464319
1373,5.201871,45.64289,9.336499,7.445576,3.909985,0.2795427
1374,3.73211,43.67468,9.430317,7.260367,6.789075,0.2493998
1375,3.154741,37.36887,7.168725,5.462224,18.45696,0.1888819
1376,7.063438,42.35458,10.805561,8.752673,22.2852,0.2311885
1377,6.83294,41.11878,11.3444,8.443376,35.93147,0.1913663
1378,6.03509,40.02002,11.1078,8.131925,47.2339,0.1819749
1379,4.777798,36.22458,8.319101,6.264805,43.57707,0.1549384
1380,2.542682,37.36792,5.943119,4.655807,34.6382,0.1468126
1381,2.250933,35.12488,4.56708,2.972417,33.8775,0.1480993
1382,3.287979,48.77782,4.176707,3.138029,15.010827,0.183046
1383,2.0412215,50.68801,6.689153,5.369792,3.196165,0.1691539
1384,1.013784,46.36871,5.497941,4.419232,3.225858,0.1573398
1385,3.510409,48.15552,4.995847,3.877487,3.76198217,0.1744129
1386,5.842207,55.52205,7.675043,6.237515,0.04331658,0.2050112
1387,7.605039,50.96827,10.125119,8.249041,0.17175334,0.2273723
1388,6.722214,47.72484,6.993049,5.371381,7.0504639,0.1790687
1389,4.611779,42.71368,3.236238,2.507339,4.12246,0.1621411
1390,6.485398,40.06601,3.869047,3.082421,9.30539586,0.159077
1391,5.993686,40.81802,4.59339,3.516256,8.801594,0.1589259
1392,4.123316,35.77105,2.974308,2.125022,16.478319,0.1410434
1393,6.214929,43.63606,3.251004,2.466366,8.875994,0.1451646
1394,9.259759,46.65431,5.269164,3.775011,3.556754,0.1671758
1395,6.504304,49.7302,5.903256,4.105031,2.128779,0.180021
1396,4.342295,46.46988,5.441017,3.983396,11.70767,0.185506
1397,7.216923,45.34921,8.408454,6.413494,15.00901,0.1942819
1398,7.511398,37.16475,7.582949,5.5764,26.42654,0.1862184
1399,5.514306,31.13566,7.041261,5.256383,40.15433,0.1612263
1400,2.879546,32.24216,6.288692,4.775317,42.30693,0.1471336
1401,3.108415,39.05794,10.664904,9.407529,38.0446,0.1668729
1402,2.750346,38.49375,8.537977,7.20924,36.64672,0.1562028
1403,2.112677,21.72093,4.404637,2.882658,51.32007,0.1197511
1404,1.721399,28.5091,3.640364,2.348576,43.66491,0.1250539
1405,0.8936402,31.28009,3.518263,2.507989,37.11917,0.1268629
1406,0.691316,40.81036,3.468125,2.778664,18.76873,0.1457911
1407,1.3365297,49.76123,5.80544,3.729965,10.804745,0.1800603
1408,1.3188168,48.15087,6.239731,3.904476,2.941809,0.1881606
1409,1.3612891,47.32385,6.320584,3.94613,2.98590231,0.219349
1410,1.9225736,53.01545,8.145986,5.784509,0.56973173,0.1867161
1411,1.8129889,35.55648,3.446304,2.570415,20.736559,0.149045
1412,1.6679088,35.37928,3.056148,2.12074,23.77752,0.1389794
1413,1.509029,47.95133,4.848382,2.953587,3.803265,0.1594592
1414,2.717864,51.97433,7.588434,4.022707,4.481828,0.172853
1415,4.68367,52.21011,12.808962,7.503132,3.5412264,0.194221
1416,7.896684,55.08738,9.402821,5.771152,2.67878068,0.1846648
1417,11.544099,59.1734,15.912077,10.170865,0.005707556,0.246392
1418,17.02622,63.52438,18.54054,12.537291,0.000791019,0.3160695
1419,17.20528,57.46422,21.76393,13.088253,0.3886217,0.3605568
1420,12.45497,48.6931,20.01041,13.213424,4.053508,0.3125558
1421,11.14009,43.98877,16.23165,10.594245,9.726397,0.2428519
1422,4.084921,39.18407,14.74029,9.88431,16.694,0.1781798
1423,3.054125,35.50806,12.98663,9.103436,24.48224,0.1721466
1424,2.363344,31.91501,9.752927,6.774259,32.67761,0.1474643
1425,1.395631,25.20249,6.166692,4.061136,39.77741,0.1178029
1426,1.0829093,14.53352,4.317814,2.748596,49.65312,0.1052089
1427,0.6073986,17.07938,4.394513,2.670568,42.87265,0.1130947
1428,0.86128959,22.95432,3.859239,2.599377,36.57111,0.1213715
1429,0.782343928,24.33063,3.727309,2.51512,34.02701,0.1244629
1430,0.20252987,22.30175,3.274613,2.0934,31.28038,0.1194621
1431,0.7774489,29.92743,4.871855,2.868229,21.56212,0.1326968
1432,1.13558334,35.50902,5.768199,3.402142,14.35944,0.1384903
1433,1.0334317,31.56921,6.516008,3.781998,16.93242,0.1301219
1434,0.95866669,30.48729,6.283923,3.598292,12.856583,0.1312262
1435,1.05546342,21.6616,4.790835,2.620969,18.88475,0.1164718
1436,1.666251,23.06641,4.130878,2.261867,18.44858,0.1179883
1437,3.1758,21.69566,6.234078,3.134007,11.94016,0.1063077
1438,3.9874292,21.96702,6.392634,3.167817,11.471934,0.100306
1439,3.0575429,19.85994,5.927106,3.013955,14.08593,0.09650094
1440,2.2261169,20.56491,6.637931,3.439099,12.125441,0.10016007
1441,1.5014456,28.92854,7.711537,3.977207,8.886812,0.106867
1442,0.7936343,32.2812,5.913045,3.309079,4.053749,0.1163461
1443,0.7767237,34.2382,5.885389,3.45145,4.781528,0.1264954
1444,1.0722485,32.98292,6.329259,3.843388,16.38719,0.1312146
1445,1.573973,31.22297,6.506374,4.082388,25.02217,0.1389055
1446,2.292886,29.25821,7.562384,4.708751,33.46812,0.1399483
1447,2.068058,31.67141,8.762867,5.368205,36.79447,0.1338502
1448,1.908106,20.64728,9.330039,5.618932,54.56943,0.1203844
1449,1.614203,14.85456,12.655832,7.256279,63.79671,0.1153163
1450,1.337732,14.64454,15.096508,8.426416,62.38378,0.1135252
1451,1.241472,15.7361,16.13768,8.901894,59.31838,0.1140109
1452,1.281859,16.9111,17.2583,9.461245,55.02257,0.1144308
1453,1.430183,19.33325,18.55262,10.009668,50.05714,0.1164204
1454,1.608716,24.93978,20.11183,10.773508,41.45103,0.1219092
1455,1.637251,28.7431,21.8476,11.683962,36.62184,0.1232159
1456,1.631708,28.94612,21.15146,11.219476,37.35124,0.1197341
1457,2.632447,30.02563,20.6732,11.065492,36.76472,0.1180474
1458,3.906705,29.15178,20.13189,10.849166,37.65223,0.1148289
1459,4.017175,25.75983,21.07792,11.391249,41.62154,0.109109
1460,4.486744,23.85825,21.75925,11.860302,44.69865,0.1048749
1461,3.114088,17.88176,16.95527,9.512994,47.53621,0.09593167
1462,3.684883,18.00595,20.38585,11.15331,48.78728,0.09177254
1463,4.122159,20.5236,20.24904,11.08896,47.23734,0.09468951
1464,4.335918,23.39941,23.05937,12.94883,46.48824,0.09790991
1465,4.200267,26.10687,25.2219,14.55671,45.62271,0.10082085
1466,3.516282,34.64874,24.97597,14.58569,38.22645,0.1103242
1467,3.323793,51.61404,29.31529,17.82009,23.77632,0.1346622
1468,4.096831,51.45803,29.40096,18.75207,26.89617,0.1498362
1469,4.403369,50.31155,31.12154,20.82308,29.74288,0.1481042
1470,4.926759,46.98767,31.2952,21.12171,34.38424,0.1463982
1471,4.755928,35.85146,29.20925,19.49227,46.28003,0.1333207
1472,4.521483,24.15844,27.95129,18.65628,62.18036,0.1214313
1473,4.187876,17.84018,25.69151,17.16485,75.2364,0.1188593
1474,3.633436,20.38838,24.91695,16.75233,78.4707,0.1223004
1475,2.164943,19.46024,22.68747,14.95746,79.25271,0.1212821
1476,2.051628,19.90311,21.08762,13.80613,77.41975,0.1218233
1477,2.177266,23.54553,21.22887,13.69015,64.74418,0.124904
1478,2.130897,28.36118,19.51846,12.33795,49.98081,0.1286032
1479,1.877261,32.70639,22.51177,13.78351,40.1148,0.1309053
1480,1.593095,31.63327,26.36579,15.92677,40.47434,0.1264241
1481,1.611079,30.73602,23.06747,13.93729,42.71284,0.1241834
1482,1.581784,27.97588,27.03999,16.32602,47.16342,0.1189332
1483,1.724367,23.69196,30.74461,18.72933,51.79383,0.1119113
1484,2.071397,20.76008,25.9484,15.82729,53.76508,0.1061898
1485,1.0755478,15.49391,22.37335,13.43261,55.70895,0.09553464
1486,1.5285916,15.62418,21.52307,12.68254,55.18769,0.09174106
1487,2.469976,18.94404,20.30995,11.97764,51.48037,0.09502464
1488,3.014904,21.33782,21.43977,12.43027,49.02345,0.09801647
1489,3.938623,24.34467,22.82255,13.2841,45.42404,0.104637
1490,4.405512,33.92454,22.30169,13.32138,36.63703,0.116469
1491,4.336924,48.10465,25.11795,15.20248,24.60777,0.1354091
1492,4.424575,50.94657,24.0435,15.41418,26.1485,0.1588526
1493,4.659716,42.52926,21.13431,14.0252,37.26598,0.1521159
1494,5.186771,41.66984,21.51404,14.57819,39.85716,0.1507426
1495,4.829519,38.69413,22.54832,15.32886,44.61936,0.1499427
1496,5.055092,30.52365,20.13942,13.75151,55.79417,0.1364669
1497,4.657387,22.29501,19.67,13.62553,73.478,0.1271229
1498,4.430444,20.42737,18.19388,12.7654,84.55602,0.1310462
1499,4.158925,20.76275,18.96459,13.40912,89.35545,0.13469
1500,3.639994,28.88991,21.23518,15.34735,74.67865,0.1424016
1501,2.347275,39.60662,19.68793,14.79352,57.69929,0.1512337
1502,2.765997,59.11073,19.21635,14.36608,35.75965,0.1846803
1503,2.39798,67.4371,20.67515,15.08236,22.4915,0.1857314
1504,2.639757,74.00508,19.88909,13.71634,11.460069,0.2164468
1505,3.226692,70.76791,28.71397,20.55801,11.4379767,0.1863825
1506,3.303192,61.46956,31.17834,21.24068,11.3565099,0.1710302
1507,7.225313,65.26822,29.05526,20.362,11.47952648,0.229651
1508,12.257831,77.96298,27.58449,19.61648,8.851050031,0.2831902
1509,2.479918,51.29229,7.508713,5.2843891,20.52366179,0.1936498
1510,3.0463146,55.3853,6.629019,4.2236887,14.3299819,0.1866742
1511,4.099424,55.57772,3.918998,2.674676,13.69734631,0.1977155
1512,8.947766,66.344,2.722956,2.030203,2.6923507,0.4900104
1513,20.04762,78.42205,7.260431,5.866648,0.04141936,1.248716
1514,24.35044,78.46135,11.061254,9.056867,0.013503565,1.281385
1515,18.36477,77.602,25.97215,20.59104,0.6292354,0.8843824
1516,11.104756,73.62415,29.45835,23.11381,6.657622,0.6341209
1517,18.09555,73.91652,34.30781,28.78574,9.768579,0.9467438
1518,23.05746,77.34657,34.93698,29.65153,13.45698,1.1121809
1519,22.87294,77.25579,35.02099,29.90589,19.78501,1.1113186
1520,21.47735,78.86123,38.55127,33.15317,28.85119,0.9764574
1521,17.52976,74.44962,38.4269,33.09571,46.39366,0.7380877
1522,15.69127,79.80053,37.0246,32.22778,53.66929,0.6218919
1523,13.4767,84.57783,37.96093,32.98379,55.53257,0.5319872
1524,8.331805,78.92047,33.42978,29.17075,66.01309,0.4003503
1525,4.362794,69.91115,31.22197,27.3075,84.23509,0.2976383
1526,3.766467,80.62,27.6234,23.91041,73.69723,0.2796025
1527,4.828857,98.70362,26.71492,22.69254,41.55217,0.2716041
1528,6.187306,121.4762,28.82874,24.68779,2.246953,0.2760179
1529,5.580701,100.29768,28.64293,24.14609,3.48357039,0.2372229
1530,5.737441,96.7291,28.51898,24.08398,3.36485499,0.2668729
1531,9.372288,90.85317,28.45502,24.40731,3.518722382,0.3753948
1532,13.014909,90.5228,27.93181,24.15166,1.10883725,0.3729319
1533,22.16782,87.87776,32.67955,29.07344,0.005072928,0.7371727
1534,19.46899,86.16507,30.19702,26.95021,0.09830796,0.4755847
1535,17.21929,83.26286,28.26892,25.31534,2.376457,0.4040174
1536,16.25676,80.15253,28.90986,25.52498,4.407293,0.3936855
1537,17.4796,83.18765,31.92056,27.7635,1.650081,0.4786969
1538,18.0163,84.80233,37.47247,31.90271,0.7063388,0.6985097
1539,20.59384,86.45294,39.0163,32.36954,0.9397864,1.0899678
1540,24.9683,84.34906,38.69294,32.65115,6.072756,1.549676
1541,28.12281,87.67291,45.15452,38.06063,8.617843,1.662658
1542,25.80688,86.76134,50.39224,43.32933,14.90056,1.322038
1543,20.3608,76.82612,47.43956,40.97313,30.6453,0.8672822
1544,17.17863,68.70637,47.9834,41.9853,54.72714,0.5898946
1545,13.18494,60.10415,42.49522,37.84286,81.02842,0.4344829
1546,9.028412,50.77227,39.33023,35.30709,100.18175,0.3408492
1547,4.822843,34.06232,33.93977,30.36735,126.7206,0.2669967
1548,2.879364,35.27451,26.3772,23.20919,113.3413,0.2271793
1549,2.962022,43.5803,22.40082,19.34438,96.78803,0.2195508
1550,2.11337,42.26312,13.1369,11.038483,82.45343,0.1974845
1551,1.670694,43.72078,11.67884,9.332525,69.52918,0.1933395
1552,1.49671,42.89444,12.212346,9.129861,59.24918,0.1808682
1553,2.0542648,46.36209,9.42615,6.861672,50.76962,0.1659915
1554,3.689538,54.03384,15.90795,11.204893,38.73214,0.172128
1555,4.364536,54.65158,30.80086,21.89604,36.9238,0.1657673
1556,3.873083,52.19574,34.82602,25.21752,43.5379,0.1541655
1557,5.573961,34.6936,34.53121,25.59625,69.77363,0.1338011
1558,4.338966,31.6679,35.87241,27.1484,76.30138,0.1265903
1559,3.393299,34.71024,36.20622,28.10375,74.32308,0.1298229
1560,3.107155,40.37305,34.94033,27.9387,64.4338,0.1411957
1561,5.000042,50.94491,32.48319,26.87627,47.15183,0.1498356
1562,10.857373,77.75652,50.16025,42.54674,9.511776,0.184138
1563,14.65393,83.08538,58.09353,49.59556,2.407653,0.2274339
1564,17.2374,80.47101,57.09764,48.93683,8.039497,0.2762442
1565,15.79323,75.13691,62.28099,53.12233,18.27281,0.2604661
1566,10.72711,67.3193,61.63158,52.46942,31.33644,0.2296035
1567,9.621629,66.65311,51.87154,44.07347,37.54337,0.241833
1568,7.501181,71.00669,43.67082,36.75506,36.03142,0.2247263
1569,6.742848,56.52354,41.01776,34.68283,52.8772,0.1861978
1570,5.245105,32.44119,35.78304,29.94618,83.4154,0.150058
1571,4.208697,30.64112,31.61062,25.70209,88.08029,0.1458797
1572,4.662672,43.62536,24.44716,19.797463,78.21799,0.165855
1573,4.832539,56.87919,26.53772,21.376001,60.89599,0.1920346
1574,5.879222,66.00165,32.3836,24.75158,50.857071,0.2225048
1575,8.055545,60.28201,42.09181,32.16841,51.92933,0.1704168
1576,7.035708,58.29648,39.82921,29.58458,46.30578,0.1525812
1577,7.31025,73.63045,41.14226,29.35407,32.4313216,0.2050535
1578,6.223389,86.0148,40.0604,27.16586,22.13393,0.2191467
1579,6.317817,98.43948,36.78875,25.74372,10.54851,0.2193922
1580,8.025595,94.60189,33.9147,24.2098,12.05379007,0.2419014
1581,3.714688,68.99684,29.17752,19.01187,21.86207,0.1574012
1582,2.899364,54.78532,27.80831,18.51031,33.78789,0.1363968
1583,2.512206,46.33121,29.12404,19.34171,39.9586,0.1257522
1584,2.856558,48.91303,30.73388,20.20348,34.89907,0.1267001
1585,4.667077,62.54083,31.97965,21.29182,19.244835,0.1424122
1586,9.507033,77.39862,35.49369,23.84716,2.074997,0.1919751
1587,14.51349,77.68682,47.44911,31.68785,0.3564449,0.2698553
1588,13.91148,76.0205,52.19795,36.08822,4.261227,0.278764
1589,11.04121,71.03367,50.36844,36.05862,16.10061,0.2209488
1590,7.37157,65.08721,50.7529,36.34482,28.63659,0.1869025
1591,5.496997,51.68177,47.1836,34.3569,47.64808,0.1737825
1592,4.646427,37.53318,42.20337,31.55097,67.63846,0.1626218
1593,4.049653,33.5577,36.98556,28.24182,78.10495,0.1581878
1594,4.529714,38.45868,38.73082,29.3824,78.13052,0.1658458
1595,4.400645,39.52403,36.53899,28.00753,79.67022,0.1643484
1596,5.514405,52.6918,37.29552,29.10591,72.49103,0.1757033
1597,4.171365,62.24855,33.77331,26.86302,60.56233,0.171129
1598,3.46838,60.17246,30.43202,23.94736,59.74337,0.1675931
1599,4.833178,81.35578,32.35414,24.7604,32.18241,0.2096476
1600,5.098631,77.37344,30.69736,22.17448,28.33378,0.2073073
1601,4.690979,76.037,27.82546,19.50212,23.71821,0.2102155
1602,2.1007644,94.85425,21.88682,16.76487,4.94418818,0.262607
1603,4.692737,87.10552,22.98421,17.93857,9.428850014,0.3209904
1604,12.344729,83.81723,38.66811,31.2139,14.46342001,0.4829054
1605,8.382099,93.15857,38.10845,23.65162,1.701362613,0.321234
1606,6.203496,76.99375,32.87446,21.30734,14.32153,0.2056307
1607,12.344038,60.74436,14.859591,11.744493,21.929694,0.2300267
1608,16.119832,66.7992,20.32214,16.02496,11.98293009,0.3876852
1609,16.59898,70.62224,23.64384,18.55446,6.0165039,0.3702205
1610,13.59371,67.57944,26.22489,20.35442,6.174636,0.2435097
1611,18.26219,69.97064,32.93774,26.0155,4.846027,0.3300432
1612,20.14945,67.17713,34.82576,27.96841,13.320897,0.4436914
1613,17.99309,67.12383,43.22948,35.33063,20.14237,0.4013446
1614,15.93788,60.08127,46.73159,38.04195,32.78769,0.3272591
1615,15.93728,60.11348,46.85982,38.25527,43.12605,0.3059631
1616,15.55758,57.57901,44.46783,35.91577,56.08545,0.2798599
1617,14.45721,54.56297,41.17565,33.00284,69.57658,0.2595515
1618,13.20994,48.72346,39.2866,31.87415,89.66213,0.2417692
1619,11.17557,46.95841,39.23171,32.06722,101.46726,0.230955
1620,6.363365,34.58682,35.9772,29.07045,110.6742,0.2048563
1621,3.993774,42.16172,28.19963,22.91691,92.13164,0.1949575
1622,3.5748,54.26182,24.41727,19.22101,63.60345,0.1939207
1623,3.847628,50.83611,25.06184,17.81532,47.4697,0.1670342
1624,3.103698,43.57007,23.34144,15.78802,47.19749,0.1489003
1625,4.151926,44.1529,22.28339,14.937,43.48726,0.1451094
1626,7.185186,58.93974,21.67302,14.81434,26.5138,0.1528253
1627,7.521546,77.12138,21.18153,14.67873,8.084226,0.1661649
1628,6.097481,76.13358,20.11849,13.86672,9.129465,0.1578845
1629,6.052854,78.74772,21.33315,13.37625,5.621481533,0.2081661
1630,4.830735,73.39269,20.17218,12.37183,9.85294714,0.1849092
1631,4.808301,69.27303,20.82013,12.52609,12.05224267,0.1733292
1632,4.815264,66.30008,22.56032,13.37837,13.25876894,0.173633
1633,4.473482,67.08284,24.10403,14.00509,11.52560576,0.1816101
1634,9.617467,76.95651,29.0714,16.78811,6.05080389,0.2689502
1635,14.68956,82.97424,31.22694,18.833,1.5441544,0.3127075
1636,15.65386,77.41552,28.76659,18.94183,5.637912,0.2776634
1637,7.437582,69.79372,28.09221,19.35886,11.206693,0.2161282
1638,6.181301,58.29572,25.6238,17.69643,22.85305,0.2176835
1639,6.325887,56.97432,23.18355,16.78105,27.5455,0.2362351
1640,5.030158,59.41172,20.77993,15.71468,27.51216,0.2166888
1641,3.236969,40.44973,15.66817,11.87003,49.16911,0.1677492
1642,1.936343,19.85498,11.4136,8.673953,79.924,0.1315665
1643,1.294649,22.59821,8.921284,6.341299,73.87003,0.131749
1644,1.524709,29.34546,7.779004,5.23381,58.50691,0.1448096
1645,1.774736,31.59124,9.657801,6.246196,44.83598,0.1466355
1646,2.187683,36.06964,10.614617,6.352789,28.13143,0.1507374
1647,2.838633,41.36345,10.96936,6.40815,15.26539,0.1577557
1648,2.577164,40.75943,11.198017,6.529354,11.630037,0.1561814
1649,2.575953,40.17525,11.92167,7.073025,12.383546,0.1551843
1650,3.015774,38.47611,11.84938,7.096394,14.46365,0.148537
1651,3.46874,34.33284,9.521953,5.80247,19.20958,0.1400465
1652,3.221212,31.31879,8.328246,5.276258,22.96426,0.1351663
1653,3.212617,24.48061,6.04731,3.839668,34.21879,0.1131138
1654,1.7945221,20.49913,5.240146,3.286483,37.07847,0.105634
1655,1.7331855,21.94546,4.956042,3.169707,34.32683,0.1067326
1656,2.5779467,35.02521,5.695466,3.715787,20.26535,0.1184798
1657,2.086158,48.73783,6.304777,4.18974,6.654821,0.1335973
1658,0.8900972,40.18585,3.465419,2.142454,12.952896,0.1316649
1659,0.9178977,45.07694,5.798384,3.610698,5.23129,0.1706859
1660,2.9160779,53.03194,8.840126,5.817432,3.321621,0.2174853
1661,2.6938351,50.53944,9.476267,6.894557,8.3554,0.1847368
1662,2.0581895,52.55775,9.433538,7.242402,15.79201,0.1776317
1663,1.9132041,54.26323,5.483166,4.147819,14.26517,0.1893573
1664,0.8169778,52.83783,4.421873,3.687925,19.041717,0.2383955
1665,1.2766588,54.27773,7.896772,6.35237,19.41197,0.2699334
1666,4.639485,66.21957,12.412406,9.12909,19.769032,0.2872366
1667,5.794758,69.69661,14.056024,10.315322,27.12565,0.3004487
1668,6.637512,77.32098,16.563774,12.475142,26.68467,0.2949896
1669,12.032607,84.63877,18.758745,14.105532,18.525572,0.3382877
1670,9.301134,84.75992,19.057941,14.489727,13.096462,0.3091312
1671,4.777019,90.17353,19.826756,14.970614,1.56993575,0.330492
1672,3.233911,110.11113,7.017758,5.416808,1.25086985,0.2938115
1673,4.897928,112.38972,23.97825,17.27775,0.613703056,0.350108
1674,7.289422,114.34513,21.17713,14.38345,0.013015241,0.3585122
1675,10.663299,104.07998,20.25931,14.10236,0.007872181,0.3584853
1676,4.020612,85.57942,18.70408,13.39356,0.6362155,0.2322913
1677,1.1921533,48.54905,9.170134,6.230033,38.16711,0.1644011
1678,2.0161559,43.04566,14.69184,9.758442,39.405381,0.1543191
1679,5.468437,58.22387,24.06287,15.56271,16.6212205,0.1635433
1680,8.661126,58.94078,30.73209,20.88502,14.486668,0.1769808
1681,10.50637,56.52661,31.96171,22.82746,19.467018,0.1760033
1682,11.368863,57.31062,32.98468,23.98284,20.118775,0.1649611
1683,12.30368,65.10865,36.01589,26.53071,11.893298,0.1763342
1684,13.2725,67.68117,37.34504,27.74736,14.5938,0.1967861
1685,11.196436,66.67272,38.83362,28.97856,23.27118,0.1927641
1686,9.278094,61.58354,37.99325,28.42887,36.68026,0.1924664
1687,8.486616,55.68661,36.36082,27.60984,49.78734,0.1937876
1688,6.943754,51.26013,35.47575,27.34649,59.38216,0.1873982
1689,5.906597,48.95482,35.56926,27.77152,64.48609,0.1824273
1690,5.365741,41.43315,36.43278,28.21922,76.09796,0.1731606
1691,5.281925,34.11564,35.76768,27.50367,87.86449,0.1568817
1692,5.309496,32.5245,35.32535,27.09164,92.34274,0.150464
1693,5.035021,34.72575,34.25013,25.94679,86.50956,0.1484015
1694,5.411705,40.12933,34.25985,25.60489,73.35115,0.1475595
1695,6.114334,44.09932,35.86777,26.18541,63.18473,0.1435207
1696,6.643215,43.20495,37.75237,27.16756,59.54267,0.1374087
1697,7.930678,43.67142,39.7652,28.37909,59.26174,0.1364082
1698,8.385742,43.85145,41.29298,29.17594,60.50564,0.1350384
1699,8.08644,43.20547,40.44461,28.30117,60.1965,0.1319251
1700,7.399705,41.91142,37.19029,25.55233,59.60337,0.1264929
1701,5.222684,50.73871,35.57857,24.94561,48.81417,0.1276972
1702,3.837281,46.0573,34.83495,24.55737,54.94574,0.1198041
1703,3.817526,49.61696,34.32244,24.33452,53.49409,0.1275078
1704,4.183629,60.07407,36.12749,25.70882,44.08254,0.1447063
1705,4.595482,69.40636,39.65572,28.53791,34.88712,0.1514732
1706,7.042862,89.01862,42.76385,31.03278,17.4004,0.1616683
1707,14.11133,101.8733,54.32483,39.15434,1.720628,0.2401186
1708,18.18377,89.96395,55.97513,40.3973,8.672236,0.2892457
1709,11.54493,84.08652,45.69304,33.65887,18.44893,0.2300216
1710,8.243921,71.43857,39.68955,29.60314,34.94105,0.2096104
1711,7.73738,66.52038,33.76452,25.89834,44.51364,0.2159478
1712,6.907629,63.60844,31.82398,25.42614,54.54348,0.2084266
1713,6.006555,53.55136,31.52841,25.63537,67.18307,0.1912652
1714,5.739281,45.12816,29.96079,24.37782,78.07771,0.1763417
1715,5.161615,34.81277,28.17887,22.96149,94.38944,0.1578725
1716,3.700194,29.40392,27.14535,21.61304,101.29344,0.1509105
1717,2.939678,30.03511,26.73624,20.9645,90.67004,0.1466997
1718,3.040834,36.44037,28.86751,22.15786,73.16625,0.1488571
1719,3.130066,41.912,30.31274,22.44043,61.38466,0.148713
1720,2.954271,41.4169,29.79168,21.3783,61.91292,0.1421889
1721,3.18111,41.40412,31.89255,22.97848,64.62662,0.14016
1722,3.737961,39.36787,33.08309,24.16337,67.98955,0.1355659
1723,4.476691,34.37926,35.14992,26.01917,72.41089,0.1282212
1724,5.779786,31.05372,35.76387,26.67341,73.56232,0.1208111
1725,8.515453,35.1567,30.66344,21.59501,53.72392,0.1196872
1726,6.971864,33.96485,28.11312,19.483,51.24256,0.1109615
1727,5.910803,38.15549,27.58396,18.71243,43.72499,0.1134847
1728,5.435555,41.30402,27.60963,18.24328,36.83105,0.1186673
1729,4.754051,44.2831,27.08018,17.49122,30.90696,0.1235177
1730,4.084924,50.46076,28.211,18.11174,23.84125,0.1300768
1731,3.683468,64.26644,30.69341,20.3546,12.48417,0.1517832
1732,4.021211,67.64932,32.18371,22.37781,14.41444,0.1816015
1733,4.690524,66.71425,31.7159,22.68682,19.76463,0.2003019
1734,5.267305,63.13922,30.7092,22.43551,27.16243,0.1966876
1735,5.324356,59.95018,31.15417,23.48597,34.14621,0.1947746
1736,5.162763,51.31823,30.20752,23.45973,47.24262,0.1827411
1737,5.162697,35.66062,29.80135,23.96313,69.8439,0.1549891
1738,5.336331,23.13149,28.05873,23.18217,99.96886,0.1416728
1739,4.53172,21.36527,28.2162,23.53619,110.7087,0.1417828
1740,3.751673,25.61749,28.16663,23.40219,102.66741,0.1448103
1741,3.579749,29.10133,26.84004,22.07784,92.74676,0.147644
1742,3.488672,38.95559,27.50841,21.84147,70.30748,0.15815
1743,3.540641,51.59946,27.94562,21.10327,42.0424,0.1732843
1744,3.400427,54.63483,26.88214,19.36733,28.77039,0.1805598
1745,3.62463,53.81731,26.75999,18.84422,26.08265,0.1807842
1746,4.112124,52.0239,27.08083,18.65023,25.95819,0.1782607
1747,4.402778,46.20271,28.10991,19.12069,30.27799,0.1699494
1748,4.562553,40.9368,27.55202,18.44281,33.13187,0.159729
1749,2.803014,31.76,28.53141,18.98803,41.27376,0.1384353
1750,1.802487,26.27335,29.62293,19.38385,45.56899,0.1220003
1751,1.576692,26.11197,29.31318,18.52055,44.37589,0.1186887
1752,1.547837,27.42032,30.77682,19.22988,43.0312,0.1203124
1753,1.536685,27.97814,32.86139,20.65757,43.90677,0.121148
1754,1.775793,35.9627,34.13939,20.95555,35.63621,0.1307225
1755,3.169928,53.70734,39.8097,24.58677,20.69949,0.160261
1756,6.47709,53.62231,46.26844,31.27473,26.57894,0.1862808
1757,5.428007,46.23668,50.57372,37.78293,45.98691,0.1900012
1758,5.342097,53.52,38.92935,30.5616,47.73757,0.2082473
1759,6.564214,60.8384,35.58642,29.24817,51.16796,0.2283708
1760,7.837796,48.13257,39.76037,34.35662,79.97853,0.2552489
